,buck_male,buck_female,tuple,average_male,average_female,female-male
0,0.065135255,-0.03708952,"('unsociable', 'sociable')",0.0651353,-0.0370895,-0.1022248
1,1.2455118,1.175155,"('unfriendly', 'friendly')",1.2455118,1.175155,-0.0703568
2,0.65374297,0.7976825,"('unlikable', 'likable')",0.653743,0.7976825,0.1439395
3,0.701259,0.8403341,"('repellent', 'pleasant')",0.701259,0.8403341,0.1390751
4,-6.951027,-6.9147124,"('disliked', 'liked')",-6.9510269,-6.9147124,0.0363145
5,-0.2769765,-0.12422135,"('distant', 'outgoing')",-0.2769765,-0.1242213,0.1527552
6,0.04524824,0.16888288,"('distant', 'open')",0.0452482,0.1688829,0.1236347
7,0.68577087,0.76428294,"('insensitive', 'sensitive')",0.6857709,0.7642829,0.078512
8,0.83401704,0.8281261,"('unaffectionate', 'affectionate')",0.834017,0.8281261,-0.0058909
9,1.4114902,1.4947023,"('unaffectionate', 'caring')",1.4114902,1.4947023,0.0832121
10,1.4151512,1.5089111,"('unsympathetic', 'sympathetic')",1.4151512,1.5089111,0.0937599
11,1.7765875,1.8717859,"('unhelpful', 'helpful')",1.7765875,1.8717859,0.0951984
12,-1.5918221,-1.5991752,"('unsupportive', 'supportive')",-1.5918221,-1.5991752,-0.0073531
13,0.41810814,0.40398815,"('impolite', 'polite')",0.4181081,0.4039882,-0.0141199
14,-0.40431023,-0.47570482,"('antisocial', 'social')",-0.4043102,-0.4757048,-0.0713946
15,0.48183048,0.4056483,"('boring', 'funny')",0.4818305,0.4056483,-0.0761822
16,-0.39182347,-0.32809794,"('unpopular', 'popular')",-0.3918235,-0.3280979,0.0637256
17,0.0065527596,0.04558181,"('nasty', 'nice')",0.0065528,0.0455818,0.039029
18,-0.6124894,-0.7026657,"('disagreeable', 'welcoming')",-0.6124894,-0.7026657,-0.0901763
19,-0.3018738,-0.17648649,"('inhospitable', 'hospitable')",-0.3018738,-0.1764865,0.1253873
20,0.6439437,0.53137094,"('rough', 'thoughtful')",0.6439437,0.5313709,-0.1125728
21,0.1760223,0.36184892,"('immoral', 'moral')",0.1760223,0.3618489,0.1858266
22,-0.3002508,-0.28856993,"('untrustworthy', 'trustworthy')",-0.3002508,-0.2885699,0.0116809
23,6.069886,6.07396,"('insincere', 'sincere')",6.0698862,6.0739598,0.0040736
24,1.6883302,1.7412031,"('dishonest', 'honest')",1.6883302,1.7412031,0.0528729
25,0.4291185,0.37481824,"('egoistic', 'altruistic')",0.4291185,0.3748182,-0.0543003
26,0.11436339,-0.020107802,"('hardhearted', 'benevolent')",0.1143634,-0.0201078,-0.1344712
27,1.5892457,1.4659306,"('hardhearted', 'softhearted')",1.5892457,1.4659306,-0.1233151
28,1.1345572,1.1478984,"('disloyal', 'loyal')",1.1345572,1.1478984,0.0133412
29,-0.64871216,-0.7538046,"('unfair', 'fair')",-0.6487122,-0.7538046,-0.1050924
30,0.8642264,0.883719,"('intolerant', 'tolerant')",0.8642264,0.883719,0.0194926
31,-1.6018885,-1.595904,"('evil', 'good')",-1.6018885,-1.595904,0.0059845
32,1.4141941,1.344569,"('unkind', 'kind')",1.4141941,1.344569,-0.0696251
33,-0.38336235,-0.37287006,"('wrong', 'right')",-0.3833624,-0.3728701,0.0104923
34,4.2613387,4.515067,"('mean', 'honorable')",4.2613387,4.5150671,0.2537284
35,-1.1590052,-1.2662107,"('corrupt', 'incorrupt')",-1.1590052,-1.2662107,-0.1072055
36,-1.0704788,-1.0998757,"('hostile', 'amicable')",-1.0704788,-1.0998757,-0.0293969
37,0.95307904,0.9695662,"('fake', 'genuine')",0.953079,0.9695662,0.0164872
38,-0.100839056,-0.03808923,"('untruthful', 'truthful')",-0.1008391,-0.0380892,0.0627499
