,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,female-male
0,-0.49218535,-0.50393665,"('unsociable', 'sociable')",0.0068436414,-0.17424187,-0.2426709,-0.3390893,-0.0964184
1,1.0059916,0.8672104,"('unfriendly', 'friendly')",1.6135935,1.470433,1.3097925,1.1688217,-0.1409708
2,0.71274054,0.7760506,"('unlikable', 'likable')",0.30539384,0.36818486,0.5090672,0.5721177,0.0630505
3,-1.2680254,-1.1719993,"('repellent', 'pleasant')",-0.3456291,-0.23721674,-0.8068272,-0.704608,0.1022192
4,0.5682019,0.54194885,"('disliked', 'liked')",-4.7198067,-4.747886,-2.0758023,-2.1029687,-0.0271664
5,1.110552,1.0043929,"('distant', 'outgoing')",-0.374962,-0.3768332,0.367795,0.3137798,-0.0540152
6,1.2417564,1.137593,"('distant', 'open')",-0.20255238,-0.16878629,0.5196021,0.4844034,-0.0351987
7,-0.64413786,-0.64352983,"('insensitive', 'sensitive')",-0.12966192,-0.032912016,-0.3868999,-0.3382209,0.048679
8,0.8319703,0.7596687,"('unaffectionate', 'affectionate')",0.6829089,0.533327,0.7574396,0.6464978,-0.1109418
9,1.4568522,1.389507,"('unaffectionate', 'caring')",1.355524,1.2698079,1.406188,1.3296576,-0.0765304
10,-0.47499472,-0.4094056,"('unsympathetic', 'sympathetic')",0.14678536,0.11196293,-0.1641047,-0.1487213,0.0153834
11,-0.28159386,-0.27290118,"('unhelpful', 'helpful')",1.8711188,1.7922268,0.7947625,0.7596628,-0.0350997
12,0.43192512,0.4795126,"('unsupportive', 'supportive')",-0.77799773,-0.8366356,-0.1730363,-0.1785615,-0.0055252
13,-1.4055201,-1.4296256,"('impolite', 'polite')",-0.6041487,-0.713194,-1.0048344,-1.0714098,-0.0665754
14,-0.26001742,-0.22179258,"('antisocial', 'social')",-0.37381107,-0.38037723,-0.3169143,-0.3010849,0.0158294
15,-0.2949072,-0.3273103,"('boring', 'funny')",-0.029159226,-0.023930203,-0.1620332,-0.1756202,-0.013587
