,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.103862934,-0.20105606,"('unsociable', 'sociable')",0.22657904,0.14257908,-0.31791627,-0.45194817,-0.0650667,-0.1701417,-0.105075
1,0.035813764,-0.006079901,"('unfriendly', 'friendly')",0.38465065,0.12719591,1.1515524,1.0050414,0.5240056,0.3753858,-0.1486198
2,0.33262384,0.4773086,"('unlikable', 'likable')",0.48717022,0.5159164,0.72594917,0.85299337,0.5152477,0.6154061,0.1001584
3,-0.4804149,-0.3975874,"('repellent', 'pleasant')",-0.69387674,-0.7054531,0.8508971,0.8447011,-0.1077982,-0.0861131,0.0216851
4,-0.2976569,-0.29266688,"('disliked', 'liked')",0.14780936,0.07887858,-6.6539745,-6.810307,-2.2679407,-2.3413652,-0.0734245
5,-0.07831946,-0.080389306,"('distant', 'outgoing')",-0.10964988,-0.16441283,-0.6808181,-0.6001564,-0.2895958,-0.2816528,0.007943
6,-0.11213488,-0.09329325,"('distant', 'open')",-0.39284188,-0.43312734,-0.8026247,-0.72702754,-0.4358672,-0.417816,0.0180512
7,-0.028502952,-0.028039588,"('insensitive', 'sensitive')",-0.5599893,-0.47790146,0.027745174,0.024999062,-0.1869157,-0.160314,0.0266017
8,-0.33552003,-0.41374457,"('unaffectionate', 'affectionate')",0.40058318,0.18744107,0.08911793,0.06336399,0.0513937,-0.0543132,-0.1057069
9,0.78630626,0.7718804,"('unaffectionate', 'caring')",0.34337497,0.22815304,0.98726606,1.0040275,0.7056491,0.6680202,-0.0376289
10,0.7421701,0.7314439,"('unsympathetic', 'sympathetic')",-0.9474294,-0.96720415,-0.48648193,-0.5347749,-0.2305804,-0.2568451,-0.0262647
11,0.40269494,0.43728548,"('unhelpful', 'helpful')",0.12519535,0.17603095,2.152984,2.2068832,0.8936248,0.9400665,0.0464417
12,0.5165316,0.6691677,"('unsupportive', 'supportive')",0.27261534,0.34364936,-2.3059251,-2.2695785,-0.5055927,-0.4189205,0.0866722
13,0.9087178,0.9350164,"('impolite', 'polite')",-0.2163989,-0.15913361,-0.65332663,-0.6594464,0.0129974,0.0388121,0.0258147
14,0.019112136,0.034468535,"('antisocial', 'social')",0.70769304,0.7870263,0.05326919,-0.05125234,0.2600248,0.2567475,-0.0032773
15,-0.29301435,-0.36938274,"('boring', 'funny')",0.7945425,0.75704116,-0.13413699,-0.115212664,0.1224637,0.0908152,-0.0316485
16,-0.47095844,-0.47961414,"('unpopular', 'popular')",0.2998045,0.2586628,0.49005485,0.32874036,0.1063003,0.0359297,-0.0703706
17,0.5905954,0.5882302,"('nasty', 'nice')",-0.26117164,-0.19616508,-0.53951156,-0.4517552,-0.0700293,-0.0198967,0.0501326
18,0.27199894,0.3258354,"('disagreeable', 'welcoming')",0.027976766,0.00991419,-0.8386492,-0.86676586,-0.1795578,-0.1770054,0.0025524
19,0.20609345,0.23257677,"('inhospitable', 'hospitable')",-0.3139042,-0.34163967,-1.0834788,-0.9389767,-0.3970965,-0.3493465,0.04775
20,0.2999464,0.23728576,"('rough', 'thoughtful')",1.7402059,1.8106506,0.8404169,0.8365063,0.9601897,0.9614809,0.0012912
21,0.073945865,0.084536985,"('immoral', 'moral')",0.75112396,0.74063927,-0.5895315,-0.5792368,0.0785128,0.0819798,0.003467
22,0.2691988,0.28013104,"('untrustworthy', 'trustworthy')",0.0510064,0.03912199,-0.8022748,-0.7776431,-0.1606899,-0.1527967,0.0078932
23,0.42188573,0.44193512,"('insincere', 'sincere')",-0.4764877,-0.50385946,5.543542,5.5351777,1.8296466,1.8244178,-0.0052288
24,1.5634271,1.6808592,"('dishonest', 'honest')",-0.3944575,-0.3686953,0.6170363,0.63057274,0.5953353,0.6475789,0.0522436
25,0.29608133,0.22307748,"('egoistic', 'altruistic')",1.1728667,1.0699539,1.0244576,0.9681416,0.8311352,0.7537243,-0.0774109
