,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.6322503,-0.7116743,"('unsociable', 'sociable')",-0.6322503,-0.7116743,-0.079424
1,-0.44477862,-0.7738903,"('unfriendly', 'friendly')",-0.4447786,-0.7738903,-0.3291117
2,0.30789885,0.29178235,"('unlikable', 'likable')",0.3078988,0.2917823,-0.0161165
3,-0.58263934,-0.28109464,"('repellent', 'pleasant')",-0.5826393,-0.2810946,0.3015447
4,-4.281758,-4.4854674,"('disliked', 'liked')",-4.2817578,-4.4854674,-0.2037096
5,-0.7624287,-0.9048331,"('distant', 'outgoing')",-0.7624287,-0.9048331,-0.1424044
6,-0.38934374,-0.6000667,"('distant', 'open')",-0.3893437,-0.6000667,-0.210723
7,0.30368763,0.11557615,"('insensitive', 'sensitive')",0.3036876,0.1155761,-0.1881115
8,-0.3733998,-0.538621,"('unaffectionate', 'affectionate')",-0.3733998,-0.538621,-0.1652212
9,-0.07804247,-0.30980033,"('unaffectionate', 'caring')",-0.0780425,-0.3098003,-0.2317578
10,-0.11437829,-0.10059103,"('unsympathetic', 'sympathetic')",-0.1143783,-0.100591,0.0137873
11,0.360714,0.51971,"('unhelpful', 'helpful')",0.360714,0.51971,0.158996
12,-1.321315,-1.4267361,"('unsupportive', 'supportive')",-1.3213151,-1.4267361,-0.105421
13,-0.2806692,-0.27518013,"('impolite', 'polite')",-0.2806692,-0.2751801,0.0054891
14,-0.48217618,-0.49439004,"('antisocial', 'social')",-0.4821762,-0.49439,-0.0122138
15,0.697702,0.49717563,"('boring', 'funny')",0.697702,0.4971756,-0.2005264
16,-1.1255877,-1.0475864,"('unpopular', 'popular')",-1.1255877,-1.0475864,0.0780013
17,-0.5294604,-0.54053223,"('nasty', 'nice')",-0.5294604,-0.5405322,-0.0110718
18,-1.2389705,-1.1984835,"('disagreeable', 'welcoming')",-1.2389705,-1.1984835,0.040487
19,-0.2933792,-0.3748968,"('inhospitable', 'hospitable')",-0.2933792,-0.3748968,-0.0815176
20,0.462725,0.42102638,"('rough', 'thoughtful')",0.462725,0.4210264,-0.0416986
21,-0.4976619,-0.1424861,"('immoral', 'moral')",-0.4976619,-0.1424861,0.3551758
22,-0.44641495,-0.6467417,"('untrustworthy', 'trustworthy')",-0.4464149,-0.6467417,-0.2003268
23,3.65769,3.600476,"('insincere', 'sincere')",3.65769,3.600476,-0.057214
24,0.38952935,0.17785506,"('dishonest', 'honest')",0.3895293,0.1778551,-0.2116742
