,red_male,red_female,tuple,hat_male,hat_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.98310363,-0.9026684,"('unsociable', 'sociable')",-0.10088673,-0.06136503,-0.31232125,-0.41588798,-0.4654372,-0.4599738,0.0054634
1,-0.5173598,-0.77619237,"('unfriendly', 'friendly')",0.78203726,0.5215974,1.8242184,1.6673563,0.6962986,0.4709204,-0.2253782
2,-0.055294685,0.09865229,"('unlikable', 'likable')",-0.1314671,-0.009200916,0.10474149,0.21193333,-0.0273401,0.1004616,0.1278017
3,-1.0052005,-0.74344784,"('repellent', 'pleasant')",-0.76997924,-0.5655186,0.31227335,0.3269355,-0.4876355,-0.3273436,0.1602919
4,0.526858,0.4146568,"('disliked', 'liked')",0.96680266,0.97865534,-6.365537,-6.5198665,-1.6239589,-1.7088515,-0.0848926
5,-0.36897165,-0.48481715,"('distant', 'outgoing')",0.19438612,0.09320582,-0.0045711584,-0.07043165,-0.0597189,-0.1540143,-0.0942954
6,-0.7827139,-0.85106575,"('distant', 'open')",-0.4175431,-0.50128126,0.415352,0.34240055,-0.261635,-0.3366488,-0.0750138
7,-0.9932777,-0.6824792,"('insensitive', 'sensitive')",-0.6326918,-0.4132572,0.3099873,0.45512697,-0.4386607,-0.2135365,0.2251242
8,-0.7600683,-0.9146461,"('unaffectionate', 'affectionate')",-0.20209098,-0.3893545,0.9235353,0.8682094,-0.0128747,-0.1452637,-0.132389
9,-0.04815602,-0.07580218,"('unaffectionate', 'caring')",-0.10014031,-0.16320951,1.0705333,1.0801834,0.3074123,0.2803906,-0.0270217
10,-1.1432729,-0.82213956,"('unsympathetic', 'sympathetic')",-0.67954606,-0.48821026,-0.72694796,-0.6784507,-0.8499223,-0.6629335,0.1869888
11,-0.16806331,-0.022906031,"('unhelpful', 'helpful')",-0.46822825,-0.28056836,1.374099,1.561456,0.2459358,0.4193272,0.1733914
12,-0.08880968,0.17309426,"('unsupportive', 'supportive')",0.270307,0.52973986,-1.9675608,-1.9229677,-0.5953545,-0.4067112,0.1886433
13,-0.7726654,-0.6475074,"('impolite', 'polite')",-0.5759575,-0.36838388,-0.9167841,-0.85270727,-0.7551356,-0.6228662,0.1322694
14,-0.83423114,-0.6069555,"('antisocial', 'social')",-0.07493961,0.0046095997,-0.8533667,-0.8622572,-0.5875125,-0.4882011,0.0993114
15,0.32956472,0.15276693,"('boring', 'funny')",0.34711576,0.22471058,0.23283356,0.20618136,0.3031713,0.194553,-0.1086183
16,-0.3657571,-0.4093506,"('unpopular', 'popular')",-0.06573549,-0.023700226,0.54298013,0.5007221,0.0371625,0.0225571,-0.0146054
17,-0.573472,-0.4888786,"('nasty', 'nice')",0.053091787,0.16216013,-0.62221646,-0.5713591,-0.3808656,-0.2993592,0.0815064
18,0.042296574,0.2010386,"('disagreeable', 'welcoming')",-0.6499203,-0.58660376,-0.5112921,-0.5557497,-0.3729719,-0.3137716,0.0592003
