,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.47109288,0.42586866,"('unsociable', 'sociable')",0.4710929,0.4258687,-0.0452242
1,0.69605535,0.65497136,"('unfriendly', 'friendly')",0.6960554,0.6549714,-0.041084
2,0.52693415,0.6483595,"('unlikable', 'likable')",0.5269341,0.6483595,0.1214254
3,1.0224783,1.1313919,"('repellent', 'pleasant')",1.0224783,1.1313919,0.1089136
4,-7.110019,-7.0083675,"('disliked', 'liked')",-7.1100192,-7.0083675,0.1016517
5,-0.6364627,-0.5774908,"('distant', 'outgoing')",-0.6364627,-0.5774908,0.0589719
6,-0.3604245,-0.3511535,"('distant', 'open')",-0.3604245,-0.3511535,0.009271
7,1.418131,1.3990004,"('insensitive', 'sensitive')",1.418131,1.3990004,-0.0191306
8,0.7940609,0.68326324,"('unaffectionate', 'affectionate')",0.7940609,0.6832632,-0.1107977
9,1.0496573,1.0377301,"('unaffectionate', 'caring')",1.0496573,1.0377301,-0.0119272
10,1.9193853,1.7486883,"('unsympathetic', 'sympathetic')",1.9193853,1.7486883,-0.170697
11,1.948199,1.9495201,"('unhelpful', 'helpful')",1.948199,1.9495201,0.0013211
12,-1.0953844,-1.0436292,"('unsupportive', 'supportive')",-1.0953844,-1.0436292,0.0517552
13,0.25544283,0.31213808,"('impolite', 'polite')",0.2554428,0.3121381,0.0566953
14,0.5078061,0.49251342,"('antisocial', 'social')",0.5078061,0.4925134,-0.0152927
15,0.26537985,0.20217869,"('boring', 'funny')",0.2653798,0.2021787,-0.0632011
16,-0.68687403,-0.5619757,"('unpopular', 'popular')",-0.686874,-0.5619757,0.1248983
17,0.29971218,0.22394717,"('nasty', 'nice')",0.2997122,0.2239472,-0.075765
18,-0.435542,-0.40710366,"('disagreeable', 'welcoming')",-0.435542,-0.4071037,0.0284383
19,-0.49207884,-0.53000754,"('inhospitable', 'hospitable')",-0.4920788,-0.5300075,-0.0379287
20,0.80299836,0.6507557,"('rough', 'thoughtful')",0.8029984,0.6507557,-0.1522427
21,0.3566294,0.5165128,"('immoral', 'moral')",0.3566294,0.5165128,0.1598834
22,0.46897152,0.4428676,"('untrustworthy', 'trustworthy')",0.4689715,0.4428676,-0.0261039
