,maestro_male,maestro_female,tuple,average_male,average_female,female-male
0,-0.32160974,-0.18410522,"('unsociable', 'sociable')",-0.3216097,-0.1841052,0.1375045
1,1.219254,1.0507067,"('unfriendly', 'friendly')",1.219254,1.0507067,-0.1685473
2,-0.08278237,-0.008783912,"('unlikable', 'likable')",-0.0827824,-0.0087839,0.0739985
3,0.58884454,0.6794543,"('repellent', 'pleasant')",0.5888445,0.6794543,0.0906098
4,-6.6156235,-6.822949,"('disliked', 'liked')",-6.6156235,-6.8229489,-0.2073254
5,-0.2775397,-0.40879953,"('distant', 'outgoing')",-0.2775397,-0.4087995,-0.1312598
6,0.19640923,-0.016431034,"('distant', 'open')",0.1964092,-0.016431,-0.2128402
7,0.31102622,0.5503833,"('insensitive', 'sensitive')",0.3110262,0.5503833,0.2393571
8,1.2543585,1.0304682,"('unaffectionate', 'affectionate')",1.2543585,1.0304682,-0.2238903
9,1.2809166,1.1866932,"('unaffectionate', 'caring')",1.2809166,1.1866932,-0.0942234
10,0.51427615,0.76045305,"('unsympathetic', 'sympathetic')",0.5142761,0.760453,0.2461769
11,0.9018856,1.0409448,"('unhelpful', 'helpful')",0.9018856,1.0409448,0.1390592
12,-1.9854621,-1.920258,"('unsupportive', 'supportive')",-1.9854621,-1.920258,0.0652041
13,-0.6388551,-0.42325428,"('impolite', 'polite')",-0.6388551,-0.4232543,0.2156008
14,-0.12101079,0.077181116,"('antisocial', 'social')",-0.1210108,0.0771811,0.1981919
15,-0.017478755,-0.11632156,"('boring', 'funny')",-0.0174788,-0.1163216,-0.0988428
16,-0.43145272,-0.562358,"('unpopular', 'popular')",-0.4314527,-0.562358,-0.1309053
17,0.09550054,0.051697012,"('nasty', 'nice')",0.0955005,0.051697,-0.0438035
18,-0.088148035,-0.18607691,"('disagreeable', 'welcoming')",-0.088148,-0.1860769,-0.0979289
19,-0.60941756,-0.78569746,"('inhospitable', 'hospitable')",-0.6094176,-0.7856975,-0.1762799
20,0.8387072,0.8575585,"('rough', 'thoughtful')",0.8387072,0.8575585,0.0188513
21,-0.8052081,-0.52315366,"('immoral', 'moral')",-0.8052081,-0.5231537,0.2820544
22,-0.63294536,-0.496364,"('untrustworthy', 'trustworthy')",-0.6329454,-0.496364,0.1365814
23,5.71315,5.733936,"('insincere', 'sincere')",5.71315,5.7339358,0.0207858
24,1.1802442,1.1098893,"('dishonest', 'honest')",1.1802442,1.1098893,-0.0703549
25,1.0177773,0.83168346,"('egoistic', 'altruistic')",1.0177773,0.8316835,-0.1860938
