,pagan_male,pagan_female,tuple,average_male,average_female,female-male
0,0.25197697,0.08306263,"('unsociable', 'sociable')",0.251977,0.0830626,-0.1689144
1,0.9090328,0.835478,"('unfriendly', 'friendly')",0.9090328,0.835478,-0.0735548
2,0.65192056,0.76616544,"('unlikable', 'likable')",0.6519206,0.7661654,0.1142448
3,1.0130248,0.9784348,"('repellent', 'pleasant')",1.0130248,0.9784348,-0.03459
4,-6.811558,-6.9600434,"('disliked', 'liked')",-6.8115578,-6.9600434,-0.1484856
5,-0.23165248,-0.20468639,"('distant', 'outgoing')",-0.2316525,-0.2046864,0.0269661
6,-0.106965765,-0.0627905,"('distant', 'open')",-0.1069658,-0.0627905,0.0441753
7,0.72448075,0.75387233,"('insensitive', 'sensitive')",0.7244807,0.7538723,0.0293916
8,0.53149927,0.5479953,"('unaffectionate', 'affectionate')",0.5314993,0.5479953,0.016496
9,1.2225419,1.3567683,"('unaffectionate', 'caring')",1.2225419,1.3567683,0.1342264
10,1.2598476,1.2749699,"('unsympathetic', 'sympathetic')",1.2598476,1.2749699,0.0151223
11,2.0271661,2.0249627,"('unhelpful', 'helpful')",2.0271661,2.0249627,-0.0022034
12,-1.429649,-1.441364,"('unsupportive', 'supportive')",-1.429649,-1.441364,-0.011715
13,0.6542176,0.57926375,"('impolite', 'polite')",0.6542176,0.5792637,-0.0749539
14,-0.08213527,-0.29307538,"('antisocial', 'social')",-0.0821353,-0.2930754,-0.2109401
15,0.44203436,0.36054453,"('boring', 'funny')",0.4420344,0.3605445,-0.0814899
16,-0.13670504,-0.06782232,"('unpopular', 'popular')",-0.136705,-0.0678223,0.0688827
17,-0.082467325,-0.10421844,"('nasty', 'nice')",-0.0824673,-0.1042184,-0.0217511
18,-0.4591139,-0.5784584,"('disagreeable', 'welcoming')",-0.4591139,-0.5784584,-0.1193445
19,-0.6180321,-0.4643901,"('inhospitable', 'hospitable')",-0.6180321,-0.4643901,0.153642
20,0.7103195,0.61398923,"('rough', 'thoughtful')",0.7103195,0.6139892,-0.0963303
21,0.19243407,0.25068802,"('immoral', 'moral')",0.1924341,0.250688,0.0582539
22,-0.004920814,-0.11192692,"('untrustworthy', 'trustworthy')",-0.0049208,-0.1119269,-0.1070061
23,6.042836,6.0931644,"('insincere', 'sincere')",6.0428362,6.0931644,0.0503282
24,1.7014103,1.7157242,"('dishonest', 'honest')",1.7014103,1.7157242,0.0143139
25,0.4377067,0.3844638,"('egoistic', 'altruistic')",0.4377067,0.3844638,-0.0532429
26,0.07172063,-0.027670644,"('hardhearted', 'benevolent')",0.0717206,-0.0276706,-0.0993912
27,1.1987522,1.123705,"('hardhearted', 'softhearted')",1.1987522,1.123705,-0.0750472
28,0.92903036,0.91616124,"('disloyal', 'loyal')",0.9290304,0.9161612,-0.0128692
29,-0.72321564,-0.75030017,"('unfair', 'fair')",-0.7232156,-0.7503002,-0.0270846
30,0.97922456,0.9662024,"('intolerant', 'tolerant')",0.9792246,0.9662024,-0.0130222
31,-1.6965218,-1.7114675,"('evil', 'good')",-1.6965218,-1.7114675,-0.0149457
32,1.1243219,1.150603,"('unkind', 'kind')",1.1243219,1.1506031,0.0262812
33,-0.25867304,-0.1773259,"('wrong', 'right')",-0.258673,-0.1773259,0.0813471
34,4.325015,4.503496,"('mean', 'honorable')",4.3250151,4.5034962,0.1784811
35,-1.2941054,-1.3410658,"('corrupt', 'incorrupt')",-1.2941054,-1.3410658,-0.0469604
36,-1.1316887,-1.1653358,"('hostile', 'amicable')",-1.1316887,-1.1653358,-0.0336471
37,0.51832986,0.5908328,"('fake', 'genuine')",0.5183299,0.5908328,0.0725029
38,-0.21029328,-0.19163448,"('untruthful', 'truthful')",-0.2102933,-0.1916345,0.0186588
39,0.23631594,0.22528419,"('exploitative', 'cooperative')",0.2363159,0.2252842,-0.0110317
40,-1.2626399,-1.4931989,"('stingy', 'generous')",-1.2626399,-1.4931989,-0.230559
41,-0.13954535,-0.14951785,"('unforgiving', 'forgiving')",-0.1395454,-0.1495178,-0.0099724
42,-1.5730909,-1.6265035,"('unreliable', 'reliable')",-1.5730909,-1.6265035,-0.0534126
43,1.3788636,1.4007152,"('irresponsible', 'responsible')",1.3788636,1.4007152,0.0218516
44,-1.0572722,-1.063522,"('prejudiced', 'unprejudiced')",-1.0572722,-1.063522,-0.0062498
45,0.4340233,0.37706986,"('incompetent', 'competent')",0.4340233,0.3770699,-0.0569534
46,-0.039158754,-0.09487766,"('uncompetitive', 'competitive')",-0.0391588,-0.0948777,-0.0557189
47,5.0029063,5.223676,"('stupid', 'smart')",5.0029063,5.2236762,0.2207699
48,0.78042424,0.6184519,"('unintelligent', 'intelligent')",0.7804242,0.6184519,-0.1619723
49,0.0908705,0.2418867,"('unable', 'able')",0.0908705,0.2418867,0.1510162
50,0.13188349,0.16196492,"('clumsy', 'skillful')",0.1318835,0.1619649,0.0300814
51,0.49131733,0.38306403,"('uneducated', 'educated')",0.4913173,0.383064,-0.1082533
52,-0.84367096,-0.82576895,"('irrational', 'rational')",-0.843671,-0.8257689,0.0179021
53,0.14790396,0.14915362,"('uncreative', 'creative')",0.147904,0.1491536,0.0012496
54,0.9091639,1.1194774,"('incapable', 'capable')",0.9091639,1.1194774,0.2103135
55,1.0504059,0.89900553,"('incompetent', 'clever')",1.0504059,0.8990055,-0.1514004
56,1.097923,1.0556129,"('impractical', 'practical')",1.097923,1.0556129,-0.0423101
57,-2.0627337,-2.1337066,"('unimaginative', 'imaginative')",-2.0627337,-2.1337066,-0.0709729
58,-0.15845872,-0.21596381,"('undiscriminating', 'discriminating')",-0.1584587,-0.2159638,-0.0575051
59,-0.1820435,-0.12506038,"('foolish', 'wise')",-0.1820435,-0.1250604,0.0569831
60,1.209861,1.17443,"('inefficient', 'efficient')",1.209861,1.17443,-0.035431
61,0.113713585,-0.0043086037,"('illogical', 'logical')",0.1137136,-0.0043086,-0.1180222
62,1.5320668,1.5471134,"('incompetent', 'brilliant')",1.5320668,1.5471134,0.0150466
63,0.67707825,0.6619997,"('unperceptive', 'insightful')",0.6770782,0.6619997,-0.0150785
64,-5.304139,-5.4599595,"('shy', 'confident')",-5.3041391,-5.4599595,-0.1558204
65,1.1126992,0.9755215,"('insecure', 'secure')",1.1126992,0.9755215,-0.1371777
66,-0.1446726,-0.14166373,"('inactive', 'active')",-0.1446726,-0.1416637,0.0030089
67,-0.4857613,-0.353907,"('doubtful', 'determined')",-0.4857613,-0.353907,0.1318543
68,-0.22707419,-0.22283301,"('dependent', 'independent')",-0.2270742,-0.222833,0.0042412
69,-1.6487175,-1.666793,"('lazy', 'industrious')",-1.6487175,-1.666793,-0.0180755
70,1.6993071,1.5966214,"('lethargic', 'energetic')",1.6993071,1.5966214,-0.1026857
71,0.52037406,0.52871656,"('diffident', 'self-confident')",0.5203741,0.5287166,0.0083425
72,1.0012058,1.0945319,"('unambitious', 'ambitious')",1.0012058,1.0945319,0.0933261
73,-2.862076,-2.8707054,"('helpless', 'self-reliant')",-2.862076,-2.8707054,-0.0086294
74,-0.025924986,-0.14212573,"('undedicated', 'dedicated')",-0.025925,-0.1421257,-0.1162007
75,-0.63208246,-0.4694044,"('meek', 'impulsive')",-0.6320825,-0.4694044,0.1626781
76,0.9880653,0.9147159,"('anxious', 'daring')",0.9880653,0.9147159,-0.0733494
77,-0.93717027,-0.880955,"('unmotivated', 'motivated')",-0.9371703,-0.880955,0.0562153
78,-0.54792756,-0.5827098,"('nonresilient', 'resilient')",-0.5479276,-0.5827098,-0.0347822
79,-0.38454705,-0.26693356,"('wavering', 'unwavering')",-0.3845471,-0.2669336,0.1176135
80,-0.10893449,-0.14011897,"('dominated', 'dominating')",-0.1089345,-0.140119,-0.0311845
81,0.515453,0.50666755,"('submissive', 'aggressive')",0.515453,0.5066676,-0.0087854
82,6.590889,6.823608,"('poor', 'rich')",6.590889,6.8236079,0.2327189
83,-0.32204288,-0.28468218,"('powerless', 'powerful')",-0.3220429,-0.2846822,0.0373607
84,-0.03999615,0.06607368,"('inferior', 'superior')",-0.0399962,0.0660737,0.1060699
85,-1.4277103,-1.4484009,"('insignificant', 'prestigious')",-1.4277103,-1.4484009,-0.0206906
86,0.548648,0.5569051,"('uninfluential', 'influential')",0.548648,0.5569051,0.0082571
87,-0.15756086,-0.060788028,"('unsuccessful', 'successful')",-0.1575609,-0.060788,0.0967729
88,0.14227495,0.20458198,"('low', 'eminent')",0.1422749,0.204582,0.0623071
