,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.07609735,-0.1391033,"('unsociable', 'sociable')",-0.51480645,-0.63841766,-0.47504485,-0.6659824,-0.3045847,-0.4811678,-0.1765831
1,2.0197287,2.0645585,"('unfriendly', 'friendly')",0.3504262,0.21573986,1.5109746,1.4476123,1.2937098,1.2426369,-0.0510729
2,0.62844366,0.66050035,"('unlikable', 'likable')",0.20473516,0.24248591,0.8323047,0.94625145,0.5551612,0.6164126,0.0612514
3,-1.14024,-1.070445,"('repellent', 'pleasant')",-0.012820902,0.10896969,0.08680136,0.14004889,-0.3554198,-0.2738088,0.081611
4,0.5870097,0.61800885,"('disliked', 'liked')",-0.41472927,-0.49443197,-5.9071846,-6.0897436,-1.9116348,-1.9887222,-0.0770874
5,0.8677057,1.01986,"('distant', 'outgoing')",-0.6108272,-0.49925813,-0.5474518,-0.36124015,-0.0968578,0.0531206,0.1499784
6,0.7836631,0.9484103,"('distant', 'open')",-0.767163,-0.6858746,0.24127026,0.41102877,0.0859235,0.2245215,0.138598
7,-0.4256089,-0.5062092,"('insensitive', 'sensitive')",0.0034260266,0.112290815,0.09400658,0.11173922,-0.1093921,-0.0940597,0.0153324
8,2.0108209,1.9981776,"('unaffectionate', 'affectionate')",0.5134295,0.4661902,0.5561483,0.6020635,1.0267996,1.0221438,-0.0046558
9,1.9726357,2.0176141,"('unaffectionate', 'caring')",0.5863663,0.5535356,1.0674517,1.1225582,1.2088179,1.231236,0.0224181
10,-1.0065212,-1.2013123,"('unsympathetic', 'sympathetic')",-0.747381,-0.70202786,-0.41173023,-0.55570364,-0.7218775,-0.8196812,-0.0978037
11,0.36792946,0.3528105,"('unhelpful', 'helpful')",1.0067008,1.0874287,2.170344,2.1377683,1.1816581,1.1926692,0.0110111
12,0.8876412,0.9722416,"('unsupportive', 'supportive')",0.40470093,0.60632473,-2.0265949,-1.9406798,-0.2447509,-0.1207045,0.1240464
13,-1.0881022,-1.2639564,"('impolite', 'polite')",-1.176161,-1.1676685,-0.643367,-0.71621627,-0.9692101,-1.0492804,-0.0800703
14,-0.06343332,-0.2009635,"('antisocial', 'social')",0.5028201,0.5121423,-0.84578127,-0.93083644,-0.1354648,-0.2065525,-0.0710877
15,1.2185237,1.1057798,"('boring', 'funny')",-0.12399012,-0.1835055,0.528698,0.46681342,0.5410772,0.4630292,-0.078048
16,-0.14180818,-0.104711495,"('unpopular', 'popular')",0.19808775,0.18534353,0.5852772,0.5945907,0.2138522,0.2250743,0.0112221
17,-0.43468395,-0.34767094,"('nasty', 'nice')",-0.52649593,-0.4336881,-0.6530637,-0.57296544,-0.5380812,-0.4514415,0.0866397
18,0.13019092,0.20352319,"('disagreeable', 'welcoming')",-0.040050678,0.025448173,-0.4581508,-0.37906715,-0.1226702,-0.0500319,0.0726383
19,0.630794,0.74621165,"('inhospitable', 'hospitable')",-0.5337421,-0.53430206,-0.29005086,-0.1036527,-0.064333,0.0360856,0.1004186
20,0.4151842,0.42284244,"('rough', 'thoughtful')",0.8848347,0.9822143,0.9180755,0.8801106,0.7393648,0.7617224,0.0223576
21,-0.4367304,-0.62939715,"('immoral', 'moral')",0.113556296,0.091150805,-0.8383707,-0.9379986,-0.3871816,-0.4920816,-0.1049
22,-0.99011284,-1.1396366,"('untrustworthy', 'trustworthy')",-0.75061613,-0.83610797,-1.071632,-1.1655644,-0.9374537,-1.047103,-0.1096493
23,-0.30683017,-0.4012815,"('insincere', 'sincere')",-0.29842418,-0.30833894,5.2781825,5.220232,1.5576428,1.5035372,-0.0541056
24,-0.28213218,-0.35619318,"('dishonest', 'honest')",-1.5734332,-1.6007656,0.64099574,0.6028909,-0.4048565,-0.4513559,-0.0464994
