,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.74445236,-0.9514959,"('unsociable', 'sociable')",0.3047702,0.17365536,0.67093974,0.4843486,-0.40232027,-0.5258783,-0.0427657,-0.2048426,-0.1620769
1,-1.8506122,-1.8689586,"('unfriendly', 'friendly')",-1.0715339,-1.1345874,-0.7029444,-0.72013426,1.4686892,1.3118422,-0.5391003,-0.6029595,-0.0638592
2,0.48930293,0.47744688,"('unlikable', 'likable')",1.1814934,1.1440847,1.4018302,1.4643421,0.51602286,0.5575426,0.8971624,0.910854,0.0136916
3,-0.87630236,-0.775372,"('repellent', 'pleasant')",0.2731803,0.3706328,1.519357,1.5956036,0.30755186,0.4844107,0.3059467,0.4188188,0.1128721
4,0.57812417,0.6035859,"('disliked', 'liked')",-0.22232744,-0.25809222,-1.5767982,-1.6110927,-5.956929,-5.988447,-1.7944827,-1.8135116,-0.0190289
5,0.05899327,0.20675303,"('distant', 'outgoing')",-0.47277814,-0.41441366,-2.2995849,-2.2286856,-0.018450374,-0.008010838,-0.682955,-0.6110893,0.0718657
6,-0.627741,-0.49032646,"('distant', 'open')",-0.7319461,-0.66988426,-2.4150546,-2.326724,0.33462027,0.34303847,-0.8600304,-0.785974,0.0740564
7,-0.34715056,-0.34071773,"('insensitive', 'sensitive')",0.2975636,0.29976872,1.7057998,1.765018,0.782952,0.84852904,0.6097912,0.6431495,0.0333583
8,-1.9017693,-1.9006691,"('unaffectionate', 'affectionate')",-1.618655,-1.6912014,-3.1013718,-3.0616548,0.10014364,-0.034877963,-1.6304132,-1.6721008,-0.0416876
9,-1.4548681,-1.4589981,"('unaffectionate', 'caring')",-0.553422,-0.59806204,-0.84120446,-0.8461406,1.0721993,1.0129853,-0.4443238,-0.4725539,-0.0282301
10,-1.1043757,-1.2024041,"('unsympathetic', 'sympathetic')",-0.10158236,-0.08154048,1.5278094,1.5291271,-0.21843374,-0.22302467,0.0258544,0.0055395,-0.0203149
11,0.40229502,0.34355435,"('unhelpful', 'helpful')",1.1151258,1.0918179,1.1790512,1.158809,2.022256,2.0627277,1.179682,1.1642272,-0.0154548
12,0.15525797,0.24297908,"('unsupportive', 'supportive')",0.5523287,0.64837074,0.22804013,0.29037043,-1.5816592,-1.528081,-0.1615081,-0.0865902,0.0749179
13,0.60450315,0.49190712,"('impolite', 'polite')",1.9352075,1.9175552,2.1220949,2.0718849,0.11314541,0.1106115,1.1937376,1.1479896,-0.045748
14,0.19049293,0.13360114,"('antisocial', 'social')",1.316429,1.3007221,1.3766295,1.3632642,-0.53604466,-0.4687911,0.5868767,0.5821991,-0.0046776
15,0.06369402,-0.014348257,"('boring', 'funny')",-0.2040107,-0.29026502,0.039182797,-0.013355009,0.80456823,0.7702517,0.1758586,0.1130708,-0.0627878
16,-0.7255564,-0.7344255,"('unpopular', 'popular')",-0.015491828,-0.023632031,-0.9013124,-0.9343467,0.74994713,0.7424537,-0.2231034,-0.2374876,-0.0143842
17,0.33109194,0.39123225,"('nasty', 'nice')",-1.412918,-1.4148583,-0.70656455,-0.6812182,-0.2229694,-0.14897762,-0.50284,-0.4634555,0.0393845
18,-0.6601652,-0.61378795,"('disagreeable', 'welcoming')",0.9647304,0.9694301,0.12402043,0.14931244,-0.07085265,-0.1059482,0.0894332,0.0997516,0.0103184
19,-0.7170226,-0.67479277,"('inhospitable', 'hospitable')",-1.0275171,-1.1184722,-1.1447766,-1.0929915,-0.30070707,-0.3275401,-0.7975059,-0.8034492,-0.0059433
20,-0.12873688,-0.10655424,"('rough', 'thoughtful')",-0.066643745,-0.05582864,0.027732097,0.07173627,0.76103854,0.8011897,0.1483475,0.1776358,0.0292883
21,0.15185039,0.10005496,"('immoral', 'moral')",0.9842415,1.0050019,1.7511959,1.7425923,-0.23468438,-0.22644345,0.6631508,0.6553014,-0.0078494
22,0.2964473,0.23185882,"('untrustworthy', 'trustworthy')",0.44443098,0.46648964,1.3943701,1.3862711,-1.0038068,-0.9467011,0.2828604,0.2844796,0.0016192
23,-0.6168168,-0.6738028,"('insincere', 'sincere')",0.33933866,0.29697216,2.5078163,2.4533992,5.922462,5.9343886,2.0381999,2.0027394,-0.0354605
24,-0.282062,-0.33282074,"('dishonest', 'honest')",0.14971025,0.16518345,0.5948115,0.63022864,1.0832095,1.082505,0.3864173,0.3862741,-0.0001432
25,-0.80312425,-0.7774643,"('egoistic', 'altruistic')",-0.2941007,-0.31582314,-1.1193206,-1.0925366,0.9019027,0.8775778,-0.3286607,-0.3270615,0.0015992
26,0.050046936,0.013092952,"('hardhearted', 'benevolent')",0.6283634,0.5614624,0.5600156,0.5467352,1.266614,1.1493933,0.62626,0.5676709,-0.0585891
27,-0.6261386,-0.49418032,"('hardhearted', 'softhearted')",-1.2409514,-1.1964409,0.27957037,0.35271296,1.3080074,1.3045752,-0.0698781,-0.0083333,0.0615448
28,-1.0863081,-1.2101041,"('disloyal', 'loyal')",-0.4898036,-0.5812545,0.35365352,0.29173714,0.8514953,0.71399575,-0.0927407,-0.1964064,-0.1036657
29,-0.40823,-0.36811385,"('unfair', 'fair')",-0.9892454,-1.0357611,-0.46471366,-0.48124787,-0.55685955,-0.6807573,-0.6047622,-0.6414701,-0.0367079
30,0.8461159,0.7836129,"('intolerant', 'tolerant')",0.70714575,0.6300227,2.1682944,2.1107862,1.8798922,1.8471177,1.4003621,1.3428848,-0.0574773
