,image_male,image_female,tuple,average_male,average_female,female-male
0,0.40636685,0.38129064,"('unsociable', 'sociable')",0.4063669,0.3812906,-0.0250763
1,0.97266054,0.94436985,"('unfriendly', 'friendly')",0.9726605,0.9443699,-0.0282906
2,0.070754886,0.1909596,"('unlikable', 'likable')",0.0707549,0.1909596,0.1202047
3,0.7930003,0.9634286,"('repellent', 'pleasant')",0.7930003,0.9634286,0.1704283
4,-7.292857,-7.44696,"('disliked', 'liked')",-7.2928572,-7.44696,-0.1541028
5,-0.71749175,-0.72910404,"('distant', 'outgoing')",-0.7174917,-0.729104,-0.0116123
6,-0.34900308,-0.42975605,"('distant', 'open')",-0.3490031,-0.429756,-0.0807529
7,1.5223917,1.5856162,"('insensitive', 'sensitive')",1.5223917,1.5856162,0.0632245
8,0.83689046,0.73394966,"('unaffectionate', 'affectionate')",0.8368905,0.7339497,-0.1029408
9,1.3599453,1.3652323,"('unaffectionate', 'caring')",1.3599453,1.3652323,0.005287
10,1.4425136,1.5511081,"('unsympathetic', 'sympathetic')",1.4425136,1.5511081,0.1085945
11,1.902967,2.0778506,"('unhelpful', 'helpful')",1.902967,2.0778506,0.1748836
12,-1.3086686,-1.2695001,"('unsupportive', 'supportive')",-1.3086686,-1.2695001,0.0391685
13,0.2912332,0.45194796,"('impolite', 'polite')",0.2912332,0.451948,0.1607148
14,0.42185086,0.38706642,"('antisocial', 'social')",0.4218509,0.3870664,-0.0347845
15,0.5619028,0.46728238,"('boring', 'funny')",0.5619028,0.4672824,-0.0946204
16,-0.72399175,-0.67913616,"('unpopular', 'popular')",-0.7239918,-0.6791362,0.0448556
17,-0.17289202,-0.12933807,"('nasty', 'nice')",-0.172892,-0.1293381,0.0435539
18,-0.46486977,-0.4395836,"('disagreeable', 'welcoming')",-0.4648698,-0.4395836,0.0252862
19,-0.77321506,-0.69032973,"('inhospitable', 'hospitable')",-0.7732151,-0.6903297,0.0828854
20,0.6629647,0.5709124,"('rough', 'thoughtful')",0.6629647,0.5709124,-0.0920523
21,0.22599941,0.4925909,"('immoral', 'moral')",0.2259994,0.4925909,0.2665915
22,-0.17155595,-0.15011023,"('untrustworthy', 'trustworthy')",-0.171556,-0.1501102,0.0214458
23,6.4419756,6.6890926,"('insincere', 'sincere')",6.4419756,6.6890926,0.247117
24,1.7952492,1.7892334,"('dishonest', 'honest')",1.7952492,1.7892334,-0.0060158
25,0.5100389,0.49343985,"('egoistic', 'altruistic')",0.5100389,0.4934399,-0.016599
26,1.3183681,1.0689574,"('hardhearted', 'benevolent')",1.3183681,1.0689574,-0.2494107
27,1.8761162,1.7143521,"('hardhearted', 'softhearted')",1.8761162,1.7143521,-0.1617641
28,1.2839862,1.1155974,"('disloyal', 'loyal')",1.2839862,1.1155974,-0.1683888
29,-0.65244335,-0.8469893,"('unfair', 'fair')",-0.6524433,-0.8469893,-0.194546
30,1.0677669,1.1924012,"('intolerant', 'tolerant')",1.0677669,1.1924012,0.1246343
31,-1.5466734,-1.7076154,"('evil', 'good')",-1.5466734,-1.7076154,-0.160942
32,1.4237565,1.3683938,"('unkind', 'kind')",1.4237565,1.3683938,-0.0553627
