,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.96138525,-1.0934112,"('unsociable', 'sociable')",0.0098995175,-0.1318617,-0.9353531,-1.1263895,-0.6289463,-0.7838875,-0.1549412
1,0.105119236,-0.17596288,"('unfriendly', 'friendly')",0.89305,0.60353696,2.2921689,2.1156788,1.0967793,0.847751,-0.2490283
2,0.4653933,0.55672896,"('unlikable', 'likable')",0.67561394,0.77167606,0.4296001,0.5699173,0.5235358,0.6327741,0.1092383
3,-0.310043,-0.28555956,"('repellent', 'pleasant')",0.42027906,0.5410924,0.13978896,0.14317863,0.0833417,0.1329038,0.0495621
4,-0.26140597,-0.3208318,"('disliked', 'liked')",-0.972232,-1.0495543,-6.271398,-6.435706,-2.5016786,-2.6020308,-0.1003522
5,0.16388425,0.14277785,"('distant', 'outgoing')",-0.6518199,-0.6831674,0.21904063,0.26175916,-0.0896317,-0.0928768,-0.0032451
6,-0.089788556,-0.112511426,"('distant', 'open')",-1.0488927,-1.126478,0.79862744,0.84255,-0.1133513,-0.1321465,-0.0187952
7,-0.25406918,-0.31003055,"('insensitive', 'sensitive')",-0.16195196,-0.1395504,0.45363748,0.41789126,0.0125388,-0.0105632,-0.023102
8,-0.08086954,-0.16420826,"('unaffectionate', 'affectionate')",-0.34914163,-0.39770713,1.1698809,1.0638019,0.2466232,0.1672955,-0.0793277
9,-0.30358633,-0.393368,"('unaffectionate', 'caring')",0.02180142,-0.068745635,1.3976696,1.3236339,0.3719616,0.2871734,-0.0847882
10,-1.5758356,-1.6530688,"('unsympathetic', 'sympathetic')",-1.3726181,-1.3626417,-1.1297009,-1.1985971,-1.3593849,-1.4047691,-0.0453842
11,-0.76476157,-0.6995331,"('unhelpful', 'helpful')",0.37702075,0.4193705,1.0631807,1.1698655,0.2251466,0.2965676,0.071421
12,-0.46870333,-0.43600005,"('unsupportive', 'supportive')",-0.12761113,-0.018752797,-2.0153925,-2.0690424,-0.870569,-0.8412651,0.0293039
13,-1.0930192,-1.1112291,"('impolite', 'polite')",-0.35754028,-0.3345219,-0.7053536,-0.6969377,-0.7186377,-0.7142296,0.0044081
14,-0.04232966,-0.042822868,"('antisocial', 'social')",0.17295533,0.21343918,-1.0455792,-1.131018,-0.3049845,-0.3201339,-0.0151494
15,0.03743519,0.014730014,"('boring', 'funny')",-0.7456115,-0.8237695,0.7869757,0.74578863,0.0262665,-0.0210836,-0.0473501
16,-0.42478815,-0.36263117,"('unpopular', 'popular')",-0.61320364,-0.55144256,0.6731777,0.74631655,-0.1216047,-0.0559191,0.0656856
17,-0.12002538,-0.10370932,"('nasty', 'nice')",-0.24059491,-0.17512599,-0.38380927,-0.32845747,-0.2481432,-0.2024309,0.0457123
18,0.06973386,-0.017995656,"('disagreeable', 'welcoming')",0.031784117,0.08718482,-0.2929814,-0.31874362,-0.0638211,-0.0831848,-0.0193637
19,-0.61787677,-0.64000565,"('inhospitable', 'hospitable')",-0.75163186,-0.8123158,0.5398993,0.65815014,-0.2765364,-0.2647238,0.0118126
20,0.32745898,0.25761992,"('rough', 'thoughtful')",0.46942413,0.5342277,1.1400311,1.0465188,0.6456381,0.6127888,-0.0328493
21,-0.4512569,-0.4936982,"('immoral', 'moral')",0.37622094,0.30502552,-1.3185039,-1.3227555,-0.4645133,-0.5038094,-0.0392961
22,-0.28066212,-0.3332904,"('untrustworthy', 'trustworthy')",0.27466512,0.13342409,-1.0260301,-1.1137469,-0.344009,-0.4378711,-0.0938621
23,-0.42071828,-0.49741304,"('insincere', 'sincere')",0.6139025,0.5888065,5.381906,5.368168,1.8583635,1.8198538,-0.0385097
24,-0.33302993,-0.31085116,"('dishonest', 'honest')",-1.3946795,-1.4486338,0.50472873,0.3995514,-0.4076602,-0.4533112,-0.045651
25,0.5411471,0.51761806,"('egoistic', 'altruistic')",1.0758783,1.075203,1.9841061,1.8866007,1.2003771,1.1598072,-0.0405699
26,0.46807104,0.344684,"('hardhearted', 'benevolent')",0.47332156,0.40017632,1.6370368,1.4917573,0.8594765,0.7455392,-0.1139373
27,-0.57513654,-0.61978924,"('hardhearted', 'softhearted')",0.10304154,0.11015408,1.8134488,1.6512321,0.4471179,0.3805323,-0.0665856
28,-0.63679487,-0.7909881,"('disloyal', 'loyal')",-0.27039558,-0.3711247,0.7619465,0.6079346,-0.0484146,-0.1847261,-0.1363115
29,0.03134291,-0.017662892,"('unfair', 'fair')",-0.22754873,-0.27409992,0.08149723,-0.10948822,-0.0382362,-0.1337503,-0.0955141
30,-0.45305878,-0.46927768,"('intolerant', 'tolerant')",0.9614527,0.9219014,0.6091612,0.5647143,0.3725184,0.3391127,-0.0334057
31,-0.23692982,-0.31028536,"('evil', 'good')",-0.21785635,-0.28746584,0.11156987,-0.024838023,-0.1144054,-0.2075297,-0.0931243
32,-0.5436145,-0.58452463,"('unkind', 'kind')",-0.58347964,-0.60670394,0.5650856,0.38191321,-0.1873362,-0.2697718,-0.0824356
