,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.94741005,-1.2327753,"('unsociable', 'sociable')",1.7057298,1.6202433,-0.1432722,-0.265109,0.2050159,0.0407863,-0.1642296
1,-1.6555372,-1.5170858,"('unfriendly', 'friendly')",0.13622135,0.00065878406,1.677609,1.4064144,0.0527643,-0.0366709,-0.0894352
2,0.59934187,0.5226198,"('unlikable', 'likable')",1.5405796,1.4914899,0.66507727,0.6512089,0.9349995,0.8884395,-0.04656
3,-0.62056607,-0.64635,"('repellent', 'pleasant')",-0.5660747,-0.35638842,0.18033564,0.30354363,-0.335435,-0.2330649,0.1023701
4,-0.14425896,-0.106810495,"('disliked', 'liked')",-0.45414147,-0.47195894,-6.0594726,-5.944865,-2.2192911,-2.174545,0.0447461
5,0.2533023,0.3766758,"('distant', 'outgoing')",0.108064935,0.057329558,0.1238516,0.052195642,0.1617396,0.162067,0.0003274
6,0.027434286,0.15524156,"('distant', 'open')",0.08066336,0.010037094,0.67442656,0.51327306,0.2608414,0.2261839,-0.0346575
7,-0.16980219,-0.27115393,"('insensitive', 'sensitive')",0.2124533,0.39415884,0.9472254,1.0035073,0.3299588,0.3755041,0.0455453
8,-0.20268665,-0.13651425,"('unaffectionate', 'affectionate')",-0.31004032,-0.44272265,0.69091755,0.49251682,0.0593969,-0.0289067,-0.0883036
9,-0.46072328,-0.44927442,"('unaffectionate', 'caring')",0.1802509,0.1573285,1.1935557,1.1407646,0.3043611,0.2829396,-0.0214215
10,-0.8373637,-1.1563996,"('unsympathetic', 'sympathetic')",0.12067503,0.21374077,-0.078149706,-0.03169781,-0.2649461,-0.3247856,-0.0598395
11,-0.219817,-0.26624265,"('unhelpful', 'helpful')",0.08552461,0.1958477,2.1067402,2.2268558,0.6574826,0.7188203,0.0613377
12,0.37139812,0.29860187,"('unsupportive', 'supportive')",0.86087483,0.9552157,-1.251861,-1.162337,-0.0065293,0.0304935,0.0370228
13,0.020874245,-0.25116715,"('impolite', 'polite')",2.0062633,1.9655495,0.2195204,0.23279533,0.7488859,0.6490592,-0.0998267
14,-0.05866733,-0.24413839,"('antisocial', 'social')",1.9674858,2.0741527,-0.26542175,-0.16996053,0.5477989,0.5533513,0.0055524
15,0.30211678,0.49476427,"('boring', 'funny')",0.6891912,0.53809273,0.32387054,0.27864522,0.4383928,0.4371674,-0.0012254
16,-0.2207271,-0.11380774,"('unpopular', 'popular')",-0.7262474,-0.74096453,0.599897,0.6211814,-0.1156925,-0.0778636,0.0378289
17,-1.0501713,-1.0076238,"('nasty', 'nice')",-0.64984477,-0.52858835,-0.3036806,-0.24625812,-0.6678989,-0.5941568,0.0737421
18,0.11077734,0.103044525,"('disagreeable', 'welcoming')",-0.11975406,-0.1865693,-0.45048964,-0.5539881,-0.1531555,-0.2125043,-0.0593488
19,-0.33931398,-0.22916329,"('inhospitable', 'hospitable')",-0.63416743,-0.6789521,0.033806216,-0.019144911,-0.3132251,-0.3090868,0.0041383
20,-0.8131551,-0.7663454,"('rough', 'thoughtful')",-0.30327755,-0.1379781,1.1223334,1.0981393,0.0019669,0.0646053,0.0626384
21,-0.42730653,-0.59921414,"('immoral', 'moral')",1.2890624,1.3445271,-0.4311682,-0.33216467,0.1435292,0.1377161,-0.0058131
22,0.2696509,0.19327666,"('untrustworthy', 'trustworthy')",0.41122463,0.44096982,-0.68796253,-0.6695619,-0.0023623,-0.0117718,-0.0094095
23,-0.38216713,-0.56152,"('insincere', 'sincere')",0.23978013,0.40032655,5.738275,5.6849394,1.865296,1.8412487,-0.0240473
24,0.41649896,0.27987805,"('dishonest', 'honest')",0.7668469,0.77106386,1.040281,1.015935,0.741209,0.688959,-0.05225
25,0.055909,0.25364754,"('egoistic', 'altruistic')",0.54114634,0.5123291,1.2943071,1.1457402,0.6304541,0.6372389,0.0067848
26,-0.40114233,-0.35864848,"('hardhearted', 'benevolent')",0.5492337,0.4593677,1.233721,1.0473888,0.4606041,0.3827027,-0.0779014
27,-0.9639818,-0.93589556,"('hardhearted', 'softhearted')",0.12293614,0.1545868,1.5017266,1.3395623,0.220227,0.1860845,-0.0341425
28,-0.42854798,-0.5188304,"('disloyal', 'loyal')",-0.19057181,-0.14337668,0.9125525,0.86064124,0.0978109,0.0661447,-0.0316662
29,0.28141382,0.2308254,"('unfair', 'fair')",-0.4335321,-0.40373006,-0.46098933,-0.6180993,-0.2043692,-0.263668,-0.0592988
30,-0.021019746,-0.15145409,"('intolerant', 'tolerant')",1.2725692,1.353952,1.3274821,1.3190093,0.8596772,0.8405024,-0.0191748
31,-0.31075642,-0.09648881,"('evil', 'good')",-1.4367474,-1.5171072,-0.89397687,-1.0835646,-0.8804936,-0.8990536,-0.01856
32,-0.08597393,-0.16182247,"('unkind', 'kind')",0.38733655,0.39031672,0.67908573,0.55661845,0.3268161,0.2617042,-0.0651119
33,0.014961649,0.021499012,"('wrong', 'right')",-0.23053163,-0.30800733,-0.4766258,-0.5309573,-0.2307319,-0.2724885,-0.0417566
34,0.10366207,0.24759138,"('mean', 'honorable')",0.3529964,0.39603794,6.1691346,6.12574,2.2085977,2.2564564,0.0478587
35,0.9544416,1.1423062,"('corrupt', 'incorrupt')",-1.6864804,-1.7757361,-0.39033514,-0.59057856,-0.3741246,-0.4080028,-0.0338782
36,-0.7348194,-0.53066355,"('hostile', 'amicable')",-1.4230418,-1.586776,-0.16370049,-0.44321272,-0.7738539,-0.8535508,-0.0796969
37,0.7623246,0.68875676,"('fake', 'genuine')",-0.13943467,-0.11134395,0.41451025,0.37599838,0.3458,0.3178037,-0.0279963
38,0.20309995,0.17278895,"('untruthful', 'truthful')",-0.3714633,-0.31533077,0.29958794,0.37319317,0.0437415,0.0768838,0.0331423
