,ross_male,ross_female,tuple,stores_male,stores_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0392922,0.88479257,"('unsociable', 'sociable')",1.4504614,1.6504407,-0.23107019,-0.37455603,0.7528945,0.7202257,-0.0326688
1,-0.15528631,-0.18781628,"('unfriendly', 'friendly')",0.068342395,0.005090125,1.9377922,1.7983708,0.6169494,0.5385482,-0.0784012
2,1.9138488,2.0167763,"('unlikable', 'likable')",0.53426903,0.6399791,0.4787843,0.59621346,0.975634,1.0843229,0.1086889
3,0.7094069,0.8066932,"('repellent', 'pleasant')",0.37855548,0.7527778,0.1599742,0.33035702,0.4159789,0.6299427,0.2139638
4,-0.7127374,-0.7635547,"('disliked', 'liked')",-0.33368254,-0.45779926,-6.512107,-6.5594635,-2.519509,-2.5936058,-0.0740968
5,-0.64843446,-0.64297885,"('distant', 'outgoing')",-0.58584523,-0.85422784,-0.14115866,-0.17131996,-0.4584794,-0.5561755,-0.0976961
6,-1.014082,-0.9573715,"('distant', 'open')",-0.7891333,-1.0099338,0.45748895,0.38864383,-0.4485754,-0.5262205,-0.0776451
7,1.2765437,1.2413614,"('insensitive', 'sensitive')",1.0495136,1.4826883,0.8978847,0.8531773,1.0746474,1.192409,0.1177616
8,0.054535434,0.04113183,"('unaffectionate', 'affectionate')",-0.33747792,-0.4449172,0.68860734,0.57585174,0.1352216,0.0573555,-0.0778661
9,1.1233033,1.1039923,"('unaffectionate', 'caring')",0.57714427,0.51112264,1.3387262,1.2995564,1.0130579,0.9715571,-0.0415008
10,1.9378688,1.9320581,"('unsympathetic', 'sympathetic')",1.2385379,1.7448024,0.15702824,0.12133567,1.111145,1.2660654,0.1549204
11,0.4903961,0.5100074,"('unhelpful', 'helpful')",0.5811449,0.8330747,2.1749308,2.2197392,1.0821573,1.1876071,0.1054498
12,1.7971357,1.8601214,"('unsupportive', 'supportive')",1.2579162,1.5861838,-1.6687101,-1.6837778,0.4621139,0.5875092,0.1253953
13,1.2394667,1.1672397,"('impolite', 'polite')",1.7696255,1.89923,0.17142898,0.06562629,1.0601737,1.044032,-0.0161417
14,1.2814808,1.2132795,"('antisocial', 'social')",1.1980708,1.4447255,-0.6038558,-0.63433725,0.6252319,0.6745559,0.049324
15,-0.229476,-0.32549262,"('boring', 'funny')",0.1567936,-0.018484792,0.32349575,0.2722634,0.0836044,-0.0239047,-0.1075091
16,-1.4700708,-1.3743817,"('unpopular', 'popular')",-0.8551173,-0.77092695,0.6960188,0.80733395,-0.5430564,-0.4459915,0.0970649
17,-0.10849281,-0.028273337,"('nasty', 'nice')",-0.46614337,-0.45003772,-0.22944543,-0.15052222,-0.2680272,-0.2096111,0.0584161
18,0.6010903,0.6074378,"('disagreeable', 'welcoming')",-0.71419346,-0.6540951,-0.53880215,-0.55962,-0.2173018,-0.2020924,0.0152094
19,-0.39054987,-0.3351644,"('inhospitable', 'hospitable')",-0.83037263,-0.9524134,0.046066724,0.09836902,-0.3916186,-0.3964029,-0.0047843
20,0.20834565,0.32051852,"('rough', 'thoughtful')",-0.3379779,-0.037049215,0.9341827,0.96303326,0.2681835,0.4155009,0.1473174
21,1.4959773,1.4878557,"('immoral', 'moral')",1.0070852,1.3514152,-0.4295107,-0.3755176,0.6911839,0.8212511,0.1300672
22,1.370764,1.3241782,"('untrustworthy', 'trustworthy')",0.63538927,0.84718853,-0.9259016,-0.93232703,0.3600839,0.4130132,0.0529293
23,1.401714,1.3786155,"('insincere', 'sincere')",0.9340515,1.2971505,6.3303676,6.328835,2.888711,3.0015335,0.1128225
24,1.9866503,1.9391333,"('dishonest', 'honest')",0.3522009,0.3821036,1.031367,0.9320518,1.1234061,1.0844296,-0.0389765
25,0.3016873,0.27856326,"('egoistic', 'altruistic')",-0.34484774,-0.40595138,1.1118227,1.0714699,0.3562208,0.3146939,-0.0415269
26,0.4563766,0.3537012,"('hardhearted', 'benevolent')",0.9581646,0.9282549,1.1320618,0.98412937,0.8488677,0.7553618,-0.0935059
27,1.2269593,1.2609874,"('hardhearted', 'softhearted')",0.9654512,1.1166157,1.7587671,1.6443604,1.3170592,1.3406545,0.0235953
28,0.8966686,0.7054941,"('disloyal', 'loyal')",0.38105106,0.42803377,0.97405523,0.79693407,0.7505917,0.6434873,-0.1071044
29,-0.22089463,-0.24988833,"('unfair', 'fair')",-0.5587548,-0.5930164,-0.6254743,-0.79138315,-0.4683746,-0.5447626,-0.076388
30,1.4318945,1.4529898,"('intolerant', 'tolerant')",1.4675871,1.6598438,1.2014687,1.144791,1.3669834,1.4192082,0.0522248
