,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.33827564,0.3650688,"('unsociable', 'sociable')",-0.14170042,-0.31249493,0.0982876,0.0262869,-0.0720007
1,-0.51700485,-0.5428697,"('unfriendly', 'friendly')",1.9429027,1.7975125,0.7129489,0.6273214,-0.0856275
2,0.74874336,0.7515818,"('unlikable', 'likable')",0.8264153,0.9243065,0.7875793,0.8379441,0.0503648
3,-0.6568564,-0.38276482,"('repellent', 'pleasant')",0.15986846,0.22938007,-0.248494,-0.0766924,0.1718016
4,-0.19652705,-0.17894241,"('disliked', 'liked')",-6.3269234,-6.3426013,-3.2617252,-3.2607718,0.0009534
5,-0.67839795,-0.71681786,"('distant', 'outgoing')",0.013649439,0.04563164,-0.3323742,-0.3355931,-0.0032189
6,-0.52392924,-0.5282536,"('distant', 'open')",0.30964,0.30941552,-0.1071446,-0.109419,-0.0022744
7,0.62997335,0.8245174,"('insensitive', 'sensitive')",0.5147933,0.5773278,0.5723833,0.7009226,0.1285393
8,-0.57155174,-0.6682295,"('unaffectionate', 'affectionate')",0.86800045,0.82775134,0.1482244,0.0797609,-0.0684635
9,0.3662879,0.40817532,"('unaffectionate', 'caring')",1.4834305,1.5412947,0.9248592,0.974735,0.0498758
10,0.37409878,0.587163,"('unsympathetic', 'sympathetic')",-0.21398593,-0.18969108,0.0800564,0.198736,0.1186796
11,1.2320431,1.3785577,"('unhelpful', 'helpful')",2.1164331,2.3006265,1.6742382,1.8395921,0.1653539
12,1.2827657,1.5078802,"('unsupportive', 'supportive')",-1.580143,-1.5181264,-0.1486886,-0.0051231,0.1435655
13,0.85616094,0.843336,"('impolite', 'polite')",-0.21267077,-0.18029645,0.3217451,0.3315198,0.0097747
14,0.48674953,0.564618,"('antisocial', 'social')",-0.56583756,-0.61374426,-0.039544,-0.0245631,0.0149809
15,0.14340004,-0.033371456,"('boring', 'funny')",0.3914447,0.33313048,0.2674224,0.1498795,-0.1175429
16,-0.42300567,-0.35701972,"('unpopular', 'popular')",0.57977057,0.5481699,0.0783824,0.0955751,0.0171927
17,-0.06259686,0.0061934814,"('nasty', 'nice')",-0.33395725,-0.28988484,-0.1982771,-0.1418457,0.0564314
18,-0.5881401,-0.55274296,"('disagreeable', 'welcoming')",-0.24061145,-0.28946623,-0.4143758,-0.4211046,-0.0067288
19,-1.3242686,-1.2939535,"('inhospitable', 'hospitable')",0.037577834,0.090458035,-0.6433454,-0.6017478,0.0415976
20,-0.28630275,-0.21674599,"('rough', 'thoughtful')",1.2223427,1.1587771,0.46802,0.4710156,0.0029956
21,0.6751541,0.80903643,"('immoral', 'moral')",-0.28932828,-0.24309044,0.1929129,0.282973,0.0900601
22,0.8601387,0.8781213,"('untrustworthy', 'trustworthy')",-0.7518206,-0.7921974,0.054159,0.042962,-0.011197
23,0.63019794,0.75286716,"('insincere', 'sincere')",5.991481,6.025098,3.3108394,3.3889825,0.0781431
24,0.58284,0.58768606,"('dishonest', 'honest')",1.0619221,1.0832405,0.822381,0.8354633,0.0130823
25,0.090623476,0.017971572,"('egoistic', 'altruistic')",1.4543935,1.3340406,0.7725085,0.6760061,-0.0965024
26,-0.17005846,-0.26312828,"('hardhearted', 'benevolent')",1.7587303,1.5967906,0.7943359,0.6668311,-0.1275048
27,0.20375113,0.24260406,"('hardhearted', 'softhearted')",1.6417191,1.5410206,0.9227351,0.8918123,-0.0309228
28,0.38242066,0.4516621,"('disloyal', 'loyal')",0.961278,0.92938626,0.6718494,0.6905242,0.0186748
29,-0.20662089,-0.19184563,"('unfair', 'fair')",-0.3791536,-0.53342366,-0.2928872,-0.3626347,-0.0697475
30,0.8612906,0.9047571,"('intolerant', 'tolerant')",1.4471583,1.431454,1.1542244,1.1681055,0.0138811
31,-0.8300196,-0.8649899,"('evil', 'good')",-1.035721,-1.1989493,-0.9328703,-1.0319695,-0.0990992
32,0.89597344,0.95178664,"('unkind', 'kind')",1.3071476,1.2442739,1.1015606,1.0980303,-0.0035303
33,0.6407135,0.5222271,"('wrong', 'right')",-0.2983315,-0.33100158,0.171191,0.0956128,-0.0755782
34,0.34867713,0.5501107,"('mean', 'honorable')",5.8506994,6.027957,3.0996883,3.2890339,0.1893456
35,-0.94374007,-1.1066531,"('corrupt', 'incorrupt')",-0.24791871,-0.42924905,-0.5958294,-0.7679511,-0.1721217
36,-1.4086895,-1.4631435,"('hostile', 'amicable')",-0.062741995,-0.2910259,-0.7357157,-0.8770847,-0.141369
37,-0.66762686,-0.5974439,"('fake', 'genuine')",0.31325057,0.3329424,-0.1771881,-0.1322507,0.0449374
38,1.0637119,1.1168613,"('untruthful', 'truthful')",0.27076054,0.41709736,0.6672362,0.7669793,0.0997431
39,1.1084696,1.1256877,"('exploitative', 'cooperative')",0.068467215,0.0911418,0.5884684,0.6084148,0.0199464
40,-0.17210895,-0.040480487,"('stingy', 'generous')",-1.6913968,-1.8166567,-0.9317529,-0.9285686,0.0031843
41,0.37142044,0.50014734,"('unforgiving', 'forgiving')",0.17880557,0.1158011,0.275113,0.3079742,0.0328612
42,1.646944,1.8143424,"('unreliable', 'reliable')",-2.8418968,-2.668318,-0.5974764,-0.4269878,0.1704886
43,0.8389898,0.9705719,"('irresponsible', 'responsible')",0.7291124,0.7853618,0.7840511,0.8779669,0.0939158
44,-0.033224568,-0.117517695,"('prejudiced', 'unprejudiced')",-1.4741724,-1.477065,-0.7536985,-0.7972913,-0.0435928
45,0.38541943,0.6691094,"('incompetent', 'competent')",0.10923168,0.12955467,0.2473256,0.399332,0.1520064
46,0.6372872,0.8940676,"('uncompetitive', 'competitive')",-0.68124914,-0.6696884,-0.021981,0.1121896,0.1341706
47,0.93977284,0.9492674,"('stupid', 'smart')",5.71343,5.860209,3.3266015,3.4047382,0.0781367
