,diamond_male,diamond_female,tuple,offshore_male,offshore_female,drilling_male,drilling_female,inc_male,inc_female,average_male,average_female,female-male
0,2.6701906,2.643172,"('unsociable', 'sociable')",0.033949584,0.0069362037,0.6286051,0.5126238,-0.11546847,-0.29102087,0.8043192,0.7179278,-0.0863914
1,-0.41719502,-0.37867197,"('unfriendly', 'friendly')",0.7186938,0.66902703,1.1371329,0.99977314,1.7069243,1.3950642,0.786389,0.6712981,-0.1150909
2,1.4720626,1.4452477,"('unlikable', 'likable')",1.4877259,1.4892011,1.293796,1.2950028,0.6110003,0.6324107,1.2161462,1.2154655,-0.0006807
3,1.6964626,1.847668,"('repellent', 'pleasant')",-0.72409266,-0.59937394,-0.049420614,-0.024746902,0.3603602,0.44289935,0.3208274,0.4166116,0.0957842
4,-1.9061173,-1.8084757,"('disliked', 'liked')",0.4160462,0.3257028,0.40838456,0.3689111,-6.318664,-6.2662687,-1.8500876,-1.8450327,0.0050549
5,-2.5577335,-2.4802513,"('distant', 'outgoing')",-0.60387105,-0.59794295,0.035591558,0.060739405,0.01708125,-0.05547096,-0.7772329,-0.7682314,0.0090015
6,-2.6216364,-2.5364127,"('distant', 'open')",-0.52412874,-0.55132496,-0.31336203,-0.30429792,0.45112342,0.33912614,-0.7520009,-0.7632273,-0.0112264
7,2.2842798,2.2225158,"('insensitive', 'sensitive')",0.3870101,0.5164741,1.0309092,1.0696372,0.63212854,0.5553079,1.0835819,1.0909837,0.0074018
8,-0.9230253,-0.97339815,"('unaffectionate', 'affectionate')",0.13166025,0.075373776,-0.5698872,-0.6073816,0.27034545,0.041221812,-0.2727267,-0.366046,-0.0933193
9,0.62484217,0.61379796,"('unaffectionate', 'caring')",0.30454043,0.3005471,1.1949239,1.1687493,0.98080647,0.81158304,0.7762783,0.7236694,-0.0526089
10,3.4584467,3.4015737,"('unsympathetic', 'sympathetic')",-0.48957813,-0.38827324,0.14547539,0.06871179,-0.028934274,-0.10152766,0.7713525,0.7451211,-0.0262314
11,0.91696113,0.8793648,"('unhelpful', 'helpful')",0.36725786,0.43524998,0.4494117,0.43210265,2.2181988,2.165142,0.9879574,0.9779649,-0.0099925
12,2.304189,2.3767095,"('unsupportive', 'supportive')",1.1729909,1.2350168,0.9327903,0.9205736,-1.6518203,-1.730821,0.6895375,0.7003697,0.0108322
13,2.0161755,1.9224708,"('impolite', 'polite')",0.35594735,0.3877215,0.854028,0.82030666,0.15556812,0.10544902,0.8454297,0.808987,-0.0364427
14,2.3173966,2.307063,"('antisocial', 'social')",0.33883578,0.44828582,1.119031,1.1223066,-0.7602754,-0.7438948,0.753747,0.7834402,0.0296932
15,-0.8477912,-0.91305214,"('boring', 'funny')",1.4199508,1.3988448,-0.3576329,-0.28088352,0.09371966,0.048817456,0.0770616,0.0634317,-0.0136299
16,-1.5053799,-1.4378335,"('unpopular', 'popular')",0.21162355,0.15242428,0.029598564,0.0037072226,0.9291052,1.0392482,-0.0837631,-0.0606135,0.0231496
17,-1.3206795,-1.2483194,"('nasty', 'nice')",-1.0475252,-0.97717714,-1.2484185,-1.2369583,-0.42224264,-0.35286945,-1.0097164,-0.9538311,0.0558853
18,-0.027895898,-0.072843425,"('disagreeable', 'welcoming')",0.5361545,0.54764724,-0.011604965,-0.07762981,-0.16792579,-0.30120176,0.082182,0.0239931,-0.0581889
19,-2.1575801,-2.1250167,"('inhospitable', 'hospitable')",-1.929694,-1.9613594,-2.0404224,-2.0812757,0.08163872,0.120623246,-1.5115144,-1.5117573,-0.0002429
20,-0.3417574,-0.2841733,"('rough', 'thoughtful')",-1.5653994,-1.4705179,-0.964241,-0.91539896,0.62063545,0.6236962,-0.5626906,-0.5115985,0.0510921
21,2.0890384,2.0608582,"('immoral', 'moral')",0.27945113,0.28599355,0.21516813,0.114201486,-0.51582825,-0.47409144,0.5169574,0.4967405,-0.0202169
22,0.9099531,0.93970567,"('untrustworthy', 'trustworthy')",-0.09815984,-0.029592266,0.12468816,0.06624956,-0.957757,-0.99958473,-0.0053189,-0.0058054,-0.0004865
23,2.77016,2.719635,"('insincere', 'sincere')",0.81727123,0.8988403,1.0952436,1.0180601,6.033362,5.813967,2.6790092,2.6126256,-0.0663836
24,2.050683,1.990391,"('dishonest', 'honest')",1.0212486,1.0800449,0.2782571,0.28238282,0.93638504,0.7329108,1.0716435,1.0214324,-0.0502111
25,-0.8651984,-0.7638704,"('egoistic', 'altruistic')",0.19093432,0.20674205,0.5047493,0.5339781,1.3514891,1.340004,0.2954936,0.3292134,0.0337198
26,-0.77747524,-0.89263546,"('hardhearted', 'benevolent')",1.2509142,1.264939,0.65936375,0.6020732,1.103434,0.89023817,0.5590591,0.4661537,-0.0929054
27,-0.9470298,-0.99837595,"('hardhearted', 'softhearted')",-0.4895266,-0.40103853,-0.31189078,-0.28970268,1.2777941,1.1128958,-0.1176633,-0.1440553,-0.026392
28,1.2702253,1.2082038,"('disloyal', 'loyal')",-0.11742489,-0.13981357,0.37106338,0.23965696,1.179354,0.9544648,0.6758044,0.565628,-0.1101764
29,-0.88054943,-0.79841536,"('unfair', 'fair')",-0.42602766,-0.44099182,-0.11910929,-0.08783029,-0.65092194,-0.8582693,-0.519152,-0.5463767,-0.0272247
30,1.6932808,1.6818771,"('intolerant', 'tolerant')",0.2545401,0.30730635,1.2326736,1.1428546,0.7475347,0.61950254,0.9820073,0.9378852,-0.0441221
31,-3.9608088,-3.7797875,"('evil', 'good')",-1.2150773,-1.2419966,-1.3262568,-1.319604,-1.3064387,-1.3906702,-1.9521453,-1.9330146,0.0191307
32,1.9051522,1.816728,"('unkind', 'kind')",-0.29416722,-0.27529287,0.0782681,0.091301344,1.0479472,0.854794,0.6843001,0.6218826,-0.0624175
33,-1.3745596,-1.3811854,"('wrong', 'right')",1.2437652,1.1054804,1.1389072,1.0818698,-0.60194755,-0.6564206,0.1015413,0.0374361,-0.0641052
34,0.9033337,0.87382257,"('mean', 'honorable')",0.68380916,0.74184823,0.021075493,0.012057997,6.290708,6.352168,1.9747317,1.9949743,0.0202426
35,-4.034589,-4.0604334,"('corrupt', 'incorrupt')",-0.6318134,-0.74577,-1.251678,-1.1803302,-0.14354864,-0.21935417,-1.5154072,-1.5514719,-0.0360647
36,-3.345605,-3.3283393,"('hostile', 'amicable')",0.7854991,0.7187763,-0.8806919,-1.0355548,0.12842828,0.0149475485,-0.8280924,-0.9075425,-0.0794501
37,-0.34375834,-0.40889835,"('fake', 'genuine')",-0.16915923,-0.16817106,-1.3470119,-1.3306112,0.04270847,0.0034774803,-0.4543053,-0.4760508,-0.0217455
38,0.27605623,0.3316405,"('untruthful', 'truthful')",0.85910666,0.82561296,1.3438959,1.2626578,0.15069523,0.07369187,0.6574385,0.6234008,-0.0340377
