,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6172337,-0.67525434,"('unsociable', 'sociable')",-0.18029793,-0.2840766,-0.3987658,-0.4796655,-0.0808997
1,0.63679546,0.59182477,"('unfriendly', 'friendly')",1.8403378,1.5331606,1.2385666,1.0624926,-0.176074
2,0.077260025,0.04216215,"('unlikable', 'likable')",0.50474006,0.4934291,0.291,0.2677956,-0.0232044
3,-1.3006659,-1.1388046,"('repellent', 'pleasant')",0.13498141,0.19089496,-0.5828422,-0.4739548,0.1088874
4,-0.07495666,-0.11351014,"('disliked', 'liked')",-6.758616,-6.8572016,-3.4167864,-3.4853559,-0.0685695
5,1.0455774,0.9382096,"('distant', 'outgoing')",-0.24952747,-0.422939,0.398025,0.2576353,-0.1403897
6,1.3012307,1.2478207,"('distant', 'open')",0.3716752,0.15478304,0.836453,0.7013019,-0.1351511
7,-0.38978767,-0.32935682,"('insensitive', 'sensitive')",0.8544202,0.8592458,0.2323163,0.2649445,0.0326282
8,0.57263595,0.50897086,"('unaffectionate', 'affectionate')",0.63912517,0.41891256,0.6058806,0.4639417,-0.1419389
9,0.7312978,0.6596146,"('unaffectionate', 'caring')",1.1104587,0.9762325,0.9208783,0.8179235,-0.1029548
10,-1.9591112,-1.8940035,"('unsympathetic', 'sympathetic')",-0.12587126,-0.071667254,-1.0424912,-0.9828354,0.0596558
11,-0.40334168,-0.40774646,"('unhelpful', 'helpful')",2.001203,2.0702524,0.7989307,0.831253,0.0323223
12,-0.09461705,-0.07946346,"('unsupportive', 'supportive')",-1.6699059,-1.7148017,-0.8822615,-0.8971326,-0.0148711
13,-0.35216358,-0.45150015,"('impolite', 'polite')",-0.21403056,-0.14306846,-0.2830971,-0.2972843,-0.0141872
14,-1.1829399,-1.1843536,"('antisocial', 'social')",-0.54543614,-0.5104245,-0.864188,-0.847389,0.016799
15,1.1258248,1.030597,"('boring', 'funny')",0.32243043,0.27928722,0.7241277,0.6549421,-0.0691856
16,0.4164773,0.47497675,"('unpopular', 'popular')",0.7308964,0.67628366,0.5736868,0.5756302,0.0019434
17,-0.09101556,-0.050866537,"('nasty', 'nice')",-0.39229056,-0.36030498,-0.2416531,-0.2055858,0.0360673
18,-1.1797616,-1.1645865,"('disagreeable', 'welcoming')",-0.6542639,-0.7754987,-0.9170128,-0.9700426,-0.0530298
19,-0.6437732,-0.65181243,"('inhospitable', 'hospitable')",-0.06312772,-0.09289568,-0.3534504,-0.3723541,-0.0189037
20,-0.23113173,-0.11456087,"('rough', 'thoughtful')",1.293338,1.2731545,0.5311031,0.5792968,0.0481937
21,-1.6949246,-1.6710857,"('immoral', 'moral')",-0.6028966,-0.50618124,-1.1489105,-1.0886335,0.060277
22,-1.3133845,-1.2723026,"('untrustworthy', 'trustworthy')",-1.065786,-1.0893961,-1.1895852,-1.1808493,0.0087359
23,-0.71577066,-0.75361186,"('insincere', 'sincere')",6.2015557,6.144724,2.7428925,2.6955559,-0.0473366
24,-0.24667007,-0.27847773,"('dishonest', 'honest')",0.75811213,0.69705725,0.255721,0.2092898,-0.0464312
25,0.7292397,0.7000632,"('egoistic', 'altruistic')",1.4670681,1.3656733,1.0981538,1.0328683,-0.0652855
26,0.5581255,0.51870954,"('hardhearted', 'benevolent')",1.499546,1.3398263,1.0288358,0.9292679,-0.0995679
27,0.26165983,0.33168685,"('hardhearted', 'softhearted')",1.2644339,1.1568031,0.7630469,0.744245,-0.0188019
28,-1.1529201,-1.2525787,"('disloyal', 'loyal')",0.6532652,0.57456475,-0.2498275,-0.339007,-0.0891795
29,-0.30286986,-0.28765795,"('unfair', 'fair')",-0.6004995,-0.76095915,-0.4516847,-0.5243086,-0.0726239
30,-0.74217314,-0.7093718,"('intolerant', 'tolerant')",0.9882902,0.9483978,0.1230585,0.119513,-0.0035455
31,0.17801175,0.22106841,"('evil', 'good')",-1.068017,-1.325372,-0.4450026,-0.5521518,-0.1071492
32,-0.24727462,-0.3242626,"('unkind', 'kind')",0.9213586,0.7834644,0.337042,0.2296009,-0.1074411
