,drake_male,drake_female,tuple,average_male,average_female,female-male
0,0.18859059,0.19852915,"('unsociable', 'sociable')",0.1885906,0.1985292,0.0099386
1,1.0605891,1.1384985,"('unfriendly', 'friendly')",1.0605891,1.1384985,0.0779094
2,0.07184436,0.2974368,"('unlikable', 'likable')",0.0718444,0.2974368,0.2255924
3,0.7494657,0.898897,"('repellent', 'pleasant')",0.7494657,0.898897,0.1494313
4,-7.212584,-7.463598,"('disliked', 'liked')",-7.212584,-7.4635978,-0.2510138
5,-0.4553089,-0.32266447,"('distant', 'outgoing')",-0.4553089,-0.3226645,0.1326444
6,0.050858192,0.04942044,"('distant', 'open')",0.0508582,0.0494204,-0.0014378
7,1.1915296,1.329291,"('insensitive', 'sensitive')",1.1915296,1.329291,0.1377614
8,1.0441934,0.9813121,"('unaffectionate', 'affectionate')",1.0441934,0.9813121,-0.0628813
9,1.2233654,1.3988717,"('unaffectionate', 'caring')",1.2233654,1.3988717,0.1755063
10,0.8167324,0.9319254,"('unsympathetic', 'sympathetic')",0.8167324,0.9319254,0.115193
11,1.4146981,1.7299198,"('unhelpful', 'helpful')",1.4146981,1.7299198,0.3152217
12,-1.6995898,-1.5053357,"('unsupportive', 'supportive')",-1.6995898,-1.5053357,0.1942541
13,-0.034295846,0.19552264,"('impolite', 'polite')",-0.0342958,0.1955226,0.2298184
14,0.2205923,0.15331592,"('antisocial', 'social')",0.2205923,0.1533159,-0.0672764
15,0.51253843,0.5655946,"('boring', 'funny')",0.5125384,0.5655946,0.0530562
16,-0.78646183,-0.70930827,"('unpopular', 'popular')",-0.7864618,-0.7093083,0.0771535
17,0.034965944,-0.10167281,"('nasty', 'nice')",0.0349659,-0.1016728,-0.1366387
18,-0.51577127,-0.4366291,"('disagreeable', 'welcoming')",-0.5157713,-0.4366291,0.0791422
19,-0.70283675,-0.5563835,"('inhospitable', 'hospitable')",-0.7028368,-0.5563835,0.1464533
20,0.62504154,0.42525232,"('rough', 'thoughtful')",0.6250415,0.4252523,-0.1997892
21,-0.25434205,0.11166212,"('immoral', 'moral')",-0.254342,0.1116621,0.3660041
22,-0.14485708,-0.0077389292,"('untrustworthy', 'trustworthy')",-0.1448571,-0.0077389,0.1371182
23,5.925385,6.5048356,"('insincere', 'sincere')",5.925385,6.5048356,0.5794506
24,1.211297,1.4559214,"('dishonest', 'honest')",1.211297,1.4559214,0.2446244
25,0.90473646,0.79275876,"('egoistic', 'altruistic')",0.9047365,0.7927588,-0.1119777
26,1.2431154,0.8244562,"('hardhearted', 'benevolent')",1.2431154,0.8244562,-0.4186592
27,1.6531843,1.4728115,"('hardhearted', 'softhearted')",1.6531843,1.4728115,-0.1803728
28,1.2409551,1.1092738,"('disloyal', 'loyal')",1.2409551,1.1092738,-0.1316813
29,-0.37163213,-0.5238905,"('unfair', 'fair')",-0.3716321,-0.5238905,-0.1522584
30,0.80517775,0.92483234,"('intolerant', 'tolerant')",0.8051777,0.9248323,0.1196546
31,-1.198854,-1.3728601,"('evil', 'good')",-1.198854,-1.3728601,-0.1740061
32,0.9569821,0.90788954,"('unkind', 'kind')",0.9569821,0.9078895,-0.0490926
33,-0.14373869,-0.12271459,"('wrong', 'right')",-0.1437387,-0.1227146,0.0210241
34,4.0584655,4.6512504,"('mean', 'honorable')",4.0584655,4.6512504,0.5927849
35,-0.765292,-1.2357167,"('corrupt', 'incorrupt')",-0.765292,-1.2357167,-0.4704247
36,-0.55099416,-0.86566365,"('hostile', 'amicable')",-0.5509942,-0.8656636,-0.3146694
37,0.87597996,0.85473156,"('fake', 'genuine')",0.87598,0.8547316,-0.0212484
38,-0.5121109,-0.2468097,"('untruthful', 'truthful')",-0.5121109,-0.2468097,0.2653012
39,0.17456718,0.23115307,"('exploitative', 'cooperative')",0.1745672,0.2311531,0.0565859
40,-1.049486,-1.1517981,"('stingy', 'generous')",-1.049486,-1.1517981,-0.1023121
41,0.57777584,0.36276737,"('unforgiving', 'forgiving')",0.5777758,0.3627674,-0.2150084
42,-2.0757692,-2.062815,"('unreliable', 'reliable')",-2.0757692,-2.062815,0.0129542
43,0.79494137,1.0744892,"('irresponsible', 'responsible')",0.7949414,1.0744892,0.2795478
44,-1.0066216,-1.3222525,"('prejudiced', 'unprejudiced')",-1.0066216,-1.3222525,-0.3156309
