,edwards_male,edwards_female,tuple,lifesciences_male,lifesciences_female,corp_male,corp_female,average_male,average_female,female-male
0,0.8101941,0.6701389,"('unsociable', 'sociable')",-1.2893329,-1.3477275,-0.43853417,-0.5859679,-0.305891,-0.4211855,-0.1152945
1,0.40645394,0.26209274,"('unfriendly', 'friendly')",-0.8200446,-0.89062536,1.6225722,1.5151072,0.4029938,0.2955248,-0.107469
2,0.8402389,0.8828185,"('unlikable', 'likable')",0.97898364,1.0141927,0.68818283,0.7685545,0.8358018,0.8885219,0.0527201
3,0.2749122,0.35060534,"('repellent', 'pleasant')",-1.0969001,-1.0271317,0.65261865,0.6576029,-0.0564564,-0.0063078,0.0501486
4,-0.6869339,-0.7265424,"('disliked', 'liked')",1.0751678,1.005754,-7.237426,-7.4344916,-2.2830639,-2.3850934,-0.1020295
5,-0.3962423,-0.3360877,"('distant', 'outgoing')",1.1206976,1.1756972,-0.3654805,-0.25520277,0.1196583,0.1948022,0.0751439
6,-0.36342657,-0.3150961,"('distant', 'open')",0.58854973,0.6441592,-0.1983089,-0.103806205,0.0089381,0.0750856,0.0661475
7,0.95173067,0.9649482,"('insensitive', 'sensitive')",-1.3323326,-1.2573625,0.24703467,0.19975396,-0.0445224,-0.0308868,0.0136356
8,-0.046602216,-0.12523004,"('unaffectionate', 'affectionate')",-0.47207257,-0.51655436,0.90695906,0.8899203,0.1294281,0.082712,-0.0467161
9,1.1595918,1.0948023,"('unaffectionate', 'caring')",-0.36290568,-0.38355294,1.5262613,1.5808573,0.7743158,0.7640355,-0.0102803
10,1.7084539,1.6724702,"('unsympathetic', 'sympathetic')",-3.2879896,-3.213629,-0.41807294,-0.43103087,-0.6658696,-0.6573966,0.008473
11,0.14334384,0.16644505,"('unhelpful', 'helpful')",-0.7056508,-0.67823374,2.0084944,2.1155064,0.4820625,0.5345726,0.0525101
12,1.4214858,1.4762555,"('unsupportive', 'supportive')",-0.6104939,-0.46503067,-2.0857484,-2.092371,-0.4249189,-0.360382,0.0645369
13,0.9788327,0.8861312,"('impolite', 'polite')",-0.80371755,-0.8329006,-0.7764782,-0.79101217,-0.2004543,-0.2459272,-0.0454729
14,-0.1398563,-0.11673041,"('antisocial', 'social')",-0.79547185,-0.7145281,-0.641231,-0.7385296,-0.5255197,-0.5232627,0.002257
15,0.0017901585,-0.075390086,"('boring', 'funny')",0.919175,0.83777606,0.07283824,0.06911343,0.3312678,0.2771665,-0.0541013
16,-1.4901134,-1.4992613,"('unpopular', 'popular')",0.9518732,0.8596203,0.31823188,0.27982497,-0.0733361,-0.1199387,-0.0466026
17,-0.32089156,-0.29621962,"('nasty', 'nice')",0.36826277,0.46213952,-0.40480998,-0.3268773,-0.1191463,-0.0536525,0.0654938
18,-0.7986109,-0.8146165,"('disagreeable', 'welcoming')",0.02093117,0.15227194,-0.60171705,-0.6258184,-0.4597989,-0.4293876,0.0304113
19,-0.7386656,-0.7145032,"('inhospitable', 'hospitable')",-0.29787055,-0.2588562,-0.28864622,-0.18672736,-0.4417274,-0.3866956,0.0550318
20,1.090153,1.1321504,"('rough', 'thoughtful')",0.089675255,0.08007196,0.6645378,0.63607186,0.6147887,0.6160981,0.0013094
21,0.70753837,0.7547568,"('immoral', 'moral')",-1.2120587,-1.1751549,-0.9770604,-0.9137989,-0.4938602,-0.4447323,0.0491279
22,-0.32839963,-0.30051032,"('untrustworthy', 'trustworthy')",-0.63127935,-0.5757209,-1.1370858,-1.167919,-0.6989216,-0.6813835,0.0175381
23,0.9608993,0.8443495,"('insincere', 'sincere')",-1.3647316,-1.3177267,6.1860886,6.263798,1.9274187,1.9301403,0.0027216
24,1.2669786,1.2883334,"('dishonest', 'honest')",-0.9665213,-0.9169075,1.0080495,1.0289153,0.4361689,0.4667804,0.0306115
25,0.4540593,0.39114,"('egoistic', 'altruistic')",1.219527,1.1725127,0.94681937,0.87889934,0.8734686,0.814184,-0.0592846
26,0.4620086,0.23846136,"('hardhearted', 'benevolent')",0.73308605,0.66550636,1.6615164,1.4083909,0.9522037,0.7707862,-0.1814175
27,1.8624588,1.8330426,"('hardhearted', 'softhearted')",-0.5817426,-0.45834655,1.4735882,1.3954527,0.9181015,0.9233829,0.0052814
28,0.3593307,0.17016593,"('disloyal', 'loyal')",-0.84072834,-0.9642845,1.135257,1.046711,0.2179531,0.0841975,-0.1337556
29,-0.57113427,-0.51005983,"('unfair', 'fair')",-0.41431636,-0.34893376,-0.20222898,-0.34032154,-0.3958932,-0.3997717,-0.0038785
30,1.4823215,1.5061321,"('intolerant', 'tolerant')",-0.5017534,-0.46685052,0.58472294,0.63192135,0.5217637,0.5570676,0.0353039
31,-1.5087105,-1.5224572,"('evil', 'good')",1.1227112,1.1081508,-0.8017303,-0.8816047,-0.3959099,-0.4319704,-0.0360605
32,0.7034616,0.62933636,"('unkind', 'kind')",-0.15723231,-0.17492878,0.9605811,0.77474,0.5022701,0.4097159,-0.0925542
33,0.37261882,0.3666676,"('wrong', 'right')",1.4269085,1.3498455,-0.35040942,-0.38058496,0.4830393,0.4453094,-0.0377299
34,0.111646935,0.2291956,"('mean', 'honorable')",0.52060425,0.66583467,6.005208,6.292764,2.2124864,2.3959316,0.1834452
35,0.05368357,0.08859789,"('corrupt', 'incorrupt')",1.583163,1.4835109,-0.42968896,-0.47876763,0.4023859,0.364447,-0.0379389
36,-0.78854954,-0.88976824,"('hostile', 'amicable')",0.9745126,0.84862846,0.09244303,-0.047179185,0.092802,-0.0294397,-0.1222417
37,1.0094063,1.0187479,"('fake', 'genuine')",-0.29062954,-0.24771841,0.044578332,0.11634009,0.2544517,0.2957899,0.0413382
38,-0.008814406,-0.005606426,"('untruthful', 'truthful')",-0.26855734,-0.27494314,0.024617726,0.14638576,-0.0842513,-0.0447213,0.03953
39,0.7651247,0.8451758,"('exploitative', 'cooperative')",0.50568426,0.5730397,0.23650679,0.30326694,0.5024386,0.5738275,0.0713889
40,0.6660061,0.62089515,"('stingy', 'generous')",0.24306346,0.23095249,-1.892551,-2.1338418,-0.3278271,-0.4273314,-0.0995043
41,0.32251367,0.2852921,"('unforgiving', 'forgiving')",-0.7216079,-0.6690737,0.17246734,0.120931484,-0.0755423,-0.0876167,-0.0120744
42,0.14261013,0.29330295,"('unreliable', 'reliable')",0.54016435,0.7090623,-3.2471957,-3.1981149,-0.8548071,-0.7319166,0.1228905
43,0.5866129,0.63186896,"('irresponsible', 'responsible')",-1.5618312,-1.3837389,0.26930493,0.40858692,-0.2353045,-0.1144277,0.1208768
44,-0.99925214,-0.85810536,"('prejudiced', 'unprejudiced')",1.1178964,1.156454,-1.4884521,-1.3847417,-0.4566026,-0.362131,0.0944716
45,-0.122047804,-0.20634449,"('incompetent', 'competent')",-1.3880306,-1.2724419,-0.15836048,-0.19644222,-0.5561463,-0.5584095,-0.0022632
46,0.9992692,0.98550576,"('uncompetitive', 'competitive')",-2.3685906,-2.3090568,-1.2809999,-1.3092438,-0.8834404,-0.8775983,0.0058421
47,-0.085469745,-0.019133795,"('stupid', 'smart')",0.6241867,0.73889405,5.8593273,6.020348,2.1326814,2.2467028,0.1140214
48,1.7036773,1.6274008,"('unintelligent', 'intelligent')",-0.7414185,-0.837624,0.82210004,0.7501807,0.5947863,0.5133192,-0.0814671
49,-0.24376616,-0.2413107,"('unable', 'able')",-0.0071770987,0.18559356,-0.26862717,-0.07482981,-0.1731901,-0.0435157,0.1296744
50,-0.4450328,-0.4218011,"('clumsy', 'skillful')",1.4831977,1.4541517,0.1960356,0.11175081,0.4114002,0.3813672,-0.030033
51,0.082616664,0.0030189343,"('uneducated', 'educated')",-1.0163373,-1.1249228,0.29910097,0.12707579,-0.2115399,-0.3316093,-0.1200694
52,-0.8732439,-1.0549579,"('irrational', 'rational')",1.1639222,0.97030437,0.3816754,0.34275544,0.2241179,0.086034,-0.1380839
53,0.6222184,0.49958548,"('uncreative', 'creative')",-0.6646368,-0.7143575,0.8113407,0.60898626,0.2563074,0.1314047,-0.1249027
54,0.099021226,0.15336683,"('incapable', 'capable')",0.24720421,0.23655264,0.8323551,0.9398108,0.3928602,0.4432434,0.0503832
55,1.1437119,1.1113176,"('incompetent', 'clever')",-1.6997011,-1.6717284,0.035256788,0.006452404,-0.1735774,-0.1846528,-0.0110754
56,0.7920674,0.8411157,"('impractical', 'practical')",-1.041221,-0.9200522,-0.7504621,-0.6394848,-0.3332052,-0.2394738,0.0937314
57,0.78207976,0.6379573,"('unimaginative', 'imaginative')",-1.2755687,-1.3458463,-3.1268337,-3.2667682,-1.2067742,-1.3248858,-0.1181116
58,-0.3686179,-0.49089643,"('undiscriminating', 'discriminating')",-1.4677014,-1.4918019,-0.14803515,-0.15640494,-0.6614515,-0.7130344,-0.0515829
59,-0.41408968,-0.33771315,"('foolish', 'wise')",1.7502556,1.6987846,0.3588044,0.4565142,0.5649901,0.6058619,0.0408718
60,1.3779924,1.4341557,"('inefficient', 'efficient')",-1.69847,-1.5222137,-0.41622826,-0.24919589,-0.2455686,-0.112418,0.1331506
61,0.4181405,0.28980064,"('illogical', 'logical')",-0.5353275,-0.6350889,0.5284176,0.35827565,0.1370769,0.0043291,-0.1327478
62,0.3502677,0.4856823,"('incompetent', 'brilliant')",-0.82160044,-0.6918189,0.16766623,0.370948,-0.1012222,0.0549371,0.1561593
63,0.9051091,0.85882294,"('unperceptive', 'insightful')",-1.5098993,-1.4311538,0.54868203,0.5404239,-0.0187027,-0.0106356,0.0080671
64,0.7083664,0.7658022,"('shy', 'confident')",0.026564857,0.009121648,-6.9331803,-6.9422297,-2.066083,-2.0557686,0.0103144
65,1.004452,0.9321886,"('insecure', 'secure')",-1.052219,-1.1368145,-0.35305905,-0.2972632,-0.1336087,-0.1672964,-0.0336877
66,-0.5048917,-0.5443138,"('inactive', 'active')",0.82413274,0.82216823,0.92180645,0.90435034,0.4136825,0.3940682,-0.0196143
67,-0.28303772,-0.2456829,"('doubtful', 'determined')",0.29125202,0.4038095,-0.41231996,-0.44097766,-0.1347019,-0.0942837,0.0404182
68,0.27932292,0.1816716,"('dependent', 'independent')",-0.36330092,-0.4014182,-0.9532561,-0.94810414,-0.3457447,-0.3892836,-0.0435389
69,-0.3122037,-0.22147086,"('lazy', 'industrious')",2.7040122,2.705925,-0.85163903,-0.7787917,0.5133898,0.5685542,0.0551644
