,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.66655684,-0.7169754,"('unsociable', 'sociable')",0.20469886,0.18178377,-0.4081611,-0.52940685,-0.2900064,-0.3548662,-0.0648598
1,1.9722395,1.8338182,"('unfriendly', 'friendly')",1.7119726,1.5257231,1.9182806,1.6559722,1.8674976,1.6718378,-0.1956598
2,0.60295373,0.61481065,"('unlikable', 'likable')",0.8953657,0.8838048,0.43433696,0.5029948,0.6442188,0.6672034,0.0229846
3,-1.7414315,-1.6244462,"('repellent', 'pleasant')",-0.38242668,-0.26666895,0.06897744,0.08638173,-0.6849603,-0.6015778,0.0833825
4,-0.27894765,-0.35380298,"('disliked', 'liked')",0.7534765,0.6391103,-6.254608,-6.380222,-1.9266931,-2.0316381,-0.104945
5,1.0874412,0.9966901,"('distant', 'outgoing')",0.768028,0.655677,-0.04827155,-0.12135585,0.6023992,0.5103371,-0.0920621
6,0.41782534,0.3366724,"('distant', 'open')",0.33835977,0.22366408,0.6000954,0.49017018,0.4520935,0.3501689,-0.1019246
7,-0.5155744,-0.49110323,"('insensitive', 'sensitive')",-0.45163935,-0.44760612,0.4611115,0.41738215,-0.1687008,-0.1737758,-0.005075
8,0.79341424,0.6945947,"('unaffectionate', 'affectionate')",0.5796103,0.45936608,0.62441236,0.4125093,0.6658123,0.5221567,-0.1436556
9,1.2049482,1.0781755,"('unaffectionate', 'caring')",0.8753171,0.7430681,1.026997,0.8540103,1.035754,0.8917513,-0.1440027
10,-1.9077384,-1.9236164,"('unsympathetic', 'sympathetic')",-0.6027727,-0.60340816,-0.3132572,-0.38567165,-0.9412561,-0.9708987,-0.0296426
11,-0.64728814,-0.6311279,"('unhelpful', 'helpful')",0.17853847,0.19799978,1.6170713,1.6438118,0.3827739,0.4035612,0.0207873
12,0.5289931,0.56565005,"('unsupportive', 'supportive')",0.6777064,0.64403623,-1.7010002,-1.7200836,-0.1647669,-0.1701324,-0.0053655
13,-0.713415,-0.72924864,"('impolite', 'polite')",-0.35605407,-0.36050284,-0.58299136,-0.5804943,-0.5508202,-0.5567486,-0.0059284
14,-0.84015954,-0.7802912,"('antisocial', 'social')",0.40336567,0.36186087,-0.78194916,-0.80526155,-0.4062477,-0.4078973,-0.0016496
15,0.5008805,0.40890297,"('boring', 'funny')",-0.23135774,-0.27859986,0.2892401,0.27257022,0.1862543,0.1342911,-0.0519632
16,-0.8229723,-0.8207965,"('unpopular', 'popular')",-0.8128606,-0.7745415,0.5026747,0.44150603,-0.3777194,-0.3846107,-0.0068913
17,-0.681257,-0.655421,"('nasty', 'nice')",0.8934853,0.96546054,-0.4369039,-0.37312934,-0.0748919,-0.0210299,0.053862
18,-0.26699513,-0.2537061,"('disagreeable', 'welcoming')",-1.0032805,-1.0312222,-0.6203377,-0.72743654,-0.6302044,-0.6707883,-0.0405839
19,0.3466584,0.3199108,"('inhospitable', 'hospitable')",-0.017909601,-0.067508325,-0.12242171,-0.06302636,0.0687757,0.0631254,-0.0056503
20,0.17508298,0.24628964,"('rough', 'thoughtful')",1.1059147,1.1494224,1.4901417,1.4063826,0.9237132,0.9340315,0.0103183
21,-0.72041935,-0.7716539,"('immoral', 'moral')",0.31643504,0.30525288,-0.95171905,-0.9509,-0.4519011,-0.4724337,-0.0205326
22,-0.51122606,-0.53950816,"('untrustworthy', 'trustworthy')",0.37026674,0.30719495,-0.94782144,-1.037152,-0.3629269,-0.4231551,-0.0602282
23,-0.5999689,-0.64803344,"('insincere', 'sincere')",0.0024015605,-0.027829729,5.4338913,5.3145075,1.6121079,1.5462147,-0.0658932
24,0.28776464,0.24809976,"('dishonest', 'honest')",-0.04771595,-0.088580236,0.57032835,0.44845107,0.2701257,0.2026569,-0.0674688
25,1.2312655,1.2013607,"('egoistic', 'altruistic')",0.70986706,0.63856006,1.4505235,1.4112401,1.130552,1.0837203,-0.0468317
26,1.5890574,1.5777612,"('hardhearted', 'benevolent')",1.7541708,1.6166184,1.9216036,1.8007495,1.754944,1.665043,-0.089901
