,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,0.27703366,0.22751665,"('unsociable', 'sociable')",0.2770337,0.2275167,-0.049517
1,1.248233,1.2114414,"('unfriendly', 'friendly')",1.248233,1.2114414,-0.0367916
2,0.58577454,0.66610897,"('unlikable', 'likable')",0.5857745,0.666109,0.0803345
3,0.9108792,0.9590082,"('repellent', 'pleasant')",0.9108792,0.9590082,0.048129
4,-7.3146987,-7.3066688,"('disliked', 'liked')",-7.3146987,-7.3066688,0.0080299
5,-0.36102137,-0.3690111,"('distant', 'outgoing')",-0.3610214,-0.3690111,-0.0079897
6,0.008493066,-0.05591601,"('distant', 'open')",0.0084931,-0.055916,-0.0644091
7,1.6153299,1.578739,"('insensitive', 'sensitive')",1.6153299,1.578739,-0.0365909
8,1.1958811,1.1186757,"('unaffectionate', 'affectionate')",1.1958811,1.1186757,-0.0772054
9,1.3040704,1.3445897,"('unaffectionate', 'caring')",1.3040704,1.3445897,0.0405193
10,1.5898875,1.5154048,"('unsympathetic', 'sympathetic')",1.5898875,1.5154048,-0.0744827
11,1.9510478,1.9832189,"('unhelpful', 'helpful')",1.9510478,1.9832189,0.0321711
12,-1.0055833,-0.9616001,"('unsupportive', 'supportive')",-1.0055833,-0.9616001,0.0439832
13,0.17412639,0.16527775,"('impolite', 'polite')",0.1741264,0.1652777,-0.0088487
14,0.13796037,0.17074038,"('antisocial', 'social')",0.1379604,0.1707404,0.03278
15,0.20624945,0.17702314,"('boring', 'funny')",0.2062494,0.1770231,-0.0292263
16,-0.7381784,-0.6284364,"('unpopular', 'popular')",-0.7381784,-0.6284364,0.109742
17,-0.09053475,-0.099871024,"('nasty', 'nice')",-0.0905347,-0.099871,-0.0093363
18,-0.4336952,-0.3992039,"('disagreeable', 'welcoming')",-0.4336952,-0.3992039,0.0344913
19,-0.33742356,-0.33739656,"('inhospitable', 'hospitable')",-0.3374236,-0.3373966,2.7e-05
20,0.94002026,0.78303236,"('rough', 'thoughtful')",0.9400203,0.7830324,-0.1569879
21,0.3210062,0.38767108,"('immoral', 'moral')",0.3210062,0.3876711,0.0666649
22,0.44700032,0.3787961,"('untrustworthy', 'trustworthy')",0.4470003,0.3787961,-0.0682042
23,6.4626436,6.495474,"('insincere', 'sincere')",6.4626436,6.4954739,0.0328303
24,1.9774584,1.9050807,"('dishonest', 'honest')",1.9774584,1.9050807,-0.0723777
25,0.30756602,0.3517151,"('egoistic', 'altruistic')",0.307566,0.3517151,0.0441491
26,0.45580003,0.3099714,"('hardhearted', 'benevolent')",0.4558,0.3099714,-0.1458286
27,1.753811,1.5732918,"('hardhearted', 'softhearted')",1.753811,1.5732918,-0.1805192
28,0.9436729,0.8619596,"('disloyal', 'loyal')",0.9436729,0.8619596,-0.0817133
29,-0.2006779,-0.34325713,"('unfair', 'fair')",-0.2006779,-0.3432571,-0.1425792
30,1.1548063,1.1820997,"('intolerant', 'tolerant')",1.1548063,1.1820997,0.0272934
31,-1.3483628,-1.3774742,"('evil', 'good')",-1.3483628,-1.3774742,-0.0291114
32,1.3182684,1.2270826,"('unkind', 'kind')",1.3182684,1.2270826,-0.0911858
33,-0.76324105,-0.69532436,"('wrong', 'right')",-0.7632411,-0.6953244,0.0679167
34,4.3960285,4.5478373,"('mean', 'honorable')",4.3960285,4.5478373,0.1518088
35,-1.1982296,-1.386377,"('corrupt', 'incorrupt')",-1.1982296,-1.386377,-0.1881474
36,-0.83870214,-0.9534627,"('hostile', 'amicable')",-0.8387021,-0.9534627,-0.1147606
37,0.8213981,0.7892319,"('fake', 'genuine')",0.8213981,0.7892319,-0.0321662
38,-0.15921162,-0.0859934,"('untruthful', 'truthful')",-0.1592116,-0.0859934,0.0732182
39,0.18434702,0.17125274,"('exploitative', 'cooperative')",0.184347,0.1712527,-0.0130943
40,-0.9147291,-1.0309174,"('stingy', 'generous')",-0.9147291,-1.0309174,-0.1161883
41,0.2517151,0.15351929,"('unforgiving', 'forgiving')",0.2517151,0.1535193,-0.0981958
42,-1.6266782,-1.6361663,"('unreliable', 'reliable')",-1.6266782,-1.6361663,-0.0094881
43,1.7169626,1.7247351,"('irresponsible', 'responsible')",1.7169626,1.7247351,0.0077725
44,-1.1758782,-1.2402198,"('prejudiced', 'unprejudiced')",-1.1758782,-1.2402198,-0.0643416
45,0.5105111,0.36262757,"('incompetent', 'competent')",0.5105111,0.3626276,-0.1478835
46,-0.25460806,-0.23447272,"('uncompetitive', 'competitive')",-0.2546081,-0.2344727,0.0201354
47,5.588009,5.68209,"('stupid', 'smart')",5.5880089,5.6820898,0.0940809
48,0.9944891,0.93086475,"('unintelligent', 'intelligent')",0.9944891,0.9308648,-0.0636243
