,whirlpool_male,whirlpool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6288989,-1.8178855,"('unsociable', 'sociable')",-0.13422924,-0.27505335,-0.881564,-1.0464694,-0.1649054
1,-1.1161001,-1.2615186,"('unfriendly', 'friendly')",1.9209579,1.8134446,0.4024289,0.275963,-0.1264659
2,-0.56625324,-0.6519917,"('unlikable', 'likable')",0.471027,0.47176012,-0.0476131,-0.0901158,-0.0425027
3,-1.1357583,-1.1107702,"('repellent', 'pleasant')",0.44611487,0.48778972,-0.3448217,-0.3114902,0.0333315
4,0.35982051,0.30753917,"('disliked', 'liked')",-7.2096386,-7.2486024,-3.4249091,-3.4705317,-0.0456226
5,0.6091629,0.70980793,"('distant', 'outgoing')",0.015409119,0.08471221,0.312286,0.3972601,0.0849741
6,0.24182992,0.3468674,"('distant', 'open')",0.07488464,0.12721044,0.1583573,0.2370389,0.0786816
7,-1.3828187,-1.395968,"('insensitive', 'sensitive')",0.6360829,0.58899987,-0.3733679,-0.403484,-0.0301161
8,-0.5609918,-0.640435,"('unaffectionate', 'affectionate')",1.5060444,1.3861732,0.4725263,0.3728691,-0.0996572
9,-0.9980572,-1.0511839,"('unaffectionate', 'caring')",1.7531797,1.7661427,0.3775612,0.3574794,-0.0200818
10,-3.307584,-3.4463859,"('unsympathetic', 'sympathetic')",-0.6236547,-0.73154813,-1.9656193,-2.0889671,-0.1233478
11,-1.801444,-1.75954,"('unhelpful', 'helpful')",1.4538085,1.6537042,-0.1738178,-0.0529179,0.1208999
12,-1.814739,-1.8082448,"('unsupportive', 'supportive')",-1.8994226,-1.9030603,-1.8570808,-1.8556526,0.0014282
13,-1.8404024,-2.0197315,"('impolite', 'polite')",-1.0107896,-0.93928945,-1.425596,-1.4795105,-0.0539145
14,-0.98863494,-1.1241091,"('antisocial', 'social')",-0.17515132,-0.27502927,-0.5818931,-0.6995692,-0.1176761
15,0.881784,0.8545653,"('boring', 'funny')",0.289818,0.27747974,0.585801,0.5660225,-0.0197785
16,0.20570278,0.26810136,"('unpopular', 'popular')",-0.043910634,-0.0004164353,0.0808961,0.1338425,0.0529464
17,-0.5084439,-0.43436617,"('nasty', 'nice')",-0.5362863,-0.5322697,-0.5223651,-0.4833179,0.0390472
18,-0.46453983,-0.44230956,"('disagreeable', 'welcoming')",-0.5820388,-0.56287503,-0.5232893,-0.5025923,0.020697
19,-0.7065032,-0.62965083,"('inhospitable', 'hospitable')",-0.34707242,-0.31648365,-0.5267878,-0.4730672,0.0537206
20,-0.9593713,-0.9303035,"('rough', 'thoughtful')",0.58940285,0.5857908,-0.1849842,-0.1722564,0.0127278
21,-1.5593908,-1.5371202,"('immoral', 'moral')",-0.7552104,-0.6489693,-1.1573006,-1.0930448,0.0642558
22,-0.8588386,-0.9599953,"('untrustworthy', 'trustworthy')",-0.8232667,-0.89254177,-0.8410527,-0.9262686,-0.0852159
23,-1.5924145,-1.6651965,"('insincere', 'sincere')",5.9849977,6.0924416,2.1962917,2.2136226,0.0173309
24,-1.7630916,-1.867754,"('dishonest', 'honest')",0.55159235,0.5902183,-0.6057496,-0.6387678,-0.0330182
25,0.64160913,0.70327646,"('egoistic', 'altruistic')",1.5894037,1.5831593,1.1155064,1.1432179,0.0277115
26,0.34351468,0.15549403,"('hardhearted', 'benevolent')",2.081653,1.8739455,1.2125839,1.0147197,-0.1978642
27,0.060788795,0.08126427,"('hardhearted', 'softhearted')",1.3720651,1.2573539,0.7164269,0.6693091,-0.0471178
28,-2.287181,-2.3667724,"('disloyal', 'loyal')",1.3003275,1.2053258,-0.4934267,-0.5807233,-0.0872966
29,0.115000635,0.09139788,"('unfair', 'fair')",-0.30303478,-0.4841764,-0.0940171,-0.1963893,-0.1023722
30,-1.3287272,-1.4531085,"('intolerant', 'tolerant')",0.7616321,0.81166154,-0.2835476,-0.3207235,-0.0371759
31,0.371958,0.425099,"('evil', 'good')",-0.72711354,-0.8426524,-0.1775778,-0.2087767,-0.0311989
32,-0.93576,-1.0894192,"('unkind', 'kind')",0.86816776,0.6814036,-0.0337961,-0.2040078,-0.1702117
33,0.3811313,0.34247997,"('wrong', 'right')",-0.07456969,-0.13355401,0.1532808,0.104463,-0.0488178
34,-1.0005596,-0.9102326,"('mean', 'honorable')",5.3179593,5.6769347,2.1587,2.3833511,0.2246511
35,1.4204637,1.4432642,"('corrupt', 'incorrupt')",-0.1957099,-0.31486842,0.6123769,0.5641979,-0.048179
36,0.02253256,-0.015274517,"('hostile', 'amicable')",-0.3000478,-0.45473608,-0.1387576,-0.2350053,-0.0962477
37,-0.3591347,-0.37149072,"('fake', 'genuine')",0.36897898,0.35659683,0.0049221,-0.0074469,-0.012369
38,-1.2018049,-1.2529166,"('untruthful', 'truthful')",-0.20436484,-0.076466165,-0.7030848,-0.6646914,0.0383934
39,0.4072602,0.48334798,"('exploitative', 'cooperative')",0.23420566,0.2777311,0.320733,0.3805395,0.0598065
40,-0.46101764,-0.49452972,"('stingy', 'generous')",-1.8878775,-1.898352,-1.1744475,-1.1964409,-0.0219934
41,-0.93576604,-1.0790762,"('unforgiving', 'forgiving')",-0.19118127,-0.30552515,-0.5634736,-0.6923007,-0.1288271
42,-0.25137234,-0.15177694,"('unreliable', 'reliable')",-3.4814746,-3.461452,-1.8664235,-1.8066145,0.059809
43,-1.7799995,-1.8974736,"('irresponsible', 'responsible')",0.43520576,0.40984386,-0.6723969,-0.7438148,-0.0714179
44,0.98010314,1.0035597,"('prejudiced', 'unprejudiced')",-1.7118498,-1.7339622,-0.3658733,-0.3652012,0.0006721
