,trench_male,trench_female,tuple,average_male,average_female,female-male
0,0.32401055,0.25749627,"('unsociable', 'sociable')",0.3240106,0.2574963,-0.0665143
1,1.0004092,0.8463219,"('unfriendly', 'friendly')",1.0004092,0.8463219,-0.1540873
2,0.10191092,0.42981106,"('unlikable', 'likable')",0.1019109,0.4298111,0.3279002
3,0.91892624,1.0607423,"('repellent', 'pleasant')",0.9189262,1.0607423,0.1418161
4,-7.2521205,-7.2726927,"('disliked', 'liked')",-7.2521205,-7.2726927,-0.0205722
5,-0.8444252,-0.72652274,"('distant', 'outgoing')",-0.8444252,-0.7265227,0.1179025
6,-0.3907498,-0.4010398,"('distant', 'open')",-0.3907498,-0.4010398,-0.01029
7,1.0780109,0.9053221,"('insensitive', 'sensitive')",1.0780109,0.9053221,-0.1726888
8,0.9578929,0.8001783,"('unaffectionate', 'affectionate')",0.9578929,0.8001783,-0.1577146
9,1.3260441,1.3091631,"('unaffectionate', 'caring')",1.3260441,1.3091631,-0.016881
10,1.3632464,1.5649422,"('unsympathetic', 'sympathetic')",1.3632464,1.5649422,0.2016958
11,1.9169922,2.0892363,"('unhelpful', 'helpful')",1.9169922,2.0892363,0.1722441
12,-1.4885846,-1.5148443,"('unsupportive', 'supportive')",-1.4885846,-1.5148443,-0.0262597
13,0.15480971,0.38713467,"('impolite', 'polite')",0.1548097,0.3871347,0.232325
14,0.22526842,0.16448444,"('antisocial', 'social')",0.2252684,0.1644844,-0.060784
15,0.21262325,0.16218778,"('boring', 'funny')",0.2126233,0.1621878,-0.0504355
16,-0.6111617,-0.62134683,"('unpopular', 'popular')",-0.6111617,-0.6213468,-0.0101851
17,-0.13412352,-0.05236377,"('nasty', 'nice')",-0.1341235,-0.0523638,0.0817597
18,-0.82691115,-0.80544686,"('disagreeable', 'welcoming')",-0.8269112,-0.8054469,0.0214643
19,-0.888712,-0.85897845,"('inhospitable', 'hospitable')",-0.888712,-0.8589785,0.0297335
20,0.78382546,0.5654314,"('rough', 'thoughtful')",0.7838255,0.5654314,-0.2183941
21,-0.13018169,0.24722344,"('immoral', 'moral')",-0.1301817,0.2472234,0.3774051
