,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,0.2716119,0.21302274,"('unsociable', 'sociable')",0.2716119,0.2130227,-0.0585892
1,-0.30101433,-0.5429506,"('unfriendly', 'friendly')",-0.3010143,-0.5429506,-0.2419363
2,0.14010239,0.17749324,"('unlikable', 'likable')",0.1401024,0.1774932,0.0373908
3,-0.5082577,-0.28676197,"('repellent', 'pleasant')",-0.5082577,-0.286762,0.2214957
4,-2.5753493,-2.7483745,"('disliked', 'liked')",-2.5753493,-2.7483745,-0.1730252
5,-0.8822228,-1.1998031,"('distant', 'outgoing')",-0.8822228,-1.1998031,-0.3175803
6,-0.90186906,-1.2299503,"('distant', 'open')",-0.9018691,-1.2299503,-0.3280812
7,-0.29817474,-0.18986605,"('insensitive', 'sensitive')",-0.2981747,-0.1898661,0.1083086
8,-0.64349025,-0.8479736,"('unaffectionate', 'affectionate')",-0.6434903,-0.8479736,-0.2044833
9,-0.50999653,-0.7363161,"('unaffectionate', 'caring')",-0.5099965,-0.7363161,-0.2263196
10,0.0052751936,0.048497137,"('unsympathetic', 'sympathetic')",0.0052752,0.0484971,0.0432219
11,0.43030456,0.531754,"('unhelpful', 'helpful')",0.4303046,0.531754,0.1014494
12,-0.72105557,-0.7193687,"('unsupportive', 'supportive')",-0.7210556,-0.7193687,0.0016869
13,-0.41908276,-0.27735868,"('impolite', 'polite')",-0.4190828,-0.2773587,0.1417241
14,0.72668016,1.0147433,"('antisocial', 'social')",0.7266802,1.0147433,0.2880631
15,0.2309746,0.1676102,"('boring', 'funny')",0.2309746,0.1676102,-0.0633644
16,-0.9461711,-1.0000991,"('unpopular', 'popular')",-0.9461711,-1.0000991,-0.053928
17,-0.49320415,-0.41279107,"('nasty', 'nice')",-0.4932041,-0.4127911,0.080413
18,-1.280792,-1.129393,"('disagreeable', 'welcoming')",-1.280792,-1.129393,0.151399
19,-1.0701616,-1.266826,"('inhospitable', 'hospitable')",-1.0701616,-1.266826,-0.1966644
20,0.263802,0.35469428,"('rough', 'thoughtful')",0.263802,0.3546943,0.0908923
21,-0.3750926,-0.093907,"('immoral', 'moral')",-0.3750926,-0.093907,0.2811856
22,0.26486307,0.29342568,"('untrustworthy', 'trustworthy')",0.2648631,0.2934257,0.0285626
23,1.830643,1.9509982,"('insincere', 'sincere')",1.8306431,1.9509982,0.1203551
24,0.19032533,0.1549123,"('dishonest', 'honest')",0.1903253,0.1549123,-0.035413
