,solaredge_male,solaredge_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.86997426,-0.92137146,"('unsociable', 'sociable')",-0.24565735,-0.3680775,-0.68281287,-0.8699651,-0.5994815,-0.7198047,-0.1203232
1,-1.3104875,-1.323704,"('unfriendly', 'friendly')",-0.79436225,-0.95521027,1.4408039,1.325255,-0.2213486,-0.3178864,-0.0965378
2,0.20033316,0.19562897,"('unlikable', 'likable')",0.32672173,0.32584235,1.1606606,1.2485324,0.5625718,0.5900013,0.0274295
3,-0.50199705,-0.4194688,"('repellent', 'pleasant')",0.58085674,0.60680294,-0.06848737,-0.05178996,0.0034574,0.0451814,0.041724
4,-0.28652778,-0.4327831,"('disliked', 'liked')",-0.42322296,-0.50553125,-4.8445525,-5.0414906,-1.8514344,-1.9932683,-0.1418339
5,-1.0935706,-1.0663701,"('distant', 'outgoing')",-1.1647791,-1.1407168,-0.35854602,-0.2719875,-0.8722986,-0.8263582,0.0459404
6,-1.5833472,-1.5710647,"('distant', 'open')",-1.8095905,-1.823179,0.07855949,0.1487951,-1.1047928,-1.0818162,0.0229766
7,0.25462353,0.33360878,"('insensitive', 'sensitive')",0.44924846,0.48383644,0.059181407,0.09480049,0.2543511,0.3040819,0.0497308
8,-0.8966565,-0.9042219,"('unaffectionate', 'affectionate')",-0.9994234,-1.0525554,0.25674623,0.23114279,-0.5464446,-0.5752115,-0.0287669
9,-0.6981183,-0.6961171,"('unaffectionate', 'caring')",-0.55742216,-0.625432,0.69185305,0.6964408,-0.1878958,-0.2083695,-0.0204737
10,-1.4165748,-1.3895785,"('unsympathetic', 'sympathetic')",-0.6082636,-0.6602852,-0.94084334,-0.99636406,-0.9885606,-1.0154092,-0.0268486
11,-0.2365684,-0.17906508,"('unhelpful', 'helpful')",1.0924133,1.0885323,1.3805121,1.3883165,0.7454523,0.765928,0.0204757
12,-0.044208627,0.087573454,"('unsupportive', 'supportive')",0.28840828,0.36724108,-1.9228561,-1.8616605,-0.5595522,-0.4689486,0.0906036
13,-0.21776728,-0.16761953,"('impolite', 'polite')",0.029401768,0.06738758,-0.758439,-0.81292903,-0.3156015,-0.304387,0.0112145
14,0.17480779,0.22009918,"('antisocial', 'social')",0.9363423,0.9762726,-0.686267,-0.7420488,0.1416277,0.151441,0.0098133
15,0.45862424,0.34225047,"('boring', 'funny')",-0.16641694,-0.20137471,0.8889937,0.80698955,0.3937337,0.3159551,-0.0777786
16,-0.534581,-0.65788615,"('unpopular', 'popular')",0.046262804,-0.017120494,0.67805403,0.63497525,0.0632453,-0.0133438,-0.0765891
17,-0.16443853,-0.14847076,"('nasty', 'nice')",-0.6752082,-0.6257445,-0.42646962,-0.40973747,-0.4220388,-0.3946509,0.0273879
18,-0.002169896,0.023910832,"('disagreeable', 'welcoming')",-0.08667896,-0.050203636,-0.25060502,-0.27407724,-0.1131513,-0.1001233,0.013028
19,-1.850499,-1.8520199,"('inhospitable', 'hospitable')",-0.9674848,-1.0063046,-0.08739895,0.047315247,-0.968461,-0.9370031,0.0314579
20,0.31989884,0.39076695,"('rough', 'thoughtful')",0.97686934,1.0254194,0.7254516,0.6604831,0.6740732,0.6922232,0.01815
21,0.31556723,0.28325343,"('immoral', 'moral')",0.8037506,0.7524413,-0.5463632,-0.58792,0.1909849,0.1492582,-0.0417267
22,-0.7348131,-0.76139593,"('untrustworthy', 'trustworthy')",-0.15135345,-0.23416376,-0.9091285,-1.0109826,-0.5984317,-0.6688474,-0.0704157
23,-0.18340279,-0.16101454,"('insincere', 'sincere')",-0.2936978,-0.324783,4.209771,4.1711226,1.2442235,1.2284417,-0.0157818
24,-0.60379076,-0.60854465,"('dishonest', 'honest')",-2.1808038,-2.2053125,0.24547961,0.17669423,-0.8463717,-0.8790543,-0.0326826
