,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.07134026,-0.111385405,"('unsociable', 'sociable')",-0.66470796,-0.6654457,-0.14352134,-0.12033064,-0.2931898,-0.2990539,-0.0058641
1,0.5667032,0.5896409,"('unfriendly', 'friendly')",0.94053924,0.6662158,1.8459957,1.5268798,1.117746,0.9275788,-0.1901672
2,0.7484116,0.87066835,"('unlikable', 'likable')",0.6986468,0.8532402,0.77754736,0.8488342,0.7415353,0.8575809,0.1160456
3,-0.32226083,-0.24830528,"('repellent', 'pleasant')",-0.39059457,-0.35086986,0.92324173,1.0650512,0.0701288,0.155292,0.0851632
4,0.048368476,0.07633946,"('disliked', 'liked')",0.12175441,-0.07125726,-7.0630813,-6.9715743,-2.2976527,-2.3221641,-0.0245114
5,0.09577002,0.08782114,"('distant', 'outgoing')",0.49999213,0.3653432,-0.43098617,-0.5702236,0.0549253,-0.0390198,-0.0939451
6,0.5960607,0.5818413,"('distant', 'open')",0.98349595,0.765014,-0.1654622,-0.3472738,0.4713648,0.3331938,-0.138171
7,1.0637729,1.0945874,"('insensitive', 'sensitive')",0.015496949,0.20302361,0.7572315,0.89486384,0.6121671,0.7308249,0.1186578
8,0.37278026,0.40684396,"('unaffectionate', 'affectionate')",0.6950474,0.5145499,0.96330786,0.735057,0.6770452,0.5521503,-0.1248949
9,1.0702952,1.0091102,"('unaffectionate', 'caring')",0.829296,0.62117124,1.601988,1.4936075,1.1671931,1.0412963,-0.1258968
10,-0.41642532,-0.46206766,"('unsympathetic', 'sympathetic')",-1.3283298,-1.3595281,-0.28227335,-0.17250039,-0.6756762,-0.6646987,0.0109775
11,-0.52454394,-0.47447544,"('unhelpful', 'helpful')",-1.2180821,-1.0922747,1.6803956,1.868446,-0.0207434,0.1005653,0.1213087
12,1.3234569,1.3948919,"('unsupportive', 'supportive')",-0.10303973,-0.04110817,-1.6601075,-1.5744252,-0.1465635,-0.0735472,0.0730163
13,-0.69999,-0.7443927,"('impolite', 'polite')",-0.81027263,-0.6440857,-0.70516,-0.6524246,-0.7384742,-0.680301,0.0581732
14,-0.076490186,0.20815709,"('antisocial', 'social')",-0.37173536,-0.07221103,0.2028296,0.42919225,-0.0817987,0.1883794,0.2701781
15,0.01885353,-0.055220034,"('boring', 'funny')",0.37809995,0.2871069,0.13597582,0.1940702,0.1776431,0.1419857,-0.0356574
16,-0.32306126,-0.3348632,"('unpopular', 'popular')",0.4982636,0.37712198,0.18923306,0.08331473,0.1214785,0.0418578,-0.0796207
17,-0.09267911,-0.027522374,"('nasty', 'nice')",0.83397985,0.8668703,-0.37050986,-0.3190808,0.1235969,0.1734224,0.0498255
18,0.24952641,0.54460245,"('disagreeable', 'welcoming')",0.28189862,0.48264974,-0.69287676,-0.7334788,-0.0538173,0.0979245,0.1517418
19,-0.5000358,-0.71852237,"('inhospitable', 'hospitable')",0.15843308,0.021157727,-0.6175563,-0.7934422,-0.3197197,-0.4969356,-0.1772159
20,-1.0857345,-0.9229158,"('rough', 'thoughtful')",-0.93047446,-0.76739657,0.7861417,0.85606855,-0.4100224,-0.2780813,0.1319411
21,-0.66074437,-0.6455807,"('immoral', 'moral')",-0.20172411,-0.104459435,-0.4314757,-0.18194667,-0.4313147,-0.3106623,0.1206524
22,-0.55698824,-0.3959314,"('untrustworthy', 'trustworthy')",-1.3467393,-1.2167814,-0.9865019,-0.75439334,-0.9634098,-0.7890353,0.1743745
23,-0.16082501,-0.024991788,"('insincere', 'sincere')",-0.9776491,-1.0006561,6.0959067,6.0127053,1.6524776,1.6623526,0.009875
