,united_male,united_female,tuple,rentals_male,rentals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.90928,0.66600233,"('unsociable', 'sociable')",0.6766193,0.5421626,-0.22633246,-0.43434906,0.453189,0.2579386,-0.1952504
1,-0.13930626,-0.16212115,"('unfriendly', 'friendly')",0.24732712,0.13816775,1.8528266,1.6217616,0.6536158,0.5326027,-0.1210131
2,0.41869268,0.52593267,"('unlikable', 'likable')",1.1113532,1.251311,0.8025803,0.8907677,0.777542,0.8893371,0.1117951
3,0.09212059,0.13269463,"('repellent', 'pleasant')",-0.09243768,0.030155752,0.062041678,0.17426462,0.0205749,0.1123717,0.0917968
4,-0.14466204,-0.1829264,"('disliked', 'liked')",-0.25460613,-0.20949659,-5.5640783,-5.514663,-1.9877822,-1.9690288,0.0187534
5,0.06656164,0.16123763,"('distant', 'outgoing')",-0.3040773,-0.33583254,0.3343072,0.305282,0.0322638,0.0435624,0.0112986
6,0.038491257,0.19347459,"('distant', 'open')",-0.7449336,-0.7950088,0.6938017,0.61901826,-0.0042136,0.005828,0.0100416
7,1.0051459,0.94771105,"('insensitive', 'sensitive')",0.4386328,0.5565102,0.74517834,0.7370245,0.7296524,0.7470819,0.0174295
8,-0.56644726,-0.5041691,"('unaffectionate', 'affectionate')",-0.11483906,-0.1131338,0.44553992,0.2858907,-0.0785821,-0.1104707,-0.0318886
9,0.7407434,0.79287416,"('unaffectionate', 'caring')",0.7619856,0.7426269,1.1168926,1.0579567,0.8732072,0.8644859,-0.0087213
10,1.1486504,0.9836195,"('unsympathetic', 'sympathetic')",-0.08820899,-0.15374906,-0.22794133,-0.29548764,0.2775,0.1781276,-0.0993724
11,1.0204576,1.0465921,"('unhelpful', 'helpful')",0.8253289,0.8150839,2.1206806,2.1585784,1.3221557,1.3400847,0.017929
12,1.584251,1.6156484,"('unsupportive', 'supportive')",1.1368718,1.2101108,-1.266789,-1.2806755,0.4847779,0.5150279,0.03025
13,0.2504919,0.08039562,"('impolite', 'polite')",0.87705517,0.698715,0.25910276,0.17951863,0.4622166,0.3195431,-0.1426735
14,0.86263216,0.79500324,"('antisocial', 'social')",1.056262,1.2096076,-0.39682496,-0.3894884,0.5073564,0.5383741,0.0310177
15,0.43500188,0.34894037,"('boring', 'funny')",0.09414582,-0.019316845,0.7556253,0.674473,0.4282577,0.3346988,-0.0935589
16,-1.3678086,-1.2446796,"('unpopular', 'popular')",0.529549,0.5823068,0.84663916,0.87003356,0.0027932,0.0692203,0.0664271
17,-0.17362697,-0.11052778,"('nasty', 'nice')",0.33197916,0.4630415,-0.20494036,-0.19399662,-0.0155294,0.052839,0.0683684
18,-0.11996976,-0.044162244,"('disagreeable', 'welcoming')",-0.36677307,-0.2526575,-0.18443482,-0.24914613,-0.2237259,-0.1819886,0.0417373
19,-0.06773257,-0.082179904,"('inhospitable', 'hospitable')",-0.765727,-0.8522243,0.23569871,0.1958305,-0.1992536,-0.2461912,-0.0469376
20,-0.20044012,-0.19256172,"('rough', 'thoughtful')",-0.7578456,-0.6438887,0.5882217,0.5393592,-0.1233547,-0.0990304,0.0243243
21,0.7621519,0.58320546,"('immoral', 'moral')",0.44199303,0.42894858,-0.59343046,-0.5500257,0.2035715,0.1540428,-0.0495287
22,0.33269474,0.22982094,"('untrustworthy', 'trustworthy')",-0.40219685,-0.35606286,-1.0441836,-1.0356025,-0.3712286,-0.3872815,-0.0160529
23,1.6701181,1.6292589,"('insincere', 'sincere')",0.8045321,0.7962074,5.669019,5.607196,2.7145564,2.6775541,-0.0370023
24,2.043088,1.996023,"('dishonest', 'honest')",-0.18184094,-0.21849644,1.071814,1.0364419,0.977687,0.9379896,-0.0396974
25,-0.85414344,-0.7709339,"('egoistic', 'altruistic')",0.2082437,0.28829533,1.1897851,1.1259514,0.1812951,0.2144376,0.0331425
26,0.78803426,0.66166854,"('hardhearted', 'benevolent')",0.75551695,0.7750859,1.4073771,1.2388756,0.9836427,0.8918767,-0.091766
