,royal_male,royal_female,tuple,caribbean_male,caribbean_female,cruises_male,cruises_female,ltd_male,ltd_female,average_male,average_female,female-male
0,0.118370056,0.2072766,"('unsociable', 'sociable')",0.45428926,0.50188684,0.798226,1.0936501,-0.15856285,-0.08022529,0.3030806,0.4306471,0.1275665
1,0.19596888,0.23128945,"('unfriendly', 'friendly')",0.7923398,0.8392403,2.6311696,2.9381652,1.3293328,1.1582522,1.2372028,1.2917367,0.0545339
2,1.1306367,1.1568981,"('unlikable', 'likable')",1.0960845,1.0941106,1.6025549,1.6735278,0.5501172,0.56766605,1.0948483,1.1230507,0.0282024
3,-0.7707636,-0.6494251,"('repellent', 'pleasant')",-0.16813585,-0.1271413,-0.6306724,-0.4560848,0.7659958,0.8063805,-0.200894,-0.1065677,0.0943263
4,0.08612972,0.14638914,"('disliked', 'liked')",0.11302586,0.17425925,0.28471604,0.27657244,-4.993247,-4.6822195,-1.1273439,-1.0212497,0.1060942
5,0.19777557,0.29893404,"('distant', 'outgoing')",0.42153352,0.41196805,1.402626,1.4605513,-0.47360367,-0.48598006,0.3870828,0.4213684,0.0342856
6,-0.31029266,-0.22496533,"('distant', 'open')",0.15570053,0.11112274,0.6620443,0.7289578,0.06981593,-0.01841547,0.144317,0.1491749,0.0048579
7,0.4254427,0.41870975,"('insensitive', 'sensitive')",0.22026645,0.27316558,0.11596854,0.36177692,0.46230486,0.4266712,0.3059956,0.3700809,0.0640853
8,0.31605235,0.3493342,"('unaffectionate', 'affectionate')",0.22715208,0.18569711,1.3621986,1.2717059,0.27484488,-0.026174203,0.5450619,0.4451407,-0.0999212
9,0.8888818,0.97624725,"('unaffectionate', 'caring')",0.5059806,0.537227,1.3635534,1.4426725,0.49735993,0.3190789,0.8139439,0.8188064,0.0048625
10,0.16920847,0.28088033,"('unsympathetic', 'sympathetic')",-0.8391522,-0.7833998,-1.0361485,-0.5930635,0.12200554,0.20992006,-0.3960217,-0.2214157,0.174606
11,0.27465692,0.19191684,"('unhelpful', 'helpful')",0.19897196,0.24254642,-0.36424476,-0.2244258,1.5084614,1.5478733,0.4044614,0.4394777,0.0350163
