,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4303961,0.32955563,"('unsociable', 'sociable')",0.053795196,-0.06544622,-0.6517736,-0.7827743,-0.7409032,-0.84575784,-0.2271214,-0.3411057,-0.1139843
1,1.5831816,1.4637916,"('unfriendly', 'friendly')",0.8319855,0.78283554,0.015024111,-0.10560447,2.6261046,2.5594761,1.264074,1.1751246,-0.0889494
2,0.11388225,0.14767176,"('unlikable', 'likable')",0.7921575,0.9208753,0.48238614,0.54399747,0.5373407,0.56855893,0.4814416,0.5452759,0.0638343
3,-1.5589168,-1.5434178,"('repellent', 'pleasant')",-0.8330476,-0.8228457,0.37315086,0.34488136,-0.22415756,-0.23248729,-0.5607428,-0.5634673,-0.0027245
4,0.95601535,0.86705613,"('disliked', 'liked')",0.2822732,0.20287868,-0.02333544,-0.10577679,-5.8629117,-5.9945135,-1.1619897,-1.2575889,-0.0955992
5,2.2007208,2.1754782,"('distant', 'outgoing')",1.1212382,1.1801344,1.4198037,1.4291966,0.7490892,0.7547638,1.372713,1.3848932,0.0121802
6,2.0617974,2.0359597,"('distant', 'open')",1.2563171,1.3463459,0.93208015,0.9251405,1.2067071,1.2243241,1.3642254,1.3829426,0.0187172
7,0.35259706,0.35617268,"('insensitive', 'sensitive')",-0.64751756,-0.61181307,-1.3604515,-1.3723876,0.79857945,0.7465561,-0.2141981,-0.220368,-0.0061699
8,1.6241488,1.5609415,"('unaffectionate', 'affectionate')",0.92869955,0.95581365,0.26183802,0.21078022,1.683202,1.6477762,1.1244721,1.0938278,-0.0306443
9,1.8998579,1.8488953,"('unaffectionate', 'caring')",0.7871155,0.7276955,0.38132662,0.30060005,2.1650789,2.1104693,1.3083447,1.2469151,-0.0614296
10,-0.9233837,-0.8984109,"('unsympathetic', 'sympathetic')",-0.7727374,-0.85108256,-1.7081136,-1.7936835,-0.72493833,-0.754951,-1.0322932,-1.074532,-0.0422388
11,-1.1396565,-1.1551546,"('unhelpful', 'helpful')",-1.7359864,-1.7945007,-1.7092574,-1.7346675,1.6499877,1.6683533,-0.7337281,-0.7539924,-0.0202643
