,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.4798392,-1.6241685,"('unsociable', 'sociable')",-1.4798392,-1.6241685,-0.1443293
1,-0.9856957,-0.8754488,"('unfriendly', 'friendly')",-0.9856957,-0.8754488,0.1102469
2,0.46744835,0.5723223,"('unlikable', 'likable')",0.4674484,0.5723223,0.1048739
3,-0.035701744,0.03160391,"('repellent', 'pleasant')",-0.0357017,0.0316039,0.0673056
4,-1.7374004,-1.4411255,"('disliked', 'liked')",-1.7374004,-1.4411255,0.2962749
5,-1.5957879,-1.3925896,"('distant', 'outgoing')",-1.5957879,-1.3925896,0.2031983
6,-0.90709394,-0.6210725,"('distant', 'open')",-0.9070939,-0.6210725,0.2860214
7,0.15984693,0.13016057,"('insensitive', 'sensitive')",0.1598469,0.1301606,-0.0296863
8,-0.24631484,-0.17620471,"('unaffectionate', 'affectionate')",-0.2463148,-0.1762047,0.0701101
9,-0.4570691,-0.3649938,"('unaffectionate', 'caring')",-0.4570691,-0.3649938,0.0920753
10,-1.6864722,-1.8080106,"('unsympathetic', 'sympathetic')",-1.6864722,-1.8080106,-0.1215384
11,-0.9713446,-1.1247851,"('unhelpful', 'helpful')",-0.9713446,-1.1247851,-0.1534405
12,-1.5166479,-1.4314514,"('unsupportive', 'supportive')",-1.5166479,-1.4314514,0.0851965
13,-1.3005412,-1.4892159,"('impolite', 'polite')",-1.3005412,-1.4892159,-0.1886747
14,-0.69394237,-0.88277835,"('antisocial', 'social')",-0.6939424,-0.8827783,-0.1888359
15,0.6172832,0.64684755,"('boring', 'funny')",0.6172832,0.6468475,0.0295643
16,0.9465898,1.0981355,"('unpopular', 'popular')",0.9465898,1.0981355,0.1515457
17,-0.66866046,-0.7416664,"('nasty', 'nice')",-0.6686605,-0.7416664,-0.0730059
18,-0.19912568,-0.11766408,"('disagreeable', 'welcoming')",-0.1991257,-0.1176641,0.0814616
19,-0.44110608,-0.28095534,"('inhospitable', 'hospitable')",-0.4411061,-0.2809553,0.1601508
20,-0.06992254,-0.14401434,"('rough', 'thoughtful')",-0.0699225,-0.1440143,-0.0740918
21,-1.0410819,-1.0932997,"('immoral', 'moral')",-1.0410819,-1.0932997,-0.0522178
22,-0.7873324,-0.8145758,"('untrustworthy', 'trustworthy')",-0.7873324,-0.8145758,-0.0272434
23,1.07302,0.8181178,"('insincere', 'sincere')",1.07302,0.8181178,-0.2549022
24,0.026345905,0.02860553,"('dishonest', 'honest')",0.0263459,0.0286055,0.0022596
25,0.78514993,0.8237918,"('egoistic', 'altruistic')",0.7851499,0.8237918,0.0386419
26,0.8395486,0.86602545,"('hardhearted', 'benevolent')",0.8395486,0.8660254,0.0264768
27,0.13736854,0.1318654,"('hardhearted', 'softhearted')",0.1373685,0.1318654,-0.0055031
28,0.4235911,0.2989427,"('disloyal', 'loyal')",0.4235911,0.2989427,-0.1246484
29,-0.028626643,-0.011518725,"('unfair', 'fair')",-0.0286266,-0.0115187,0.0171079
30,-0.5147958,-0.6619321,"('intolerant', 'tolerant')",-0.5147958,-0.6619321,-0.1471363
31,0.17771415,0.31451184,"('evil', 'good')",0.1777142,0.3145118,0.1367976
32,0.0044358056,-0.097421765,"('unkind', 'kind')",0.0044358,-0.0974218,-0.1018576
33,0.08576457,0.23618406,"('wrong', 'right')",0.0857646,0.2361841,0.1504195
34,1.2428603,1.2216974,"('mean', 'honorable')",1.2428603,1.2216974,-0.0211629
35,0.5759018,0.702105,"('corrupt', 'incorrupt')",0.5759018,0.702105,0.1262032
36,0.61508554,0.88501716,"('hostile', 'amicable')",0.6150855,0.8850172,0.2699317
37,-0.76495636,-0.8657179,"('fake', 'genuine')",-0.7649564,-0.8657179,-0.1007615
38,-0.9670166,-0.91966546,"('untruthful', 'truthful')",-0.9670166,-0.9196655,0.0473511
39,-0.39324394,-0.44293502,"('exploitative', 'cooperative')",-0.3932439,-0.442935,-0.0496911
40,-0.2622077,-0.14561589,"('stingy', 'generous')",-0.2622077,-0.1456159,0.1165918
41,0.091899134,0.07101674,"('unforgiving', 'forgiving')",0.0918991,0.0710167,-0.0208824
42,-1.1581812,-1.0421292,"('unreliable', 'reliable')",-1.1581812,-1.0421292,0.116052
43,-0.99915224,-1.1076766,"('irresponsible', 'responsible')",-0.9991522,-1.1076766,-0.1085244
44,-1.1808504,-1.1418608,"('prejudiced', 'unprejudiced')",-1.1808504,-1.1418608,0.0389896
45,-1.1900222,-1.2618934,"('incompetent', 'competent')",-1.1900222,-1.2618934,-0.0718712
46,-1.5744007,-1.6258835,"('uncompetitive', 'competitive')",-1.5744007,-1.6258835,-0.0514828
47,1.0596813,0.9535598,"('stupid', 'smart')",1.0596813,0.9535598,-0.1061215
48,0.11233191,-0.04168178,"('unintelligent', 'intelligent')",0.1123319,-0.0416818,-0.1540137
49,0.06506249,0.10446143,"('unable', 'able')",0.0650625,0.1044614,0.0393989
50,0.925832,1.0277468,"('clumsy', 'skillful')",0.925832,1.0277468,0.1019148
51,0.49843657,0.4006247,"('uneducated', 'educated')",0.4984366,0.4006247,-0.0978119
52,0.73900396,0.94531906,"('irrational', 'rational')",0.739004,0.9453191,0.2063151
53,-0.5371312,-0.3826163,"('uncreative', 'creative')",-0.5371312,-0.3826163,0.1545149
54,-0.16640732,-0.055623688,"('incapable', 'capable')",-0.1664073,-0.0556237,0.1107836
55,-0.88955694,-1.1140933,"('incompetent', 'clever')",-0.8895569,-1.1140933,-0.2245364
56,-0.5728936,-0.7142357,"('impractical', 'practical')",-0.5728936,-0.7142357,-0.1413421
57,-2.0497699,-1.9564466,"('unimaginative', 'imaginative')",-2.0497699,-1.9564466,0.0933233
58,-0.5678842,-0.526283,"('undiscriminating', 'discriminating')",-0.5678842,-0.526283,0.0416012
59,0.33639595,0.5180364,"('foolish', 'wise')",0.3363959,0.5180364,0.1816405
60,-1.3537925,-1.5959309,"('inefficient', 'efficient')",-1.3537925,-1.5959309,-0.2421384
61,-0.38812533,-0.39782688,"('illogical', 'logical')",-0.3881253,-0.3978269,-0.0097016
62,-1.1202306,-1.2539128,"('incompetent', 'brilliant')",-1.1202306,-1.2539128,-0.1336822
63,-0.6108312,-0.67207223,"('unperceptive', 'insightful')",-0.6108312,-0.6720722,-0.061241
64,-2.8912191,-2.7575347,"('shy', 'confident')",-2.8912191,-2.7575347,0.1336844
65,0.6782573,0.55106723,"('insecure', 'secure')",0.6782573,0.5510672,-0.1271901
66,-0.038515948,0.081676334,"('inactive', 'active')",-0.0385159,0.0816763,0.1201922
67,-1.2177577,-1.2638655,"('doubtful', 'determined')",-1.2177577,-1.2638655,-0.0461078
