,veil_male,veil_female,tuple,average_male,average_female,female-male
0,0.49945155,0.47102162,"('unsociable', 'sociable')",0.4994515,0.4710216,-0.0284299
1,0.9453258,1.1521481,"('unfriendly', 'friendly')",0.9453258,1.1521481,0.2068223
2,0.52300847,0.726956,"('unlikable', 'likable')",0.5230085,0.726956,0.2039475
3,1.0520501,1.2456832,"('repellent', 'pleasant')",1.0520501,1.2456832,0.1936331
4,-7.01001,-6.910963,"('disliked', 'liked')",-7.0100098,-6.9109631,0.0990467
5,-0.6042492,-0.34648398,"('distant', 'outgoing')",-0.6042492,-0.346484,0.2577652
6,-0.12829347,0.039996255,"('distant', 'open')",-0.1282935,0.0399963,0.1682898
7,1.6690388,1.7337843,"('insensitive', 'sensitive')",1.6690388,1.7337843,0.0647455
8,1.0597122,0.9746728,"('unaffectionate', 'affectionate')",1.0597122,0.9746728,-0.0850394
9,1.2456701,1.2773256,"('unaffectionate', 'caring')",1.2456701,1.2773256,0.0316555
10,2.0332177,1.7928753,"('unsympathetic', 'sympathetic')",2.0332177,1.7928753,-0.2403424
11,2.0028696,1.9141146,"('unhelpful', 'helpful')",2.0028696,1.9141146,-0.088755
12,-0.8965843,-0.82367736,"('unsupportive', 'supportive')",-0.8965843,-0.8236774,0.0729069
13,0.3566674,0.33732492,"('impolite', 'polite')",0.3566674,0.3373249,-0.0193425
14,0.29377526,0.29871988,"('antisocial', 'social')",0.2937753,0.2987199,0.0049446
15,0.19296248,0.24358852,"('boring', 'funny')",0.1929625,0.2435885,0.050626
16,-0.56419414,-0.32307416,"('unpopular', 'popular')",-0.5641941,-0.3230742,0.2411199
17,0.15191895,0.015146539,"('nasty', 'nice')",0.1519189,0.0151465,-0.1367724
18,-0.43396068,-0.26549762,"('disagreeable', 'welcoming')",-0.4339607,-0.2654976,0.1684631
19,-0.38348264,-0.2928258,"('inhospitable', 'hospitable')",-0.3834826,-0.2928258,0.0906568
20,0.90738666,0.78758633,"('rough', 'thoughtful')",0.9073867,0.7875863,-0.1198004
21,0.30160946,0.4327953,"('immoral', 'moral')",0.3016095,0.4327953,0.1311858
22,0.2587249,0.24435455,"('untrustworthy', 'trustworthy')",0.2587249,0.2443545,-0.0143704
23,6.3262477,6.5123954,"('insincere', 'sincere')",6.3262477,6.5123954,0.1861477
24,1.9827642,2.0591574,"('dishonest', 'honest')",1.9827642,2.0591574,0.0763932
25,0.20791134,0.27208498,"('egoistic', 'altruistic')",0.2079113,0.272085,0.0641737
26,0.2686136,0.1335489,"('hardhearted', 'benevolent')",0.2686136,0.1335489,-0.1350647
27,1.8810443,1.7094615,"('hardhearted', 'softhearted')",1.8810443,1.7094615,-0.1715828
28,1.2543808,1.1644549,"('disloyal', 'loyal')",1.2543808,1.1644549,-0.0899259
29,-0.2623618,-0.3337848,"('unfair', 'fair')",-0.2623618,-0.3337848,-0.071423
30,1.1773739,1.1317129,"('intolerant', 'tolerant')",1.1773739,1.1317129,-0.045661
31,-1.2876706,-1.1395898,"('evil', 'good')",-1.2876706,-1.1395898,0.1480808
32,1.3073472,1.2440774,"('unkind', 'kind')",1.3073472,1.2440774,-0.0632698
33,-1.1129316,-0.96478075,"('wrong', 'right')",-1.1129316,-0.9647807,0.1481509
34,4.1046443,4.431787,"('mean', 'honorable')",4.1046443,4.431787,0.3271427
35,-1.0862094,-1.1907694,"('corrupt', 'incorrupt')",-1.0862094,-1.1907694,-0.10456
36,-0.8515138,-0.97827506,"('hostile', 'amicable')",-0.8515138,-0.9782751,-0.1267613
37,1.0912641,1.0191107,"('fake', 'genuine')",1.0912641,1.0191107,-0.0721534
38,-0.2776889,-0.22490217,"('untruthful', 'truthful')",-0.2776889,-0.2249022,0.0527867
39,0.15894952,0.20217466,"('exploitative', 'cooperative')",0.1589495,0.2021747,0.0432252
40,-0.63853204,-0.6621331,"('stingy', 'generous')",-0.638532,-0.6621331,-0.0236011
41,0.3255837,0.08111525,"('unforgiving', 'forgiving')",0.3255837,0.0811153,-0.2444684
42,-1.0294274,-1.1642154,"('unreliable', 'reliable')",-1.0294274,-1.1642154,-0.134788
43,1.7622023,1.7367594,"('irresponsible', 'responsible')",1.7622023,1.7367594,-0.0254429
44,-1.1124024,-1.3471503,"('prejudiced', 'unprejudiced')",-1.1124024,-1.3471503,-0.2347479
45,1.0638398,0.9538664,"('incompetent', 'competent')",1.0638398,0.9538664,-0.1099734
46,-0.027527489,-0.09105871,"('uncompetitive', 'competitive')",-0.0275275,-0.0910587,-0.0635312
47,5.4962983,5.7158036,"('stupid', 'smart')",5.4962983,5.7158036,0.2195053
48,1.1036016,1.0814456,"('unintelligent', 'intelligent')",1.1036016,1.0814456,-0.022156
49,-0.25177747,0.040856715,"('unable', 'able')",-0.2517775,0.0408567,0.2926342
50,0.3152196,0.3270167,"('clumsy', 'skillful')",0.3152196,0.3270167,0.0117971
51,0.62270695,0.667108,"('uneducated', 'educated')",0.6227069,0.667108,0.0444011
52,-0.5402882,-0.54639363,"('irrational', 'rational')",-0.5402882,-0.5463936,-0.0061054
53,0.3714741,0.46540985,"('uncreative', 'creative')",0.3714741,0.4654098,0.0939357
54,0.9217117,1.0951121,"('incapable', 'capable')",0.9217117,1.0951121,0.1734004
55,1.276501,1.3267795,"('incompetent', 'clever')",1.2765011,1.3267795,0.0502784
56,0.7613536,0.8147306,"('impractical', 'practical')",0.7613536,0.8147306,0.053377
57,-1.7760942,-1.9267743,"('unimaginative', 'imaginative')",-1.7760942,-1.9267743,-0.1506801
58,0.119856045,-0.008745741,"('undiscriminating', 'discriminating')",0.119856,-0.0087457,-0.1286017
59,0.0445515,0.16745196,"('foolish', 'wise')",0.0445515,0.167452,0.1229005
60,0.6289605,0.7845552,"('inefficient', 'efficient')",0.6289605,0.7845552,0.1555947
61,0.71155876,0.5823917,"('illogical', 'logical')",0.7115588,0.5823917,-0.1291671
62,1.5967853,1.8055811,"('incompetent', 'brilliant')",1.5967853,1.8055811,0.2087958
63,1.2171468,1.3642943,"('unperceptive', 'insightful')",1.2171468,1.3642943,0.1471475
64,-5.246859,-5.2157717,"('shy', 'confident')",-5.2468591,-5.2157717,0.0310874
65,1.5549717,1.408995,"('insecure', 'secure')",1.5549717,1.408995,-0.1459767
66,0.013145169,0.0014814343,"('inactive', 'active')",0.0131452,0.0014814,-0.0116638
67,-0.9157667,-0.9081257,"('doubtful', 'determined')",-0.9157667,-0.9081257,0.007641
68,-0.40803653,-0.2237818,"('dependent', 'independent')",-0.4080365,-0.2237818,0.1842547
69,-2.005675,-1.8693321,"('lazy', 'industrious')",-2.0056751,-1.8693321,0.136343
70,2.1237376,2.0673063,"('lethargic', 'energetic')",2.1237376,2.0673063,-0.0564313
71,0.3097793,0.60506696,"('diffident', 'self-confident')",0.3097793,0.605067,0.2952877
72,0.9611309,1.0915414,"('unambitious', 'ambitious')",0.9611309,1.0915414,0.1304105
73,-2.902518,-2.6876085,"('helpless', 'self-reliant')",-2.902518,-2.6876085,0.2149095
74,0.3794462,0.41032743,"('undedicated', 'dedicated')",0.3794462,0.4103274,0.0308812
75,-0.8992334,-0.8152496,"('meek', 'impulsive')",-0.8992334,-0.8152496,0.0839838
76,1.4483427,1.3153687,"('anxious', 'daring')",1.4483427,1.3153687,-0.132974
77,-1.0577369,-0.9438834,"('unmotivated', 'motivated')",-1.0577369,-0.9438834,0.1138535
78,-0.09233239,-0.06418295,"('nonresilient', 'resilient')",-0.0923324,-0.064183,0.0281494
