,village_male,village_female,tuple,average_male,average_female,female-male
0,0.89088464,0.6334406,"('unsociable', 'sociable')",0.8908846,0.6334406,-0.257444
1,1.5046633,1.4344805,"('unfriendly', 'friendly')",1.5046633,1.4344805,-0.0701828
2,0.36953622,0.45046288,"('unlikable', 'likable')",0.3695362,0.4504629,0.0809267
3,0.034083195,0.2010008,"('repellent', 'pleasant')",0.0340832,0.2010008,0.1669176
4,-6.483522,-6.7458706,"('disliked', 'liked')",-6.4835219,-6.7458706,-0.2623487
5,-0.62854415,-0.5792327,"('distant', 'outgoing')",-0.6285442,-0.5792327,0.0493115
6,-0.33108982,-0.3111674,"('distant', 'open')",-0.3310898,-0.3111674,0.0199224
7,1.347727,1.3128896,"('insensitive', 'sensitive')",1.3477269,1.3128896,-0.0348373
8,1.009806,0.9986158,"('unaffectionate', 'affectionate')",1.009806,0.9986158,-0.0111902
9,1.6426457,1.6470764,"('unaffectionate', 'caring')",1.6426457,1.6470764,0.0044307
10,0.96433014,1.086894,"('unsympathetic', 'sympathetic')",0.9643301,1.086894,0.1225639
11,2.398425,2.411137,"('unhelpful', 'helpful')",2.3984251,2.4111371,0.012712
12,-0.9551688,-1.018089,"('unsupportive', 'supportive')",-0.9551688,-1.0180891,-0.0629203
13,0.35075918,0.3078865,"('impolite', 'polite')",0.3507592,0.3078865,-0.0428727
14,0.11482507,0.1812265,"('antisocial', 'social')",0.1148251,0.1812265,0.0664014
15,1.0979059,0.9460127,"('boring', 'funny')",1.0979059,0.9460127,-0.1518932
16,0.24727961,0.11896849,"('unpopular', 'popular')",0.2472796,0.1189685,-0.1283111
17,-0.13913065,-0.20774038,"('nasty', 'nice')",-0.1391307,-0.2077404,-0.0686097
18,-0.73907536,-0.7992549,"('disagreeable', 'welcoming')",-0.7390754,-0.7992549,-0.0601795
19,-0.017705807,-0.087241575,"('inhospitable', 'hospitable')",-0.0177058,-0.0872416,-0.0695358
20,0.6987846,0.60617095,"('rough', 'thoughtful')",0.6987846,0.606171,-0.0926136
21,0.026689362,0.057531543,"('immoral', 'moral')",0.0266894,0.0575315,0.0308421
22,0.2502277,0.13429748,"('untrustworthy', 'trustworthy')",0.2502277,0.1342975,-0.1159302
23,6.40742,6.497046,"('insincere', 'sincere')",6.4074202,6.497046,0.0896258
24,1.4007716,1.4731869,"('dishonest', 'honest')",1.4007716,1.4731869,0.0724153
25,0.91456187,0.7804382,"('egoistic', 'altruistic')",0.9145619,0.7804382,-0.1341237
26,0.40659952,0.33683434,"('hardhearted', 'benevolent')",0.4065995,0.3368343,-0.0697652
27,1.165925,1.1688672,"('hardhearted', 'softhearted')",1.165925,1.1688672,0.0029422
28,0.6320513,0.64249396,"('disloyal', 'loyal')",0.6320513,0.642494,0.0104427
29,-0.26045132,-0.37180537,"('unfair', 'fair')",-0.2604513,-0.3718054,-0.1113541
30,1.5854613,1.5063543,"('intolerant', 'tolerant')",1.5854613,1.5063543,-0.079107
31,-1.31353,-1.3795851,"('evil', 'good')",-1.31353,-1.3795851,-0.0660551
32,1.0629927,1.0384687,"('unkind', 'kind')",1.0629927,1.0384687,-0.024524
33,-0.10815796,-0.23445278,"('wrong', 'right')",-0.108158,-0.2344528,-0.1262948
34,4.9561076,5.0292616,"('mean', 'honorable')",4.9561076,5.0292616,0.073154
35,-0.64370143,-0.8891469,"('corrupt', 'incorrupt')",-0.6437014,-0.8891469,-0.2454455
36,0.014507953,-0.30044374,"('hostile', 'amicable')",0.014508,-0.3004437,-0.3149517
37,0.520919,0.5363509,"('fake', 'genuine')",0.520919,0.5363509,0.0154319
38,1.1980317,1.0546021,"('untruthful', 'truthful')",1.1980317,1.0546021,-0.1434296
39,0.093139954,-0.0121891,"('exploitative', 'cooperative')",0.09314,-0.0121891,-0.1053291
40,-2.0885248,-2.128181,"('stingy', 'generous')",-2.0885248,-2.128181,-0.0396562
41,0.54909736,0.39604747,"('unforgiving', 'forgiving')",0.5490974,0.3960475,-0.1530499
42,-2.2783375,-2.1799266,"('unreliable', 'reliable')",-2.2783375,-2.1799266,0.0984109
43,1.5012535,1.4950947,"('irresponsible', 'responsible')",1.5012535,1.4950947,-0.0061588
44,-1.6048572,-1.5435476,"('prejudiced', 'unprejudiced')",-1.6048572,-1.5435476,0.0613096
45,0.60584325,0.5629391,"('incompetent', 'competent')",0.6058432,0.5629391,-0.0429041
46,0.025038648,-0.0577969,"('uncompetitive', 'competitive')",0.0250386,-0.0577969,-0.0828355
47,5.205769,5.443317,"('stupid', 'smart')",5.2057691,5.4433169,0.2375478
48,0.8982058,0.86860967,"('unintelligent', 'intelligent')",0.8982058,0.8686097,-0.0295961
49,-0.411704,-0.28614056,"('unable', 'able')",-0.411704,-0.2861406,0.1255634
50,-0.7299202,-0.62775314,"('clumsy', 'skillful')",-0.7299202,-0.6277531,0.1021671
51,0.6884697,0.7259715,"('uneducated', 'educated')",0.6884697,0.7259715,0.0375018
52,-0.16911995,-0.31613973,"('irrational', 'rational')",-0.16912,-0.3161397,-0.1470197
53,0.32517982,0.24255028,"('uncreative', 'creative')",0.3251798,0.2425503,-0.0826295
54,1.282608,1.3311297,"('incapable', 'capable')",1.282608,1.3311297,0.0485217
55,0.94964844,0.9680007,"('incompetent', 'clever')",0.9496484,0.9680007,0.0183523
