,united_male,united_female,tuple,rentals_male,rentals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.85634625,0.6687265,"('unsociable', 'sociable')",0.6150617,0.56354046,-0.4640989,-0.67551804,0.3357697,0.185583,-0.1501867
1,-0.06977965,-0.0153403375,"('unfriendly', 'friendly')",0.43814036,0.40746903,2.1592422,1.99855,0.8425343,0.796893,-0.0456413
2,0.30052704,0.52151847,"('unlikable', 'likable')",1.0625298,1.3188311,0.910648,1.0665729,0.7579017,0.9689741,0.2110724
3,0.0016218871,-0.008292885,"('repellent', 'pleasant')",-0.1632232,-0.0026202598,0.16301404,0.23199193,0.0004709,0.0736929,0.073222
4,-0.31583726,-0.36032647,"('disliked', 'liked')",-0.36573657,-0.36144367,-6.0504737,-6.0065866,-2.2440159,-2.2427856,0.0012303
5,-0.064893484,0.11394428,"('distant', 'outgoing')",-0.19414529,-0.19947559,0.32980365,0.3949775,0.0235883,0.1031487,0.0795604
6,-0.033308,0.22221391,"('distant', 'open')",-0.5936064,-0.5861809,0.89461035,0.9352911,0.089232,0.1904414,0.1012094
7,0.9045922,0.8324152,"('insensitive', 'sensitive')",0.36347824,0.5306984,0.5870937,0.5087734,0.6183881,0.6239623,0.0055742
8,-0.38803563,-0.27536997,"('unaffectionate', 'affectionate')",0.15277795,0.22927642,0.95542824,0.8797282,0.2400569,0.2778782,0.0378213
9,0.68222827,0.78023744,"('unaffectionate', 'caring')",0.8102454,0.84344596,1.2709055,1.2542853,0.9211264,0.9593229,0.0381965
10,1.157447,1.0489413,"('unsympathetic', 'sympathetic')",-0.21231616,-0.17843378,-0.40085274,-0.4843644,0.181426,0.1287144,-0.0527116
11,1.0205003,1.0849652,"('unhelpful', 'helpful')",0.81245923,0.85166574,1.9793503,2.079646,1.2707699,1.3387591,0.0679892
12,1.4955468,1.6141086,"('unsupportive', 'supportive')",0.9965738,1.177279,-1.6370456,-1.6231503,0.285025,0.3894124,0.1043874
13,0.073183715,-0.077422805,"('impolite', 'polite')",0.7287913,0.6053132,-0.29574025,-0.4138976,0.1687449,0.0379976,-0.1307473
14,0.79195625,0.6861016,"('antisocial', 'social')",0.87404495,1.084506,-0.85123545,-0.90172905,0.2715886,0.2896262,0.0180376
15,0.58711255,0.5731807,"('boring', 'funny')",0.20192716,0.10506581,0.7504289,0.6932911,0.5131562,0.4571792,-0.055977
16,-1.6253395,-1.5418993,"('unpopular', 'popular')",0.439917,0.5198119,0.6667564,0.68405455,-0.1728887,-0.1126776,0.0602111
17,-0.12819561,-0.01077839,"('nasty', 'nice')",0.28482854,0.44065726,-0.43194136,-0.35616264,-0.0917695,0.0245721,0.1163416
18,-0.22824371,-0.04679403,"('disagreeable', 'welcoming')",-0.4384947,-0.20352623,-0.1347769,-0.09379776,-0.2671718,-0.114706,0.1524658
19,-0.11197813,0.039388653,"('inhospitable', 'hospitable')",-0.6725878,-0.6865794,0.36844894,0.47606677,-0.1387057,-0.0570413,0.0816644
20,0.0886081,0.09233071,"('rough', 'thoughtful')",-0.67293733,-0.5479086,0.7812206,0.7382996,0.0656305,0.0942406,0.0286101
21,0.73238766,0.6086005,"('immoral', 'moral')",0.42772105,0.4838776,-0.8195424,-0.7613089,0.1135221,0.1103897,-0.0031324
22,0.3431556,0.23303537,"('untrustworthy', 'trustworthy')",-0.4704962,-0.36153805,-1.1180067,-1.1401746,-0.4151158,-0.4228925,-0.0077767
23,1.6931359,1.691039,"('insincere', 'sincere')",0.737515,0.7792405,5.739466,5.615631,2.7233721,2.6953036,-0.0280685
24,2.0237741,2.0379415,"('dishonest', 'honest')",-0.21934497,-0.16592516,1.0092334,0.9569,0.9378875,0.9429721,0.0050846
25,-0.90613943,-0.86929375,"('egoistic', 'altruistic')",0.25720626,0.348136,1.4446368,1.3445464,0.2652345,0.2744629,0.0092284
26,1.10434,0.92869514,"('hardhearted', 'benevolent')",0.9214352,0.99048436,1.5919738,1.438878,1.2059163,1.1193525,-0.0865638
27,0.42521188,0.62921894,"('hardhearted', 'softhearted')",-0.1526476,0.05303368,1.5843935,1.480581,0.6189859,0.7209446,0.1019587
28,0.54777867,0.4411632,"('disloyal', 'loyal')",-0.263448,-0.31407502,0.9217963,0.78776926,0.4020423,0.3049525,-0.0970898
29,-0.22745213,-0.26555043,"('unfair', 'fair')",-0.9835653,-1.0690877,-0.396293,-0.52634394,-0.5357701,-0.6203274,-0.0845573
30,1.1500391,1.1500106,"('intolerant', 'tolerant')",0.5977533,0.80881983,1.0287178,1.0665852,0.9255034,1.0084718,0.0829684
31,-1.6255665,-1.5260442,"('evil', 'good')",-0.89844114,-0.83017105,-0.6562067,-0.75710356,-1.0600715,-1.037773,0.0222985
32,0.7179688,0.69306505,"('unkind', 'kind')",0.53824526,0.53396547,1.0381224,0.8457852,0.7647789,0.6909386,-0.0738403
33,0.0031485688,-0.031580973,"('wrong', 'right')",0.47582003,0.36766016,-0.2542975,-0.3821389,0.0748904,-0.0153532,-0.0902436
34,0.51087487,0.7416099,"('mean', 'honorable')",0.3390132,0.6255588,6.0248055,6.199902,2.2915646,2.522357,0.2307924
35,-1.1175377,-1.1042639,"('corrupt', 'incorrupt')",-0.3830382,-0.5523188,-0.06715613,-0.22927362,-0.5225773,-0.6286188,-0.1060415
36,-1.3262757,-1.2575489,"('hostile', 'amicable')",0.13850582,0.1079682,0.5041484,0.35412583,-0.2278738,-0.2651516,-0.0372778
37,0.55090064,0.5536422,"('fake', 'genuine')",-0.45993352,-0.4571517,0.5635592,0.5739263,0.2181754,0.2234723,0.0052969
38,0.4820488,0.54594904,"('untruthful', 'truthful')",0.5760228,0.49494424,0.12208819,0.22761041,0.3933866,0.4228346,0.029448
39,2.1085017,2.144569,"('exploitative', 'cooperative')",0.5158558,0.576403,-0.0050813667,-0.013718057,0.873092,0.902418,0.029326
40,0.53207344,0.49282667,"('stingy', 'generous')",-0.36281988,-0.19936465,-1.3438936,-1.4711888,-0.3915467,-0.3925756,-0.0010289
41,-0.15563594,-0.08076907,"('unforgiving', 'forgiving')",0.4240276,0.63180864,0.16172141,0.16067405,0.143371,0.2372379,0.0938669
42,1.1427672,1.3714352,"('unreliable', 'reliable')",0.1473413,0.46272647,-2.4790623,-2.2535279,-0.396318,-0.1397887,0.2565293
43,1.1971145,1.3570645,"('irresponsible', 'responsible')",0.57744104,0.75527054,0.57543164,0.594557,0.783329,0.9022973,0.1189683
44,-0.87457454,-0.73389184,"('prejudiced', 'unprejudiced')",-0.4413933,-0.28646633,-1.3076158,-1.2419273,-0.8745279,-0.7540952,0.1204327
45,0.16032985,0.104588866,"('incompetent', 'competent')",-0.0990123,0.09964456,0.028877197,-0.03969395,0.0300649,0.0548465,0.0247816
46,0.6397437,0.54622924,"('uncompetitive', 'competitive')",0.63260704,0.62367827,-0.7108328,-0.70238096,0.1871727,0.1558422,-0.0313305
47,0.49498722,0.60927856,"('stupid', 'smart')",0.706733,0.88293,5.7722116,5.778201,2.3246439,2.4234699,0.098826
48,0.77827084,0.69389796,"('unintelligent', 'intelligent')",-0.3335228,-0.30197227,0.49675697,0.46245125,0.313835,0.2847923,-0.0290427
49,-0.8258725,-0.6516597,"('unable', 'able')",-1.0791494,-0.7701209,-0.25889838,-0.022920866,-0.7213068,-0.4815671,0.2397397
50,-0.13925451,-0.044241823,"('clumsy', 'skillful')",0.6514002,0.7111353,0.36901632,0.38276264,0.2937207,0.3498854,0.0561647
51,0.46674377,0.27597475,"('uneducated', 'educated')",-0.873338,-0.96010125,0.20494628,0.08097121,-0.067216,-0.2010518,-0.1338358
52,-0.36397874,-0.41805342,"('irrational', 'rational')",0.683789,0.36156774,0.27503622,0.10205295,0.1982822,0.0151891,-0.1830931
53,-0.9999536,-0.9408494,"('uncreative', 'creative')",0.039962284,0.14583923,1.0864476,0.99047476,0.0421521,0.0651549,0.0230028
54,-0.40894237,-0.37263098,"('incapable', 'capable')",0.67864776,0.5706309,1.3836124,1.3960373,0.5511059,0.5313458,-0.0197601
