,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.096215144,-0.04552432,"('unsociable', 'sociable')",-0.46190435,-0.6110946,-0.53284997,-0.6965492,-0.2995131,-0.451056,-0.1515429
1,2.0513153,2.003133,"('unfriendly', 'friendly')",0.54836166,0.3197814,1.6567363,1.5090244,1.4188045,1.2773129,-0.1414916
2,0.65717673,0.7024351,"('unlikable', 'likable')",0.34431896,0.40959784,0.605458,0.72588134,0.5356512,0.6126381,0.0769869
3,-1.1416804,-1.0345788,"('repellent', 'pleasant')",-0.19038962,-0.063385576,0.075004905,0.15272486,-0.4190217,-0.3150798,0.1039419
4,0.3988875,0.38670683,"('disliked', 'liked')",-0.43860322,-0.51596177,-5.9969463,-6.1362953,-2.0122207,-2.0885167,-0.076296
5,0.8343481,0.8789711,"('distant', 'outgoing')",-0.53830564,-0.48603535,-0.44133532,-0.3438845,-0.048431,0.0163504,0.0647814
6,0.83209676,0.88279855,"('distant', 'open')",-0.55331516,-0.5389264,0.48986208,0.5566692,0.2562146,0.3001804,0.0439658
7,-0.26907724,-0.2979442,"('insensitive', 'sensitive')",0.07714969,0.14816996,0.1521618,0.18004622,-0.0132552,0.0100907,0.0233459
8,2.0617476,2.0305042,"('unaffectionate', 'affectionate')",0.54530364,0.47466636,0.713748,0.67116237,1.106933,1.0587777,-0.0481553
9,2.039514,2.0533803,"('unaffectionate', 'caring')",0.73987675,0.64569205,1.0884904,1.0608196,1.2892938,1.2532973,-0.0359965
10,-0.9266783,-1.0247442,"('unsympathetic', 'sympathetic')",-0.6930677,-0.6681095,-0.5580332,-0.6612577,-0.7259264,-0.7847038,-0.0587774
11,0.26064456,0.3014608,"('unhelpful', 'helpful')",0.8931673,1.0165288,1.6607108,1.6376255,0.9381742,0.985205,0.0470308
12,0.9506355,1.0138112,"('unsupportive', 'supportive')",0.5012634,0.6709112,-2.0048072,-1.9883492,-0.1843028,-0.1012089,0.0830939
13,-1.0251832,-1.0963264,"('impolite', 'polite')",-1.0048662,-0.94545704,-0.72876406,-0.7998613,-0.9196045,-0.9472149,-0.0276104
14,0.037804544,-0.050579872,"('antisocial', 'social')",0.43783417,0.43604568,-0.9573891,-0.99422336,-0.1605835,-0.2029192,-0.0423357
15,1.0451816,0.9285339,"('boring', 'funny')",0.00037921872,-0.06714305,0.34708118,0.33121118,0.464214,0.397534,-0.06668
16,-0.1705659,-0.18068531,"('unpopular', 'popular')",0.14285073,0.11433632,0.6788407,0.632668,0.2170419,0.188773,-0.0282689
17,-0.56255484,-0.4910587,"('nasty', 'nice')",-0.70534694,-0.59713453,-0.7552936,-0.65695,-0.6743984,-0.5817144,0.092684
18,0.28006542,0.2877981,"('disagreeable', 'welcoming')",0.048771948,0.09607647,-0.34847313,-0.32843593,-0.0065453,0.0184796,0.0250249
19,0.6389298,0.7159289,"('inhospitable', 'hospitable')",-0.46078706,-0.4472884,-0.29962984,-0.08586861,-0.0404957,0.060924,0.1014197
20,0.41928092,0.43286115,"('rough', 'thoughtful')",0.8663211,0.97768205,1.1249964,1.0508349,0.8035328,0.8204594,0.0169266
21,-0.40222102,-0.51033884,"('immoral', 'moral')",0.18669178,0.15553685,-1.0112711,-1.0724381,-0.4089334,-0.4757467,-0.0668133
22,-0.8105595,-0.9296103,"('untrustworthy', 'trustworthy')",-0.54424524,-0.61034036,-1.0424176,-1.1215426,-0.7990742,-0.8871644,-0.0880902
23,-0.3383209,-0.38209236,"('insincere', 'sincere')",-0.36594564,-0.39569592,4.89905,4.7954354,1.3982612,1.3392158,-0.0590454
24,-0.28413495,-0.35252905,"('dishonest', 'honest')",-1.2834325,-1.3393604,0.50120723,0.4110512,-0.3554534,-0.4269461,-0.0714927
25,1.0619831,1.0172678,"('egoistic', 'altruistic')",0.6645646,0.5776415,1.5966665,1.5531234,1.107738,1.0493442,-0.0583938
26,2.2952952,2.2637558,"('hardhearted', 'benevolent')",0.8346629,0.8124002,1.8200823,1.7009258,1.6500134,1.5923607,-0.0576527
27,0.516315,0.55609953,"('hardhearted', 'softhearted')",0.33540022,0.41808653,1.4278758,1.3850645,0.7598637,0.7864168,0.0265531
28,-0.39620206,-0.6333735,"('disloyal', 'loyal')",-0.08727938,-0.24453822,0.93428916,0.74455726,0.1502692,-0.0444515,-0.1947207
29,-0.35906336,-0.42571068,"('unfair', 'fair')",-0.56897634,-0.58322257,-0.5455458,-0.6124706,-0.4911952,-0.540468,-0.0492728
30,0.4872649,0.41036385,"('intolerant', 'tolerant')",1.134156,1.1007639,0.69226277,0.65491265,0.7712278,0.7220135,-0.0492143
31,0.036453877,0.20252812,"('evil', 'good')",-0.35291284,-0.3483348,-0.9409194,-0.9408995,-0.4191261,-0.3622354,0.0568907
32,0.5346733,0.44688728,"('unkind', 'kind')",-0.102800265,-0.09897408,0.82305336,0.68632734,0.4183088,0.3447468,-0.073562
33,1.1506222,1.0399762,"('wrong', 'right')",0.8062465,0.6909766,-0.30303583,-0.3668958,0.5512776,0.4546857,-0.0965919
34,0.2667448,0.44745675,"('mean', 'honorable')",-0.13699628,0.054811686,5.8941183,6.1020646,2.0079556,2.2014443,0.1934887
35,0.11268238,0.021340344,"('corrupt', 'incorrupt')",0.08212283,-7.2905794e-05,0.117579564,0.045115985,0.1041283,0.0221278,-0.0820005
36,0.83086616,0.85910714,"('hostile', 'amicable')",-0.11180715,-0.2830506,0.8306425,0.6922175,0.5165672,0.422758,-0.0938092
37,0.1606088,0.11234335,"('fake', 'genuine')",-0.16505107,-0.096964404,0.35474962,0.43351457,0.1167691,0.1496312,0.0328621
38,-0.33182073,-0.32799563,"('untruthful', 'truthful')",-0.5452908,-0.51069045,-0.25000674,-0.29178572,-0.3757061,-0.3768239,-0.0011178
39,1.2595235,1.3543584,"('exploitative', 'cooperative')",0.7723984,0.79604894,-0.031904377,-0.07031457,0.6666725,0.6933642,0.0266917
40,0.4030612,0.33656693,"('stingy', 'generous')",0.07005341,0.0786045,-1.455203,-1.5583305,-0.3273628,-0.3810531,-0.0536903
