,bean_male,bean_female,tuple,average_male,average_female,female-male
0,-0.24063298,-0.32970524,"('unsociable', 'sociable')",-0.240633,-0.3297052,-0.0890722
1,1.4602766,1.4612948,"('unfriendly', 'friendly')",1.4602766,1.4612948,0.0010182
2,-0.221004,-0.14983882,"('unlikable', 'likable')",-0.221004,-0.1498388,0.0711652
3,0.6223721,0.6738413,"('repellent', 'pleasant')",0.6223721,0.6738413,0.0514692
4,-7.1015153,-7.1623893,"('disliked', 'liked')",-7.1015153,-7.1623893,-0.060874
5,-0.2332745,-0.18045478,"('distant', 'outgoing')",-0.2332745,-0.1804548,0.0528197
6,0.4858241,0.4642517,"('distant', 'open')",0.4858241,0.4642517,-0.0215724
7,0.6282638,0.6675813,"('insensitive', 'sensitive')",0.6282638,0.6675813,0.0393175
8,1.2706987,1.243378,"('unaffectionate', 'affectionate')",1.2706987,1.243378,-0.0273207
9,1.4226669,1.4608142,"('unaffectionate', 'caring')",1.4226669,1.4608142,0.0381473
10,0.7733748,0.67647004,"('unsympathetic', 'sympathetic')",0.7733748,0.67647,-0.0969048
11,1.4710966,1.4495779,"('unhelpful', 'helpful')",1.4710966,1.4495779,-0.0215187
12,-1.7258062,-1.7459273,"('unsupportive', 'supportive')",-1.7258062,-1.7459273,-0.0201211
13,-0.4835809,-0.5770187,"('impolite', 'polite')",-0.4835809,-0.5770187,-0.0934378
14,-0.028455194,-0.113586694,"('antisocial', 'social')",-0.0284552,-0.1135867,-0.0851315
15,0.42062256,0.35886753,"('boring', 'funny')",0.4206226,0.3588675,-0.0617551
16,-0.38075584,-0.27733463,"('unpopular', 'popular')",-0.3807558,-0.2773346,0.1034212
17,-0.5848603,-0.4698095,"('nasty', 'nice')",-0.5848603,-0.4698095,0.1150508
18,-0.160616,-0.25668758,"('disagreeable', 'welcoming')",-0.160616,-0.2566876,-0.0960716
19,-0.2623097,-0.28138506,"('inhospitable', 'hospitable')",-0.2623097,-0.2813851,-0.0190754
20,0.8131913,0.7790954,"('rough', 'thoughtful')",0.8131913,0.7790954,-0.0340959
21,-0.5135109,-0.48041195,"('immoral', 'moral')",-0.5135109,-0.4804119,0.033099
22,-0.58377194,-0.6855125,"('untrustworthy', 'trustworthy')",-0.5837719,-0.6855125,-0.1017406
23,6.2924256,6.257896,"('insincere', 'sincere')",6.2924256,6.2578959,-0.0345297
24,1.6250448,1.4413381,"('dishonest', 'honest')",1.6250448,1.4413381,-0.1837067
25,0.98623496,0.98855317,"('egoistic', 'altruistic')",0.986235,0.9885532,0.0023182
26,0.7827093,0.7677047,"('hardhearted', 'benevolent')",0.7827093,0.7677047,-0.0150046
