,siding_male,siding_female,tuple,average_male,average_female,female-male
0,-0.11522029,-0.20430738,"('unsociable', 'sociable')",-0.1152203,-0.2043074,-0.0890871
1,1.7197216,1.7539839,"('unfriendly', 'friendly')",1.7197216,1.7539839,0.0342623
2,-0.0017570592,0.05205027,"('unlikable', 'likable')",-0.0017571,0.0520503,0.0538074
3,0.32051975,0.4106499,"('repellent', 'pleasant')",0.3205197,0.4106499,0.0901302
4,-7.515477,-7.5339074,"('disliked', 'liked')",-7.5154772,-7.5339074,-0.0184302
5,-0.36719078,-0.26577896,"('distant', 'outgoing')",-0.3671908,-0.265779,0.1014118
6,0.15952748,0.2060341,"('distant', 'open')",0.1595275,0.2060341,0.0465066
7,1.1319838,1.1141387,"('insensitive', 'sensitive')",1.1319838,1.1141387,-0.0178451
8,1.6612816,1.5594926,"('unaffectionate', 'affectionate')",1.6612816,1.5594926,-0.101789
9,1.8393767,1.7789598,"('unaffectionate', 'caring')",1.8393767,1.7789598,-0.0604169
10,0.6707396,0.7559352,"('unsympathetic', 'sympathetic')",0.6707396,0.7559352,0.0851956
11,1.4307516,1.5038357,"('unhelpful', 'helpful')",1.4307516,1.5038357,0.0730841
12,-1.7430009,-1.7553413,"('unsupportive', 'supportive')",-1.7430009,-1.7553413,-0.0123404
13,-0.49986136,-0.5231197,"('impolite', 'polite')",-0.4998614,-0.5231197,-0.0232583
14,0.026009886,-0.0087633915,"('antisocial', 'social')",0.0260099,-0.0087634,-0.0347733
15,0.6941912,0.57591283,"('boring', 'funny')",0.6941912,0.5759128,-0.1182784
16,-0.22846703,-0.22642864,"('unpopular', 'popular')",-0.228467,-0.2264286,0.0020384
17,-0.37293574,-0.38411862,"('nasty', 'nice')",-0.3729357,-0.3841186,-0.0111829
18,-0.35932133,-0.30568492,"('disagreeable', 'welcoming')",-0.3593213,-0.3056849,0.0536364
19,-0.37067708,-0.34378058,"('inhospitable', 'hospitable')",-0.3706771,-0.3437806,0.0268965
20,0.77988076,0.7799778,"('rough', 'thoughtful')",0.7798808,0.7799778,9.7e-05
21,-0.5940512,-0.5258727,"('immoral', 'moral')",-0.5940512,-0.5258727,0.0681785
22,-0.8691649,-0.7635472,"('untrustworthy', 'trustworthy')",-0.8691649,-0.7635472,0.1056177
23,6.584703,6.6026783,"('insincere', 'sincere')",6.584703,6.6026783,0.0179753
24,1.6621529,1.578745,"('dishonest', 'honest')",1.6621529,1.578745,-0.0834079
25,1.2735841,1.1834499,"('egoistic', 'altruistic')",1.2735841,1.1834499,-0.0901342
26,1.2165226,1.1097872,"('hardhearted', 'benevolent')",1.2165226,1.1097872,-0.1067354
27,1.5796852,1.5154569,"('hardhearted', 'softhearted')",1.5796852,1.5154569,-0.0642283
28,1.0883752,1.0696266,"('disloyal', 'loyal')",1.0883752,1.0696266,-0.0187486
29,-0.41146266,-0.5372586,"('unfair', 'fair')",-0.4114627,-0.5372586,-0.1257959
30,0.78515995,0.7330849,"('intolerant', 'tolerant')",0.7851599,0.7330849,-0.052075
31,-1.0385888,-1.0294127,"('evil', 'good')",-1.0385888,-1.0294127,0.0091761
32,0.9359871,0.8495679,"('unkind', 'kind')",0.9359871,0.8495679,-0.0864192
33,-0.48536614,-0.57942885,"('wrong', 'right')",-0.4853661,-0.5794289,-0.0940628
34,4.8759995,4.9979444,"('mean', 'honorable')",4.8759995,4.9979444,0.1219449
35,-0.436126,-0.607736,"('corrupt', 'incorrupt')",-0.436126,-0.607736,-0.17161
36,-0.6248705,-0.6260134,"('hostile', 'amicable')",-0.6248705,-0.6260134,-0.0011429
37,1.0944456,1.0618756,"('fake', 'genuine')",1.0944456,1.0618756,-0.03257
38,-0.17853951,-0.17271899,"('untruthful', 'truthful')",-0.1785395,-0.172719,0.0058205
39,0.34456912,0.35521722,"('exploitative', 'cooperative')",0.3445691,0.3552172,0.0106481
40,-1.4863728,-1.5071403,"('stingy', 'generous')",-1.4863728,-1.5071403,-0.0207675
41,-0.09799565,-0.10113162,"('unforgiving', 'forgiving')",-0.0979956,-0.1011316,-0.003136
42,-2.9195526,-2.7886927,"('unreliable', 'reliable')",-2.9195526,-2.7886927,0.1308599
