,shrimp_male,shrimp_female,tuple,average_male,average_female,female-male
0,0.3985547,0.34984764,"('unsociable', 'sociable')",0.3985547,0.3498476,-0.0487071
1,1.8437519,1.7593985,"('unfriendly', 'friendly')",1.8437519,1.7593985,-0.0843534
2,0.36071837,0.51747775,"('unlikable', 'likable')",0.3607184,0.5174778,0.1567594
3,1.1805391,1.302259,"('repellent', 'pleasant')",1.1805391,1.302259,0.1217199
4,-6.6749477,-6.6864176,"('disliked', 'liked')",-6.6749477,-6.6864176,-0.0114699
5,-0.079653755,0.07802874,"('distant', 'outgoing')",-0.0796538,0.0780287,0.1576825
6,0.19943412,0.31993958,"('distant', 'open')",0.1994341,0.3199396,0.1205055
7,1.4101175,1.576182,"('insensitive', 'sensitive')",1.4101175,1.576182,0.1660645
8,1.1452603,1.0453553,"('unaffectionate', 'affectionate')",1.1452603,1.0453553,-0.099905
9,1.7850704,1.8034431,"('unaffectionate', 'caring')",1.7850704,1.8034431,0.0183727
10,1.1279094,1.2735094,"('unsympathetic', 'sympathetic')",1.1279094,1.2735094,0.1456
11,1.944268,2.0851884,"('unhelpful', 'helpful')",1.944268,2.0851884,0.1409204
12,-0.81696045,-0.6462941,"('unsupportive', 'supportive')",-0.8169605,-0.6462941,0.1706664
13,0.18407214,0.117922954,"('impolite', 'polite')",0.1840721,0.117923,-0.0661491
14,0.081489645,0.035564516,"('antisocial', 'social')",0.0814896,0.0355645,-0.0459251
15,0.58017623,0.6228775,"('boring', 'funny')",0.5801762,0.6228775,0.0427013
16,-0.37655336,-0.32778502,"('unpopular', 'popular')",-0.3765534,-0.327785,0.0487684
17,-0.36951193,-0.3311195,"('nasty', 'nice')",-0.3695119,-0.3311195,0.0383924
18,-0.11094056,-0.08101562,"('disagreeable', 'welcoming')",-0.1109406,-0.0810156,0.029925
19,-0.21774116,-0.008926693,"('inhospitable', 'hospitable')",-0.2177412,-0.0089267,0.2088145
20,0.429466,0.32985392,"('rough', 'thoughtful')",0.429466,0.3298539,-0.0996121
21,0.16648656,0.47158575,"('immoral', 'moral')",0.1664866,0.4715858,0.3050992
22,-0.19265056,-0.060765684,"('untrustworthy', 'trustworthy')",-0.1926506,-0.0607657,0.1318849
23,6.6438985,6.798867,"('insincere', 'sincere')",6.6438985,6.7988672,0.1549687
24,1.9361167,2.1240304,"('dishonest', 'honest')",1.9361167,2.1240304,0.1879137
25,1.0566114,0.8473495,"('egoistic', 'altruistic')",1.0566114,0.8473495,-0.2092619
26,0.47243884,0.28351155,"('hardhearted', 'benevolent')",0.4724388,0.2835115,-0.1889273
27,1.8096236,1.577771,"('hardhearted', 'softhearted')",1.8096236,1.5777709,-0.2318527
28,1.0892131,1.1356632,"('disloyal', 'loyal')",1.0892131,1.1356632,0.0464501
29,-0.78581667,-0.831713,"('unfair', 'fair')",-0.7858167,-0.831713,-0.0458963
30,0.8916901,0.92644083,"('intolerant', 'tolerant')",0.8916901,0.9264408,0.0347507
31,-1.1137509,-1.1912884,"('evil', 'good')",-1.1137509,-1.1912884,-0.0775375
32,1.1564472,1.143265,"('unkind', 'kind')",1.1564472,1.143265,-0.0131822
33,-0.054186016,-0.035465598,"('wrong', 'right')",-0.054186,-0.0354656,0.0187204
34,4.397932,4.6960444,"('mean', 'honorable')",4.3979321,4.6960444,0.2981123
35,-1.0343077,-1.187327,"('corrupt', 'incorrupt')",-1.0343077,-1.187327,-0.1530193
36,-1.1137637,-1.2494563,"('hostile', 'amicable')",-1.1137637,-1.2494563,-0.1356926
37,1.1929443,1.1428009,"('fake', 'genuine')",1.1929443,1.1428009,-0.0501434
38,0.17096117,0.24894902,"('untruthful', 'truthful')",0.1709612,0.248949,0.0779878
39,0.26551107,0.28381297,"('exploitative', 'cooperative')",0.2655111,0.283813,0.0183019
40,-0.6392454,-0.6925092,"('stingy', 'generous')",-0.6392454,-0.6925092,-0.0532638
41,-0.11177319,-0.22058833,"('unforgiving', 'forgiving')",-0.1117732,-0.2205883,-0.1088151
42,-2.0236669,-1.8129193,"('unreliable', 'reliable')",-2.0236669,-1.8129193,0.2107476
43,0.9048122,1.0342811,"('irresponsible', 'responsible')",0.9048122,1.0342811,0.1294689
44,-1.7711581,-1.9725567,"('prejudiced', 'unprejudiced')",-1.7711581,-1.9725567,-0.2013986
45,0.33601096,0.4894727,"('incompetent', 'competent')",0.336011,0.4894727,0.1534617
46,-0.5528468,-0.4167964,"('uncompetitive', 'competitive')",-0.5528468,-0.4167964,0.1360504
47,4.4420867,4.5505238,"('stupid', 'smart')",4.4420867,4.5505238,0.1084371
48,0.7534203,0.8177749,"('unintelligent', 'intelligent')",0.7534203,0.8177749,0.0643546
49,0.26935413,0.44476297,"('unable', 'able')",0.2693541,0.444763,0.1754089
50,-0.07341676,0.124056734,"('clumsy', 'skillful')",-0.0734168,0.1240567,0.1974735
51,1.0030012,1.1864506,"('uneducated', 'educated')",1.0030012,1.1864506,0.1834494
52,-0.17608252,-0.1642117,"('irrational', 'rational')",-0.1760825,-0.1642117,0.0118708
53,0.23894772,0.20540251,"('uncreative', 'creative')",0.2389477,0.2054025,-0.0335452
54,1.1826812,1.5141984,"('incapable', 'capable')",1.1826812,1.5141984,0.3315172
55,1.2751553,1.414249,"('incompetent', 'clever')",1.2751553,1.4142489,0.1390936
56,0.5944387,0.79677016,"('impractical', 'practical')",0.5944387,0.7967702,0.2023315
57,-2.1757436,-2.0452619,"('unimaginative', 'imaginative')",-2.1757436,-2.0452619,0.1304817
58,-0.13356955,-0.085186735,"('undiscriminating', 'discriminating')",-0.1335696,-0.0851867,0.0483829
59,-0.03762473,0.08173644,"('foolish', 'wise')",-0.0376247,0.0817364,0.1193611
60,0.5755254,0.66191006,"('inefficient', 'efficient')",0.5755254,0.6619101,0.0863847
61,0.5313562,0.45094466,"('illogical', 'logical')",0.5313562,0.4509447,-0.0804115
62,1.4601593,1.7856611,"('incompetent', 'brilliant')",1.4601593,1.7856611,0.3255018
63,0.86604935,1.1392168,"('unperceptive', 'insightful')",0.8660493,1.1392168,0.2731675
64,-5.913613,-5.5732837,"('shy', 'confident')",-5.9136128,-5.5732837,0.3403291
65,0.5281976,0.6968647,"('insecure', 'secure')",0.5281976,0.6968647,0.1686671
66,-0.42438188,-0.3192601,"('inactive', 'active')",-0.4243819,-0.3192601,0.1051218
67,-0.9805102,-1.0621524,"('doubtful', 'determined')",-0.9805102,-1.0621524,-0.0816422
68,-0.38315225,-0.2279727,"('dependent', 'independent')",-0.3831522,-0.2279727,0.1551795
69,-1.9384301,-1.9658983,"('lazy', 'industrious')",-1.9384301,-1.9658983,-0.0274682
70,1.46505,1.7427467,"('lethargic', 'energetic')",1.46505,1.7427467,0.2776967
71,0.5662065,0.7132668,"('diffident', 'self-confident')",0.5662065,0.7132668,0.1470603
72,1.0052108,1.2168484,"('unambitious', 'ambitious')",1.0052108,1.2168484,0.2116376
73,-2.0562646,-1.9483528,"('helpless', 'self-reliant')",-2.0562646,-1.9483528,0.1079118
