,resmed_male,resmed_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6130432,0.6280583,"('unsociable', 'sociable')",-0.10468055,-0.2005614,0.2541813,0.2137485,-0.0404328
1,-0.84860915,-0.92875576,"('unfriendly', 'friendly')",1.7717927,1.6626847,0.4615918,0.3669645,-0.0946273
2,0.45806476,0.5233069,"('unlikable', 'likable')",0.3352152,0.3720624,0.39664,0.4476846,0.0510446
3,-0.16463907,-0.017665163,"('repellent', 'pleasant')",-0.0686892,0.0035049785,-0.1166641,-0.0070801,0.109584
4,-0.42824206,-0.5376352,"('disliked', 'liked')",-6.1725497,-6.378365,-3.300396,-3.4580002,-0.1576042
5,-1.2601057,-1.3598125,"('distant', 'outgoing')",-0.3466407,-0.45612466,-0.8033732,-0.9079686,-0.1045954
6,-1.7115645,-1.8214945,"('distant', 'open')",0.18620914,0.0491941,-0.7626777,-0.8861502,-0.1234725
7,0.11361533,0.2691741,"('insensitive', 'sensitive')",0.44340843,0.55414194,0.2785119,0.411658,0.1331461
8,-1.2512851,-1.332543,"('unaffectionate', 'affectionate')",0.8473132,0.7097018,-0.2019859,-0.3114206,-0.1094347
9,-0.7383841,-0.70857155,"('unaffectionate', 'caring')",1.0572314,1.0417325,0.1594236,0.1665805,0.0071569
10,0.26790842,0.5041125,"('unsympathetic', 'sympathetic')",-0.521994,-0.433188,-0.1270428,0.0354622,0.162505
11,-0.2598218,-0.13888693,"('unhelpful', 'helpful')",1.2766109,1.4380215,0.5083945,0.6495673,0.1411728
12,0.29386848,0.44588098,"('unsupportive', 'supportive')",-1.903057,-1.8792928,-0.8045943,-0.7167059,0.0878884
13,0.36832017,0.48185903,"('impolite', 'polite')",-0.7850452,-0.69097924,-0.2083625,-0.1045601,0.1038024
14,1.4602537,1.5244519,"('antisocial', 'social')",-0.31677654,-0.32901794,0.5717386,0.5977169,0.0259783
15,-0.25345284,-0.34596872,"('boring', 'funny')",0.73948,0.6665894,0.2430136,0.1603103,-0.0827033
16,-0.307844,-0.3258321,"('unpopular', 'popular')",0.5245629,0.4934674,0.1083594,0.0838176,-0.0245418
17,0.034049615,0.10354261,"('nasty', 'nice')",-0.4448428,-0.40005067,-0.2053966,-0.148254,0.0571426
18,-0.2590267,-0.30522212,"('disagreeable', 'welcoming')",-0.123712264,-0.1954326,-0.1913695,-0.2503273,-0.0589578
19,-0.99233377,-0.9454964,"('inhospitable', 'hospitable')",-0.1601554,-0.11663717,-0.5762446,-0.5310668,0.0451778
20,0.54774886,0.5844471,"('rough', 'thoughtful')",1.2124606,1.1743584,0.8801048,0.8794028,-0.000702
21,0.8958686,1.0274833,"('immoral', 'moral')",-0.43638805,-0.3485627,0.2297403,0.3394603,0.10972
22,0.43994704,0.45885873,"('untrustworthy', 'trustworthy')",-0.6870483,-0.7118959,-0.1235506,-0.1265186,-0.002968
23,0.41478667,0.5465627,"('insincere', 'sincere')",5.44937,5.540996,2.9320784,3.0437794,0.111701
24,-0.14622545,-0.1038284,"('dishonest', 'honest')",0.66762936,0.6901068,0.260702,0.2931392,0.0324372
25,-0.533409,-0.61690086,"('egoistic', 'altruistic')",1.7865382,1.7094027,0.6265646,0.5462509,-0.0803137
26,0.18972297,0.11446325,"('hardhearted', 'benevolent')",1.9730572,1.9487561,1.08139,1.0316097,-0.0497803
27,-0.1614256,-0.15800163,"('hardhearted', 'softhearted')",1.4985453,1.3719512,0.6685598,0.6069748,-0.061585
28,-0.2683688,-0.3461648,"('disloyal', 'loyal')",0.8756534,0.81608367,0.3036423,0.2349594,-0.0686829
29,-0.2546013,-0.29108447,"('unfair', 'fair')",-0.4170848,-0.5736919,-0.3358431,-0.4323882,-0.0965451
30,1.3797294,1.4456266,"('intolerant', 'tolerant')",1.5139757,1.5046579,1.4468526,1.4751422,0.0282896
31,-1.2770504,-1.3438241,"('evil', 'good')",-0.7404516,-0.92303836,-1.0087509,-1.1334312,-0.1246803
32,0.7993616,0.89957905,"('unkind', 'kind')",0.8736171,0.7973946,0.8364893,0.8484868,0.0119975
33,0.0923734,-0.012898953,"('wrong', 'right')",-0.39997452,-0.4817029,-0.1538006,-0.2473009,-0.0935003
34,0.33980742,0.50962174,"('mean', 'honorable')",5.890906,6.1264544,3.1153567,3.318038,0.2026813
35,-0.9854677,-1.2104096,"('corrupt', 'incorrupt')",0.33660278,0.12188529,-0.3244324,-0.5442622,-0.2198298
36,-1.2970828,-1.5073637,"('hostile', 'amicable')",0.5160749,0.27828607,-0.3905039,-0.6145388,-0.2240349
37,0.32488832,0.4227022,"('fake', 'genuine')",0.37574625,0.40427953,0.3503173,0.4134909,0.0631736
38,-0.63855237,-0.5873634,"('untruthful', 'truthful')",-0.48344448,-0.3785504,-0.5609984,-0.4829569,0.0780415
39,1.2469486,1.2467679,"('exploitative', 'cooperative')",0.07321894,0.07012229,0.6600838,0.6584451,-0.0016387
40,0.18170252,0.12817599,"('stingy', 'generous')",-1.2010883,-1.3632582,-0.5096929,-0.6175411,-0.1078482
41,0.34123954,0.3721939,"('unforgiving', 'forgiving')",0.19853818,0.10275582,0.2698889,0.2374749,-0.032414
42,0.7669909,0.90472764,"('unreliable', 'reliable')",-3.0302413,-2.9825215,-1.1316252,-1.0388969,0.0927283
43,-0.27564245,-0.107901305,"('irresponsible', 'responsible')",0.30768853,0.3632736,0.016023,0.1276861,0.1116631
44,-0.38416857,-0.39615068,"('prejudiced', 'unprejudiced')",-1.2852147,-1.3082857,-0.8346916,-0.8522182,-0.0175266
45,-0.04088505,0.13378766,"('incompetent', 'competent')",-0.31977618,-0.32580096,-0.1803306,-0.0960066,0.084324
46,-0.13381805,0.029675229,"('uncompetitive', 'competitive')",-0.7513743,-0.7141572,-0.4425962,-0.342241,0.1003552
47,0.68298066,0.7559403,"('stupid', 'smart')",5.632266,5.799492,3.1576233,3.2777162,0.1200929
48,0.47929683,0.56728494,"('unintelligent', 'intelligent')",0.6860342,0.7712392,0.5826655,0.6692621,0.0865966
49,0.4759691,0.55233324,"('unable', 'able')",-0.14398746,-0.084916964,0.1659908,0.2337081,0.0677173
50,0.064376004,0.08626339,"('clumsy', 'skillful')",-0.031354737,-0.07290891,0.0165106,0.0066772,-0.0098334
51,0.061789215,0.050676167,"('uneducated', 'educated')",0.69382066,0.7401239,0.3778049,0.3954,0.0175951
52,-0.2743716,-0.60362667,"('irrational', 'rational')",0.34998873,0.086928934,0.0378086,-0.2583489,-0.2961575
53,-1.5137767,-1.5874169,"('uncreative', 'creative')",0.6437652,0.60551256,-0.4350057,-0.4909522,-0.0559465
54,-0.16367158,-0.1826488,"('incapable', 'capable')",0.95275056,0.995801,0.3945395,0.4065761,0.0120366
55,0.39391693,0.55039763,"('incompetent', 'clever')",0.10815793,0.15040237,0.2510374,0.3504,0.0993626
56,1.399856,1.5879318,"('impractical', 'practical')",-0.23157203,-0.1590876,0.584142,0.7144221,0.1302801
57,-0.5660939,-0.50653994,"('unimaginative', 'imaginative')",-2.4202492,-2.4319491,-1.4931716,-1.4692445,0.0239271
58,-0.43634588,-0.4272244,"('undiscriminating', 'discriminating')",0.22681604,0.16810419,-0.1047649,-0.1295601,-0.0247952
59,-0.08308697,-0.22539243,"('foolish', 'wise')",0.5370812,0.47751486,0.2269971,0.1260612,-0.1009359
60,1.2687933,1.5263606,"('inefficient', 'efficient')",-0.38290203,-0.15526453,0.4429457,0.6855481,0.2426024
61,0.3379455,0.22030126,"('illogical', 'logical')",0.34328708,0.19290681,0.3406163,0.206604,-0.1340123
62,0.7463473,0.95970386,"('incompetent', 'brilliant')",-0.15165722,0.03435303,0.297345,0.4970284,0.1996834
63,0.05011953,0.1940857,"('unperceptive', 'insightful')",0.655074,0.7860728,0.3525968,0.4900793,0.1374825
64,0.12493462,0.12947562,"('shy', 'confident')",-6.8954034,-6.953531,-3.3852344,-3.4120276,-0.0267932
65,0.6546898,0.7138742,"('insecure', 'secure')",-0.5342614,-0.46157268,0.0602142,0.1261508,0.0659366
66,-1.5651509,-1.5838159,"('inactive', 'active')",0.8790536,0.8800832,-0.3430486,-0.3518664,-0.0088178
67,0.7559542,0.776616,"('doubtful', 'determined')",-0.5616454,-0.5014791,0.0971544,0.1375684,0.040414
68,0.175284,0.14178205,"('dependent', 'independent')",-0.3562865,-0.3887013,-0.0905012,-0.1234596,-0.0329584
69,0.35596326,0.26224443,"('lazy', 'industrious')",-0.31626126,-0.4245423,0.019851,-0.0811489,-0.1009999
70,0.11764688,0.29460895,"('lethargic', 'energetic')",0.75380796,0.8853474,0.4357274,0.5899782,0.1542508
71,0.5838944,0.61660624,"('diffident', 'self-confident')",0.6088552,0.59680754,0.5963748,0.6067069,0.0103321
72,-0.66895944,-0.62842464,"('unambitious', 'ambitious')",-1.115945,-1.0361986,-0.8924522,-0.8323116,0.0601406
73,0.29889485,0.18767734,"('helpless', 'self-reliant')",-3.0069063,-3.119336,-1.3540057,-1.4658293,-0.1118236
74,0.07758407,0.15991415,"('undedicated', 'dedicated')",0.18977569,0.14110473,0.1336799,0.1505094,0.0168295
75,-1.2242053,-1.2254367,"('meek', 'impulsive')",-0.361689,-0.3340757,-0.7929471,-0.7797562,0.0131909
76,-0.11574807,0.07468568,"('anxious', 'daring')",0.079566546,0.19506946,-0.0180908,0.1348776,0.1529684
77,0.0074146977,0.0646826,"('unmotivated', 'motivated')",-1.2970066,-1.1264925,-0.644796,-0.5309049,0.1138911
78,-0.12047176,-0.010935588,"('nonresilient', 'resilient')",-0.026322875,0.011954945,-0.0733973,0.0005097,0.073907
79,-1.2199883,-1.2975595,"('wavering', 'unwavering')",-0.0538001,-0.035908017,-0.6368942,-0.6667337,-0.0298395
80,-0.06294918,0.002520442,"('dominated', 'dominating')",-1.1330756,-1.0028684,-0.5980124,-0.500174,0.0978384
81,1.1928158,1.3302935,"('submissive', 'aggressive')",-0.67825246,-0.5315453,0.2572817,0.3993741,0.1420924
82,-0.45014566,-0.3382773,"('poor', 'rich')",5.8734293,5.985696,2.7116418,2.8237092,0.1120674
83,-0.028076086,-0.050625578,"('powerless', 'powerful')",-0.9923405,-0.99310243,-0.5102083,-0.521864,-0.0116557
84,0.50066274,0.4001798,"('inferior', 'superior')",0.9900284,0.9078843,0.7453456,0.6540321,-0.0913135
85,-0.31446683,-0.463702,"('insignificant', 'prestigious')",1.1493864,1.0163468,0.4174598,0.2763224,-0.1411374
86,-0.17524141,-0.18865128,"('uninfluential', 'influential')",0.016903047,-0.025751889,-0.0791692,-0.1072016,-0.0280324
