,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.2224834,-0.36320734,"('unsociable', 'sociable')",-0.60762984,-0.818009,-0.4150566,-0.5906082,-0.1755516
1,2.68832,2.646092,"('unfriendly', 'friendly')",1.8914872,1.7758437,2.2899036,2.2109678,-0.0789358
2,0.40511385,0.39603797,"('unlikable', 'likable')",0.3615683,0.45856377,0.3833411,0.4273009,0.0439598
3,-0.7899797,-0.6510165,"('repellent', 'pleasant')",0.2498217,0.22834978,-0.270079,-0.2113333,0.0587457
4,-0.6717652,-0.7284539,"('disliked', 'liked')",-6.7184877,-6.775626,-3.6951265,-3.7520399,-0.0569134
5,0.80463415,0.8828983,"('distant', 'outgoing')",-0.42146242,-0.31591472,0.1915859,0.2834918,0.0919059
6,0.4710313,0.5264579,"('distant', 'open')",-0.045411285,0.06463991,0.21281,0.2955489,0.0827389
7,0.34279412,0.36478883,"('insensitive', 'sensitive')",0.59341973,0.55381906,0.4681069,0.4593039,-0.008803
8,0.9742668,0.9353703,"('unaffectionate', 'affectionate')",0.6176743,0.5502902,0.7959706,0.7428303,-0.0531403
9,1.7735765,1.7561865,"('unaffectionate', 'caring')",0.86939657,0.8431709,1.3214865,1.2996787,-0.0218078
10,-0.5845181,-0.582592,"('unsympathetic', 'sympathetic')",-0.58805406,-0.743071,-0.5862861,-0.6628315,-0.0765454
11,-0.057106998,-0.091539174,"('unhelpful', 'helpful')",1.5756909,1.6309129,0.7592919,0.7696869,0.010395
12,1.6850815,1.7691905,"('unsupportive', 'supportive')",-1.5911101,-1.5947648,0.0469857,0.0872129,0.0402272
13,-0.8799424,-1.0133265,"('impolite', 'polite')",-0.5751769,-0.64824796,-0.7275597,-0.8307872,-0.1032275
14,-0.729376,-0.80875325,"('antisocial', 'social')",-0.8373027,-0.94278586,-0.7833394,-0.8757696,-0.0924302
15,-0.08125218,-0.19945091,"('boring', 'funny')",0.1762966,0.19108155,0.0475222,-0.0041847,-0.0517069
16,-0.571731,-0.5296798,"('unpopular', 'popular')",0.41361773,0.4449878,-0.0790566,-0.042346,0.0367106
17,-1.0568677,-0.9766539,"('nasty', 'nice')",-0.6121886,-0.49726677,-0.8345281,-0.7369603,0.0975678
18,0.16327976,0.10045132,"('disagreeable', 'welcoming')",-0.42970034,-0.4689257,-0.1332103,-0.1842372,-0.0510269
19,0.31905654,0.37027743,"('inhospitable', 'hospitable')",0.024016954,0.15370643,0.1715367,0.2619919,0.0904552
20,0.037565224,0.10328828,"('rough', 'thoughtful')",1.2084799,1.1339672,0.6230226,0.6186277,-0.0043949
21,0.1507035,0.07389017,"('immoral', 'moral')",-0.6989438,-0.7731501,-0.2741202,-0.34963,-0.0755098
22,-0.39199427,-0.48683116,"('untrustworthy', 'trustworthy')",-1.0218638,-1.1049238,-0.706929,-0.7958775,-0.0889485
23,1.0988892,1.0911875,"('insincere', 'sincere')",5.967491,5.886847,3.5331903,3.4890172,-0.0441731
24,1.1203039,1.0742091,"('dishonest', 'honest')",1.0965768,1.0118978,1.1084404,1.0430534,-0.065387
25,1.0136483,0.9914175,"('egoistic', 'altruistic')",1.7397916,1.7033842,1.37672,1.3474009,-0.0293191
26,2.4042473,2.3858197,"('hardhearted', 'benevolent')",1.6961434,1.614777,2.0501952,2.0002983,-0.0498969
27,0.18904296,0.2663246,"('hardhearted', 'softhearted')",1.2513885,1.1810958,0.7202157,0.7237102,0.0034945
28,0.44479948,0.31351706,"('disloyal', 'loyal')",1.0389569,0.9027054,0.7418782,0.6081112,-0.133767
29,-0.86175543,-0.9866626,"('unfair', 'fair')",-0.22774377,-0.3782951,-0.5447496,-0.6824788,-0.1377292
30,0.44838864,0.3802672,"('intolerant', 'tolerant')",0.84754467,0.7603501,0.6479666,0.5703087,-0.0776579
31,0.391418,0.5080846,"('evil', 'good')",-1.1387988,-1.1286637,-0.3736904,-0.3102895,0.0634009
32,0.903609,0.8904699,"('unkind', 'kind')",1.0401254,0.8553993,0.9718672,0.8729346,-0.0989326
33,1.866782,1.7751644,"('wrong', 'right')",-0.2381811,-0.23591208,0.8143004,0.7696261,-0.0446743
34,0.28080842,0.44776478,"('mean', 'honorable')",5.8818164,6.0406675,3.0813124,3.2442162,0.1629038
35,-0.25699714,-0.40424138,"('corrupt', 'incorrupt')",-0.13647133,-0.1252193,-0.1967342,-0.2647303,-0.0679961
36,0.023172252,-0.017470486,"('hostile', 'amicable')",0.041140847,-0.06675631,0.0321565,-0.0421134,-0.0742699
37,-0.0045303786,-0.035989694,"('fake', 'genuine')",0.48436943,0.47174707,0.2399195,0.2178787,-0.0220408
38,0.370688,0.38255152,"('untruthful', 'truthful')",0.07224697,0.17255877,0.2214675,0.2775551,0.0560876
39,1.2783221,1.2949369,"('exploitative', 'cooperative')",0.21119457,0.22032553,0.7447584,0.7576312,0.0128728
40,0.17447193,0.19000547,"('stingy', 'generous')",-1.6667228,-1.7984035,-0.7461254,-0.804199,-0.0580736
41,0.22044545,0.16522539,"('unforgiving', 'forgiving')",-0.19298548,-0.32543415,0.01373,-0.0801044,-0.0938344
42,-0.5007614,-0.3917601,"('unreliable', 'reliable')",-3.3959286,-3.278863,-1.9483449,-1.8353115,0.1130334
43,0.27003306,0.30906144,"('irresponsible', 'responsible')",0.46215647,0.48367807,0.3660948,0.3963698,0.030275
44,-1.893691,-1.8325666,"('prejudiced', 'unprejudiced')",-1.4952633,-1.3757038,-1.6944771,-1.6041353,0.0903418
45,-1.1376561,-1.1022649,"('incompetent', 'competent')",-0.5685726,-0.6480165,-0.8531144,-0.8751407,-0.0220263
46,-0.73910445,-0.74836695,"('uncompetitive', 'competitive')",-0.6969763,-0.856139,-0.7180403,-0.802253,-0.0842127
47,0.2945537,0.3571111,"('stupid', 'smart')",5.085269,5.180816,2.6899114,2.7689636,0.0790522
48,0.21587339,0.16601534,"('unintelligent', 'intelligent')",0.5854603,0.46481803,0.4006668,0.3154167,-0.0852501
49,-0.18883044,-0.1506202,"('unable', 'able')",-0.4143848,-0.31394908,-0.3016076,-0.2322846,0.069323
50,-0.48768264,-0.49608853,"('clumsy', 'skillful')",0.40568325,0.41155154,-0.0409997,-0.0422685,-0.0012688
51,-0.5827029,-0.76858133,"('uneducated', 'educated')",0.7125399,0.5629631,0.0649185,-0.1028091,-0.1677276
52,0.3602248,0.17294554,"('irrational', 'rational')",0.037342533,-0.011023821,0.1987837,0.0809609,-0.1178228
53,1.9768357,1.9731983,"('uncreative', 'creative')",0.83988607,0.77565116,1.408361,1.3744247,-0.0339363
54,1.1894311,1.1797109,"('incapable', 'capable')",1.2674099,1.3356926,1.2284205,1.2577018,0.0292813
55,-0.56409466,-0.548424,"('incompetent', 'clever')",0.0068768375,-0.1078438,-0.2786089,-0.3281339,-0.049525
56,0.9514252,0.957466,"('impractical', 'practical')",-0.6138408,-0.6004815,0.1687922,0.1784922,0.0097
57,-0.8206166,-0.9084835,"('unimaginative', 'imaginative')",-2.7760746,-2.9076214,-1.7983456,-1.9080524,-0.1097068
58,0.41965508,0.3764613,"('undiscriminating', 'discriminating')",-0.027656421,-0.109126225,0.1959993,0.1336675,-0.0623318
59,0.6715727,0.625206,"('foolish', 'wise')",0.38375497,0.44888094,0.5276638,0.5370435,0.0093797
60,-0.13824283,-0.034187213,"('inefficient', 'efficient')",0.050220188,0.09189979,-0.0440113,0.0288563,0.0728676
61,0.8735042,0.6871567,"('illogical', 'logical')",0.2961096,0.1349995,0.5848069,0.4110781,-0.1737288
62,0.24032307,0.34183046,"('incompetent', 'brilliant')",-0.017467342,0.12079272,0.1114279,0.2313116,0.1198837
63,-0.024719514,0.033656202,"('unperceptive', 'insightful')",0.70490074,0.7415465,0.3400906,0.3876013,0.0475107
64,-1.1077735,-1.2779529,"('shy', 'confident')",-6.578517,-6.611348,-3.8431454,-3.9446507,-0.1015053
