,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,0.3459011,0.25807035,"('unsociable', 'sociable')",0.3459011,0.2580703,-0.0878308
1,1.6247509,1.7030685,"('unfriendly', 'friendly')",1.6247509,1.7030685,0.0783176
2,-0.070196144,0.116710715,"('unlikable', 'likable')",-0.0701961,0.1167107,0.1869068
3,0.91360813,1.0925606,"('repellent', 'pleasant')",0.9136081,1.0925606,0.1789525
4,-7.2699804,-7.319547,"('disliked', 'liked')",-7.2699804,-7.3195472,-0.0495668
5,-0.44452465,-0.1884576,"('distant', 'outgoing')",-0.4445246,-0.1884576,0.256067
6,-0.101696804,0.08653046,"('distant', 'open')",-0.1016968,0.0865305,0.1882273
7,1.3921412,1.4536085,"('insensitive', 'sensitive')",1.3921412,1.4536085,0.0614673
8,1.1443421,1.1160163,"('unaffectionate', 'affectionate')",1.1443421,1.1160163,-0.0283258
9,1.6652979,1.8680195,"('unaffectionate', 'caring')",1.6652979,1.8680195,0.2027216
10,1.2730601,1.2236129,"('unsympathetic', 'sympathetic')",1.2730601,1.2236129,-0.0494472
11,1.6865504,1.9282076,"('unhelpful', 'helpful')",1.6865504,1.9282076,0.2416572
12,-1.3121232,-1.137576,"('unsupportive', 'supportive')",-1.3121232,-1.137576,0.1745472
13,0.16532958,0.15408176,"('impolite', 'polite')",0.1653296,0.1540818,-0.0112478
14,0.36604193,0.19629121,"('antisocial', 'social')",0.3660419,0.1962912,-0.1697507
15,0.37860492,0.30569452,"('boring', 'funny')",0.3786049,0.3056945,-0.0729104
16,-0.66129255,-0.5303701,"('unpopular', 'popular')",-0.6612926,-0.5303701,0.1309225
17,-0.35369158,-0.3198873,"('nasty', 'nice')",-0.3536916,-0.3198873,0.0338043
18,-0.3142085,-0.25312352,"('disagreeable', 'welcoming')",-0.3142085,-0.2531235,0.061085
19,-0.6182735,-0.36526197,"('inhospitable', 'hospitable')",-0.6182735,-0.365262,0.2530115
