,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.17705646,-0.08596725,"('unsociable', 'sociable')",0.031773344,-0.107789345,0.1044149,-0.0968783,-0.2012932
1,-0.69848347,-0.883301,"('unfriendly', 'friendly')",1.1418859,0.97879064,0.2217012,0.0477448,-0.1739564
2,0.9303877,1.0553874,"('unlikable', 'likable')",1.0049059,1.1960744,0.9676468,1.1257309,0.1580841
3,-0.471206,-0.47932947,"('repellent', 'pleasant')",0.5965605,0.66420186,0.0626772,0.0924362,0.029759
4,0.15247098,0.18775323,"('disliked', 'liked')",-6.7014956,-6.701965,-3.2745123,-3.2571058,0.0174065
5,-1.2162904,-1.0812526,"('distant', 'outgoing')",-0.84472257,-0.7678994,-1.0305065,-0.924576,0.1059305
6,-1.7460116,-1.6078326,"('distant', 'open')",-0.7636409,-0.6829299,-1.2548263,-1.1453812,0.1094451
7,0.42639837,0.3127249,"('insensitive', 'sensitive')",0.014883213,0.005808953,0.2206408,0.1592669,-0.0613739
8,-0.43688694,-0.4545439,"('unaffectionate', 'affectionate')",0.5777332,0.44125164,0.0704231,-0.0066461,-0.0770692
9,-0.2888685,-0.3870909,"('unaffectionate', 'caring')",0.9706316,0.8666827,0.3408816,0.2397959,-0.1010857
10,-0.0029936526,-0.29809535,"('unsympathetic', 'sympathetic')",0.079998374,-0.03865648,0.0385024,-0.1683759,-0.2068783
11,0.3143509,0.2584769,"('unhelpful', 'helpful')",2.0114498,1.9225383,1.1629003,1.0905076,-0.0723927
12,0.31819028,0.33518264,"('unsupportive', 'supportive')",-1.7968137,-1.7930145,-0.7393117,-0.7289159,0.0103958
13,0.11208004,0.041500144,"('impolite', 'polite')",-0.285776,-0.308546,-0.086848,-0.1335229,-0.0466749
14,0.5367712,0.4180688,"('antisocial', 'social')",0.22839054,0.11139241,0.3825809,0.2647306,-0.1178503
15,0.003321737,-0.07633193,"('boring', 'funny')",0.46308446,0.42966673,0.2332031,0.1766674,-0.0565357
16,-0.73052955,-0.59619683,"('unpopular', 'popular')",0.07517239,-0.045879394,-0.3276786,-0.3210381,0.0066405
17,0.03186598,0.0387126,"('nasty', 'nice')",-0.2797577,-0.29161206,-0.1239459,-0.1264497,-0.0025038
18,-0.47611254,-0.47782943,"('disagreeable', 'welcoming')",-0.80670995,-0.8272149,-0.6414112,-0.6525221,-0.0111109
19,-0.6502248,-0.70477086,"('inhospitable', 'hospitable')",-0.53792876,-0.48417163,-0.5940768,-0.5944712,-0.0003944
20,0.28641886,0.2763985,"('rough', 'thoughtful')",0.6926875,0.66407895,0.4895532,0.4702387,-0.0193145
21,0.16719726,0.18622397,"('immoral', 'moral')",-0.39465156,-0.33391303,-0.1137272,-0.0738445,0.0398827
22,0.28738716,0.17275175,"('untrustworthy', 'trustworthy')",-0.38221338,-0.3926223,-0.0474131,-0.1099353,-0.0625222
23,0.29937297,0.043382414,"('insincere', 'sincere')",5.474202,5.3214397,2.8867877,2.6824112,-0.2043765
24,0.649639,0.4724658,"('dishonest', 'honest')",0.82532346,0.74927366,0.7374812,0.6108698,-0.1266114
