,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
43,0.1038381,0.07408509,"('irresponsible', 'responsible')",0.23242757,0.113755465,0.1681328,0.0939203,-0.0742125
44,0.20400307,0.21116507,"('prejudiced', 'unprejudiced')",-1.396958,-1.3876227,-0.5964774,-0.5882288,0.0082486
45,0.22053984,0.19601579,"('incompetent', 'competent')",0.1890173,0.050592206,0.2047786,0.123304,-0.0814746
46,0.3645346,0.333032,"('uncompetitive', 'competitive')",-0.41940883,-0.45054942,-0.0274371,-0.0587587,-0.0313216
47,0.8188977,0.8593967,"('stupid', 'smart')",5.2554274,5.197962,3.0371625,3.0286794,-0.0084831
48,0.61512166,0.55757326,"('unintelligent', 'intelligent')",1.1664491,1.0454351,0.8907853,0.8015041,-0.0892812
49,0.0999562,0.21034227,"('unable', 'able')",-0.0005517863,0.087989055,0.0497022,0.1491657,0.0994635
50,-0.295064,-0.2119528,"('clumsy', 'skillful')",0.068346865,0.04058956,-0.1133586,-0.0856816,0.027677
51,0.23410508,0.10987328,"('uneducated', 'educated')",0.7559748,0.64222103,0.4950399,0.3760472,-0.1189927
52,-1.1571236,-1.2420783,"('irrational', 'rational')",-0.1990159,-0.314328,-0.6780697,-0.7782031,-0.1001334
53,-1.7779063,-1.7755414,"('uncreative', 'creative')",0.5852184,0.49572513,-0.5963439,-0.6399081,-0.0435642
54,-0.7545231,-0.74253064,"('incapable', 'capable')",0.9329055,0.914986,0.0891912,0.0862277,-0.0029635
55,0.9071336,0.8721012,"('incompetent', 'clever')",0.4356651,0.36075333,0.6713994,0.6164272,-0.0549722
56,1.1573645,0.9997715,"('impractical', 'practical')",0.49162203,0.44877216,0.8244933,0.7242718,-0.1002215
57,-0.91047746,-1.0316601,"('unimaginative', 'imaginative')",-2.2917788,-2.4030342,-1.6011281,-1.7173471,-0.116219
58,-0.3290543,-0.38972855,"('undiscriminating', 'discriminating')",-0.042271037,-0.18580301,-0.1856627,-0.2877658,-0.1021031
59,-0.2126704,-0.14764181,"('foolish', 'wise')",0.24430561,0.24962689,0.0158176,0.0509925,0.0351749
60,2.1622574,2.076747,"('inefficient', 'efficient')",0.51632494,0.51839435,1.3392912,1.2975707,-0.0417205
61,0.15990214,0.035166953,"('illogical', 'logical')",0.079053834,-0.11097166,0.119478,-0.0379024,-0.1573804
62,1.1220347,1.1970285,"('incompetent', 'brilliant')",0.7532953,0.8781539,0.937665,1.0375912,0.0999262
63,0.25796318,0.28588215,"('unperceptive', 'insightful')",1.166178,1.1199514,0.7120706,0.7029167,-0.0091539
64,0.8833711,0.7903094,"('shy', 'confident')",-5.690869,-5.5816936,-2.403749,-2.3956921,0.0080569
65,1.0412846,0.9521616,"('insecure', 'secure')",-0.13668776,-0.14550562,0.4522984,0.403328,-0.0489704
66,-1.4048388,-1.4042776,"('inactive', 'active')",0.46974093,0.4038724,-0.4675489,-0.5002026,-0.0326537
67,0.8775222,0.77307314,"('doubtful', 'determined')",-0.1861094,-0.22400184,0.3457064,0.2745357,-0.0711707
68,-0.34321135,-0.38961342,"('dependent', 'independent')",-0.31096235,-0.38635015,-0.3270869,-0.3879818,-0.0608949
69,-0.39694604,-0.382888,"('lazy', 'industrious')",-0.14269549,-0.07735948,-0.2698207,-0.2301237,0.039697
70,0.2260862,0.24493557,"('lethargic', 'energetic')",0.59304744,0.5649596,0.4095668,0.4049476,-0.0046192
71,-0.31582874,-0.27971724,"('diffident', 'self-confident')",0.31817928,0.2847624,0.0011753,0.0025226,0.0013473
72,-0.08886804,-0.084131345,"('unambitious', 'ambitious')",-0.92955256,-0.9025436,-0.5092103,-0.4933375,0.0158728
73,0.013719123,0.0023095729,"('helpless', 'self-reliant')",-3.0605676,-2.959638,-1.5234243,-1.4786643,0.04476
74,0.12029639,0.0914008,"('undedicated', 'dedicated')",-0.04118879,-0.17089432,0.0395538,-0.0397468,-0.0793006
75,-0.84573185,-0.8128463,"('meek', 'impulsive')",-0.4479844,-0.34888667,-0.6468581,-0.5808665,0.0659916
76,0.73252964,0.75497395,"('anxious', 'daring')",0.5779907,0.62808454,0.6552602,0.6915293,0.0362691
77,0.018043164,-0.083332784,"('unmotivated', 'motivated')",-0.6731119,-0.65829676,-0.3275344,-0.3708148,-0.0432804
78,-0.40230712,-0.2814041,"('nonresilient', 'resilient')",0.46746513,0.51031697,0.032579,0.1144564,0.0818774
79,-1.9414642,-1.9262214,"('wavering', 'unwavering')",0.0294444,-0.006827551,-0.9560099,-0.9665245,-0.0105146
80,1.1238594,1.1140748,"('dominated', 'dominating')",-1.0668291,-0.9434408,0.0285152,0.085317,0.0568018
81,1.6226386,1.4855839,"('submissive', 'aggressive')",0.060417347,0.12957908,0.8415279,0.8075815,-0.0339464
82,-0.29496974,-0.2776512,"('poor', 'rich')",5.7803416,5.692502,2.742686,2.7074254,-0.0352606
83,0.028996285,-0.034274478,"('powerless', 'powerful')",-0.82984495,-0.9325695,-0.4004243,-0.483422,-0.0829977
84,0.0052851643,-0.060088538,"('inferior', 'superior')",1.087888,1.0626432,0.5465866,0.5012773,-0.0453093
85,-1.5120729,-1.4279919,"('insignificant', 'prestigious')",0.42901546,0.35447285,-0.5415287,-0.5367595,0.0047692
86,-0.6942687,-0.84153736,"('uninfluential', 'influential')",-0.10619828,-0.2739687,-0.4002335,-0.557753,-0.1575195
87,0.40582022,0.34432337,"('unsuccessful', 'successful')",1.0093592,1.022088,0.7075897,0.6832057,-0.024384
88,-0.29927948,-0.39816466,"('low', 'eminent')",0.19993803,0.11220718,-0.0496707,-0.1429787,-0.093308
