,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.3123263,0.11358167,"('unsociable', 'sociable')",-0.26218405,-0.47488597,0.0250711,-0.1806521,-0.2057232
1,-1.6084116,-1.6663928,"('unfriendly', 'friendly')",1.2360748,1.0310602,-0.1861684,-0.3176663,-0.1314979
2,0.6735436,0.73632973,"('unlikable', 'likable')",0.6789585,0.7603738,0.6762511,0.7483518,0.0721007
3,-0.11933314,-0.056257315,"('repellent', 'pleasant')",-0.15439573,-0.079291075,-0.1368644,-0.0677742,0.0690902
4,-0.5476826,-0.5557678,"('disliked', 'liked')",-5.3669643,-5.271557,-2.9573236,-2.9136624,0.0436612
5,-1.6431655,-1.6121933,"('distant', 'outgoing')",-0.3156767,-0.36398035,-0.9794211,-0.9880868,-0.0086657
6,-2.0924754,-2.0599825,"('distant', 'open')",-0.10845613,-0.18686542,-1.1004658,-1.1234239,-0.0229581
7,0.31454965,0.35045406,"('insensitive', 'sensitive')",0.40681887,0.36160842,0.3606843,0.3560312,-0.0046531
8,-1.7338614,-1.6951886,"('unaffectionate', 'affectionate')",0.1280884,-0.009485841,-0.8028865,-0.8523372,-0.0494507
9,-1.3824689,-1.3434268,"('unaffectionate', 'caring')",0.6461238,0.5573592,-0.3681726,-0.3930338,-0.0248612
10,-0.010405324,-0.05694386,"('unsympathetic', 'sympathetic')",-0.2080791,-0.33080173,-0.1092422,-0.1938728,-0.0846306
11,0.33859304,0.28336743,"('unhelpful', 'helpful')",1.7688451,1.6930823,1.053719,0.9882249,-0.0654941
12,-0.11028133,-0.019000554,"('unsupportive', 'supportive')",-1.7548562,-1.7466104,-0.9325688,-0.8828055,0.0497633
13,0.8855316,0.7277644,"('impolite', 'polite')",0.13394116,0.09935683,0.5097364,0.4135606,-0.0961758
14,1.5360956,1.5095161,"('antisocial', 'social')",-0.076654255,-0.09241969,0.7297207,0.7085482,-0.0211725
15,-0.15898493,-0.26763168,"('boring', 'funny')",0.65982276,0.6072916,0.2504189,0.1698299,-0.080589
16,-0.57112336,-0.530378,"('unpopular', 'popular')",0.69373524,0.6676559,0.0613059,0.068639,0.0073331
17,-0.23294091,-0.19614552,"('nasty', 'nice')",-0.38401502,-0.37757403,-0.308478,-0.2868598,0.0216182
18,-0.31489035,-0.26440954,"('disagreeable', 'welcoming')",-0.45331478,-0.48432386,-0.3841026,-0.3743667,0.0097359
19,-2.033159,-2.028785,"('inhospitable', 'hospitable')",-0.5637722,-0.65114313,-1.2984656,-1.339964,-0.0414984
20,0.05428306,0.06433099,"('rough', 'thoughtful')",0.958178,0.8964201,0.5062305,0.4803756,-0.0258549
21,1.2088962,1.112992,"('immoral', 'moral')",-0.3619169,-0.39863262,0.4234896,0.3571797,-0.0663099
22,0.70369834,0.66490704,"('untrustworthy', 'trustworthy')",-0.9861331,-1.026112,-0.1412174,-0.1806025,-0.0393851
23,0.12454222,0.07430912,"('insincere', 'sincere')",5.2221336,5.057674,2.6733379,2.5659916,-0.1073463
24,0.17320235,0.08393114,"('dishonest', 'honest')",0.7824639,0.7119637,0.4778331,0.3979474,-0.0798857
25,-0.54535097,-0.52851444,"('egoistic', 'altruistic')",0.9991312,0.95299137,0.2268901,0.2122385,-0.0146516
26,-0.38627836,-0.40161186,"('hardhearted', 'benevolent')",1.1569352,1.0335137,0.3853284,0.3159509,-0.0693775
27,-0.43775487,-0.33904904,"('hardhearted', 'softhearted')",1.0545144,0.9527064,0.3083798,0.3068287,-0.0015511
28,-0.69105023,-0.770631,"('disloyal', 'loyal')",0.71329993,0.58070344,0.0111248,-0.0949638,-0.1060886
29,-0.45695126,-0.48328242,"('unfair', 'fair')",-0.698492,-0.83694786,-0.5777216,-0.6601151,-0.0823935
30,1.6648772,1.5541356,"('intolerant', 'tolerant')",1.7606251,1.6478246,1.7127512,1.60098,-0.1117712
31,-1.9296856,-1.8604733,"('evil', 'good')",-1.1900414,-1.262613,-1.5598636,-1.5615432,-0.0016796
32,0.84872425,0.80073786,"('unkind', 'kind')",0.87343717,0.73466176,0.8610807,0.7676998,-0.0933809
33,-0.30071732,-0.35335925,"('wrong', 'right')",-0.63165855,-0.6578123,-0.466188,-0.5055858,-0.0393978
34,0.0589061,0.09275405,"('mean', 'honorable')",5.8599176,5.809667,2.9594119,2.9512105,-0.0082014
35,-0.99920154,-0.99834037,"('corrupt', 'incorrupt')",-0.33813205,-0.37564936,-0.6686668,-0.6869949,-0.0183281
36,-2.171498,-2.151209,"('hostile', 'amicable')",-0.14408445,-0.3011963,-1.1577913,-1.2262027,-0.0684114
37,-0.116437204,-0.11999959,"('fake', 'genuine')",0.09322299,0.061124023,-0.0116071,-0.0294378,-0.0178307
38,-0.27929106,-0.30210498,"('untruthful', 'truthful')",0.20479728,0.22257209,-0.0372469,-0.0397664,-0.0025195
39,0.7341125,0.726703,"('exploitative', 'cooperative')",-0.009268863,-0.0033636726,0.3624218,0.3616697,-0.0007521
40,0.053377505,0.12125237,"('stingy', 'generous')",-0.99507636,-1.0035144,-0.4708494,-0.441131,0.0297184
41,0.7177767,0.6972664,"('unforgiving', 'forgiving')",0.29382083,0.1918528,0.5057988,0.4445596,-0.0612392
42,0.45439148,0.47080314,"('unreliable', 'reliable')",-2.8162045,-2.7312052,-1.1809065,-1.1302011,0.0507054
