,minor_male,minor_female,tuple,average_male,average_female,female-male
0,0.25896487,0.16690698,"('unsociable', 'sociable')",0.2589649,0.166907,-0.0920579
1,1.0509309,1.0522587,"('unfriendly', 'friendly')",1.0509309,1.0522587,0.0013278
2,-0.058983304,0.12964565,"('unlikable', 'likable')",-0.0589833,0.1296456,0.1886289
3,0.5181418,0.7637866,"('repellent', 'pleasant')",0.5181418,0.7637866,0.2456448
4,-6.924769,-7.056077,"('disliked', 'liked')",-6.9247689,-7.056077,-0.1313081
5,-0.59276205,-0.5344753,"('distant', 'outgoing')",-0.5927621,-0.5344753,0.0582868
6,0.014206283,-0.04883389,"('distant', 'open')",0.0142063,-0.0488339,-0.0630402
7,1.2380295,1.2617037,"('insensitive', 'sensitive')",1.2380295,1.2617037,0.0236742
8,0.9949831,0.93501955,"('unaffectionate', 'affectionate')",0.9949831,0.9350196,-0.0599635
9,1.2627876,1.2039436,"('unaffectionate', 'caring')",1.2627876,1.2039436,-0.058844
10,0.89089847,0.93137324,"('unsympathetic', 'sympathetic')",0.8908985,0.9313732,0.0404747
11,1.4835418,1.5071064,"('unhelpful', 'helpful')",1.4835418,1.5071064,0.0235646
12,-1.687237,-1.6038833,"('unsupportive', 'supportive')",-1.687237,-1.6038833,0.0833537
13,-0.22033863,-0.01718799,"('impolite', 'polite')",-0.2203386,-0.017188,0.2031506
14,0.2468213,0.2616596,"('antisocial', 'social')",0.2468213,0.2616596,0.0148383
15,0.47507557,0.41425782,"('boring', 'funny')",0.4750756,0.4142578,-0.0608178
16,-0.8307245,-0.8452243,"('unpopular', 'popular')",-0.8307245,-0.8452243,-0.0144998
17,0.10261274,0.12896243,"('nasty', 'nice')",0.1026127,0.1289624,0.0263497
18,-0.6484463,-0.4750974,"('disagreeable', 'welcoming')",-0.6484463,-0.4750974,0.1733489
19,-0.6796447,-0.6712719,"('inhospitable', 'hospitable')",-0.6796447,-0.6712719,0.0083728
20,0.4315859,0.34710148,"('rough', 'thoughtful')",0.4315859,0.3471015,-0.0844844
21,-0.12148537,0.109482266,"('immoral', 'moral')",-0.1214854,0.1094823,0.2309677
22,-0.16813865,-0.08536327,"('untrustworthy', 'trustworthy')",-0.1681387,-0.0853633,0.0827754
23,5.6234164,5.7905917,"('insincere', 'sincere')",5.6234164,5.7905917,0.1671753
24,1.0930274,1.1459098,"('dishonest', 'honest')",1.0930274,1.1459098,0.0528824
25,0.8233826,0.9268325,"('egoistic', 'altruistic')",0.8233826,0.9268325,0.1034499
26,1.4362084,1.13012,"('hardhearted', 'benevolent')",1.4362084,1.13012,-0.3060884
27,1.8131957,1.61166,"('hardhearted', 'softhearted')",1.8131957,1.61166,-0.2015357
28,1.4061779,1.183459,"('disloyal', 'loyal')",1.4061779,1.183459,-0.2227189
29,-0.22574055,-0.42212617,"('unfair', 'fair')",-0.2257406,-0.4221262,-0.1963856
30,0.79113483,0.90407276,"('intolerant', 'tolerant')",0.7911348,0.9040728,0.112938
31,-1.011211,-1.0520035,"('evil', 'good')",-1.011211,-1.0520035,-0.0407925
32,1.1250792,0.99119574,"('unkind', 'kind')",1.1250792,0.9911957,-0.1338835
33,-0.18522179,-0.25420403,"('wrong', 'right')",-0.1852218,-0.254204,-0.0689822
34,3.9327474,4.1462474,"('mean', 'honorable')",3.9327474,4.1462474,0.2135
35,-0.6853411,-1.0940788,"('corrupt', 'incorrupt')",-0.6853411,-1.0940788,-0.4087377
36,-0.40061903,-0.66539407,"('hostile', 'amicable')",-0.400619,-0.6653941,-0.2647751
37,1.1754303,1.1314561,"('fake', 'genuine')",1.1754303,1.1314561,-0.0439742
38,-0.62728614,-0.4975515,"('untruthful', 'truthful')",-0.6272861,-0.4975515,0.1297346
39,0.29126513,0.2979106,"('exploitative', 'cooperative')",0.2912651,0.2979106,0.0066455
40,-1.3440511,-1.3042524,"('stingy', 'generous')",-1.3440511,-1.3042524,0.0397987
41,0.67066246,0.5421047,"('unforgiving', 'forgiving')",0.6706625,0.5421047,-0.1285578
42,-1.9560336,-1.9132175,"('unreliable', 'reliable')",-1.9560336,-1.9132175,0.0428161
43,0.730838,0.88825214,"('irresponsible', 'responsible')",0.730838,0.8882521,0.1574141
44,-0.9342589,-0.97290325,"('prejudiced', 'unprejudiced')",-0.9342589,-0.9729033,-0.0386444
45,0.46337122,0.2532677,"('incompetent', 'competent')",0.4633712,0.2532677,-0.2101035
46,-0.6232286,-0.62941474,"('uncompetitive', 'competitive')",-0.6232286,-0.6294147,-0.0061861
47,4.573772,4.7286196,"('stupid', 'smart')",4.573772,4.7286196,0.1548476
48,0.11821236,0.21764582,"('unintelligent', 'intelligent')",0.1182124,0.2176458,0.0994334
49,-0.4336556,-0.3137009,"('unable', 'able')",-0.4336556,-0.3137009,0.1199547
50,-0.4147407,-0.38025257,"('clumsy', 'skillful')",-0.4147407,-0.3802526,0.0344881
51,0.16873424,0.23432508,"('uneducated', 'educated')",0.1687342,0.2343251,0.0655909
52,-0.010211948,-0.22554699,"('irrational', 'rational')",-0.0102119,-0.225547,-0.2153351
53,-0.0727434,-0.22171691,"('uncreative', 'creative')",-0.0727434,-0.2217169,-0.1489735
54,0.6671891,0.6931393,"('incapable', 'capable')",0.6671891,0.6931393,0.0259502
55,0.66451085,0.8184183,"('incompetent', 'clever')",0.6645108,0.8184183,0.1539075
56,0.08345206,0.13780467,"('impractical', 'practical')",0.0834521,0.1378047,0.0543526
57,-1.7661618,-1.9522154,"('unimaginative', 'imaginative')",-1.7661618,-1.9522154,-0.1860536
58,0.40287295,0.3669117,"('undiscriminating', 'discriminating')",0.4028729,0.3669117,-0.0359612
59,0.09095061,0.14475188,"('foolish', 'wise')",0.0909506,0.1447519,0.0538013
60,-0.2006748,0.1496682,"('inefficient', 'efficient')",-0.2006748,0.1496682,0.350343
61,0.27376705,0.102740854,"('illogical', 'logical')",0.2737671,0.1027409,-0.1710262
62,0.13965043,0.42065167,"('incompetent', 'brilliant')",0.1396504,0.4206517,0.2810013
63,-0.110945776,0.012577761,"('unperceptive', 'insightful')",-0.1109458,0.0125778,0.1235236
64,-6.160562,-5.9407454,"('shy', 'confident')",-6.160562,-5.9407454,0.2198166
65,0.29972452,0.542112,"('insecure', 'secure')",0.2997245,0.542112,0.2423875
