,hologic_male,hologic_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.442405,-0.5280783,"('unsociable', 'sociable')",-0.29585147,-0.4554068,-0.3691282,-0.4917426,-0.1226144
1,-0.6825707,-0.79993993,"('unfriendly', 'friendly')",1.8424919,1.6588229,0.5799606,0.4294415,-0.1505191
2,0.0007389812,0.017399695,"('unlikable', 'likable')",0.65470463,0.69190454,0.3277218,0.3546521,0.0269303
3,-0.39502144,-0.31084704,"('repellent', 'pleasant')",0.10706951,0.124438986,-0.143976,-0.093204,0.050772
4,-0.3946085,-0.4771856,"('disliked', 'liked')",-5.970496,-6.118663,-3.1825523,-3.2979243,-0.115372
5,-0.82059824,-0.81965125,"('distant', 'outgoing')",-0.041471507,-0.1393557,-0.4310349,-0.4795035,-0.0484686
6,-1.1137786,-1.1433794,"('distant', 'open')",0.3689956,0.25452822,-0.3723915,-0.4444256,-0.0720341
7,-0.41011992,-0.37143877,"('insensitive', 'sensitive')",0.16724947,0.18278383,-0.1214352,-0.0943275,0.0271077
8,-0.73021567,-0.78630924,"('unaffectionate', 'affectionate')",0.90554416,0.78117394,0.0876642,-0.0025676,-0.0902318
9,-1.0998054,-1.1455795,"('unaffectionate', 'caring')",0.7979436,0.7294276,-0.1509309,-0.2080759,-0.057145
10,-1.4477274,-1.4478145,"('unsympathetic', 'sympathetic')",-0.8306134,-0.82818437,-1.1391704,-1.1379994,0.001171
11,-0.014672179,0.038589694,"('unhelpful', 'helpful')",1.1966236,1.2753829,0.5909757,0.6569863,0.0660106
12,0.15535887,0.25480333,"('unsupportive', 'supportive')",-1.8113362,-1.8254299,-0.8279886,-0.7853133,0.0426753
13,-0.39658007,-0.40913954,"('impolite', 'polite')",-0.82267416,-0.79098743,-0.6096271,-0.6000635,0.0095636
14,0.36649156,0.36841196,"('antisocial', 'social')",-0.5297686,-0.59585327,-0.0816385,-0.1137207,-0.0320822
15,0.37173218,0.28896016,"('boring', 'funny')",0.66797227,0.60109234,0.5198522,0.4450262,-0.074826
16,-0.5350421,-0.5879674,"('unpopular', 'popular')",0.6139795,0.58336574,0.0394687,-0.0023008,-0.0417695
17,-0.34005806,-0.2946286,"('nasty', 'nice')",-0.46290517,-0.430138,-0.4014816,-0.3623833,0.0390983
18,-0.06384856,-0.104122505,"('disagreeable', 'welcoming')",-0.22637324,-0.3654798,-0.1451109,-0.2348011,-0.0896902
19,-1.2680748,-1.2456068,"('inhospitable', 'hospitable')",0.16673386,0.21088699,-0.5506704,-0.5173599,0.0333105
20,0.91535693,0.8932541,"('rough', 'thoughtful')",1.4429651,1.3846791,1.1791611,1.1389666,-0.0401945
21,0.61155534,0.5719968,"('immoral', 'moral')",-0.45445845,-0.43610042,0.0785484,0.0679482,-0.0106002
22,0.2939453,0.23145238,"('untrustworthy', 'trustworthy')",-0.7879881,-0.8757998,-0.2470214,-0.3221737,-0.0751523
23,-0.21047197,-0.22765481,"('insincere', 'sincere')",4.9571285,4.9078307,2.3733282,2.3400879,-0.0332403
24,-0.46764013,-0.4950878,"('dishonest', 'honest')",0.3736211,0.32272294,-0.0470095,-0.0861824,-0.0391729
25,-0.32240933,-0.33534265,"('egoistic', 'altruistic')",1.656841,1.5971817,0.6672158,0.6309195,-0.0362963
26,0.21520734,0.11662271,"('hardhearted', 'benevolent')",1.8886493,1.8500559,1.0519283,0.9833393,-0.068589
27,0.2522164,0.3302364,"('hardhearted', 'softhearted')",1.5403279,1.4147922,0.8962722,0.8725143,-0.0237579
28,-0.5148973,-0.6291634,"('disloyal', 'loyal')",0.70348734,0.5987709,0.094295,-0.0151962,-0.1094912
29,-0.15720984,-0.21909517,"('unfair', 'fair')",-0.3683958,-0.5535946,-0.2628028,-0.3863449,-0.1235421
30,0.21509695,0.18913598,"('intolerant', 'tolerant')",1.164967,1.0977088,0.6900319,0.6434224,-0.0466095
31,-0.42239878,-0.37694043,"('evil', 'good')",-0.35975638,-0.49459487,-0.3910776,-0.4357677,-0.0446901
32,-0.036324672,-0.04226779,"('unkind', 'kind')",0.4141003,0.30159187,0.1888878,0.129662,-0.0592258
33,0.22365709,0.14030848,"('wrong', 'right')",-0.33730054,-0.41900587,-0.0568217,-0.1393487,-0.082527
34,0.104374014,0.24183679,"('mean', 'honorable')",5.5467916,5.7047896,2.8255827,2.9733133,0.1477306
35,0.011719946,-0.045755837,"('corrupt', 'incorrupt')",0.3540339,0.21668915,0.1828769,0.0854667,-0.0974102
36,-0.7037957,-0.8005591,"('hostile', 'amicable')",0.53833675,0.32071462,-0.0827295,-0.2399222,-0.1571927
37,-0.17868975,-0.18585414,"('fake', 'genuine')",0.16250661,0.16528754,-0.0080916,-0.0102833,-0.0021917
38,-0.82915914,-0.8255301,"('untruthful', 'truthful')",-0.3805927,-0.359627,-0.6048759,-0.5925785,0.0122974
39,1.0105492,1.0122473,"('exploitative', 'cooperative')",0.27228433,0.2743209,0.6414168,0.6432841,0.0018673
40,0.27960494,0.251939,"('stingy', 'generous')",-1.2598243,-1.4392158,-0.4901097,-0.5936384,-0.1035287
41,0.38203955,0.37929267,"('unforgiving', 'forgiving')",0.1048423,-0.048965015,0.2434409,0.1651638,-0.0782771
42,-0.22363903,-0.14609998,"('unreliable', 'reliable')",-3.5075595,-3.471429,-1.8655993,-1.8087646,0.0568347
43,-0.34554484,-0.28202438,"('irresponsible', 'responsible')",0.20192096,0.18683308,-0.0718119,-0.0475956,0.0242163
44,0.52526426,0.547335,"('prejudiced', 'unprejudiced')",-1.3126405,-1.316543,-0.3936881,-0.384604,0.0090841
45,-0.67395896,-0.6778432,"('incompetent', 'competent')",-0.30459875,-0.37918636,-0.4892789,-0.5285148,-0.0392359
46,-0.7790328,-0.77427036,"('uncompetitive', 'competitive')",-0.76207656,-0.7775246,-0.7705547,-0.7758975,-0.0053428
47,0.36654675,0.42845595,"('stupid', 'smart')",5.223215,5.348795,2.7948809,2.8886254,0.0937445
48,0.9994961,0.99245065,"('unintelligent', 'intelligent')",0.9284906,0.97576326,0.9639933,0.984107,0.0201137
49,-0.13093057,-0.0292565,"('unable', 'able')",0.031388763,0.08377888,-0.0497709,0.0272612,0.0770321
50,0.13240239,0.11869973,"('clumsy', 'skillful')",-0.00019828975,-0.051041573,0.0661021,0.0338291,-0.032273
51,-0.33927956,-0.4323753,"('uneducated', 'educated')",0.40778226,0.36953312,0.0342513,-0.0314211,-0.0656724
52,0.46307337,0.22870313,"('irrational', 'rational')",0.57345694,0.380995,0.5182651,0.3048491,-0.213416
53,-1.588797,-1.660409,"('uncreative', 'creative')",0.6352457,0.5450882,-0.4767756,-0.5576604,-0.0808848
54,-1.0753114,-1.1273247,"('incapable', 'capable')",1.1105487,1.1488268,0.0176187,0.0107511,-0.0068676
55,-0.12842171,-0.123122804,"('incompetent', 'clever')",0.1840785,0.17631164,0.0278284,0.0265944,-0.001234
56,0.32028234,0.32502428,"('impractical', 'practical')",-0.46372652,-0.44521004,-0.0717221,-0.0600929,0.0116292
57,-0.7481793,-0.81414545,"('unimaginative', 'imaginative')",-2.4555,-2.4868388,-1.6018395,-1.6504922,-0.0486527
58,-0.079672575,-0.13565958,"('undiscriminating', 'discriminating')",0.17552999,0.07927526,0.0479287,-0.0281922,-0.0761209
59,0.4833849,0.44851685,"('foolish', 'wise')",0.49888897,0.4397206,0.4911369,0.4441187,-0.0470182
60,0.72992027,0.78457206,"('inefficient', 'efficient')",-0.4684324,-0.34863704,0.1307439,0.2179675,0.0872236
61,0.23848501,0.10226872,"('illogical', 'logical')",0.18914884,0.0028971732,0.2138169,0.0525829,-0.161234
62,-0.073507614,-0.013244733,"('incompetent', 'brilliant')",-0.1906267,-0.06501806,-0.1320672,-0.0391314,0.0929358
63,-0.3489353,-0.29247394,"('unperceptive', 'insightful')",0.5661329,0.6303967,0.1085988,0.1689614,0.0603626
64,0.43118015,0.39785194,"('shy', 'confident')",-6.532321,-6.551003,-3.0505705,-3.0765755,-0.026005
