,berkshire_male,berkshire_female,tuple,hathaway_male,hathaway_female,inc_male,inc_female,del_male,del_female,average_male,average_female,female-male
0,0.19301586,0.12912208,"('unsociable', 'sociable')",-1.9854052,-2.0694153,-0.3360746,-0.5200801,-0.4216196,-0.35346004,-0.6375209,-0.7034584,-0.0659375
1,0.24183133,0.18043256,"('unfriendly', 'friendly')",-0.16882926,-0.26310802,0.29447827,0.014978558,2.2381744,2.021974,0.6514137,0.4885693,-0.1628444
2,0.13459297,0.22729373,"('unlikable', 'likable')",0.26347527,0.28032357,1.2345463,1.3123585,-0.035558425,0.057226695,0.399264,0.4693006,0.0700366
3,-0.8269102,-0.7244089,"('repellent', 'pleasant')",-1.6017469,-1.51627,-0.4450078,-0.39208356,0.8447704,0.97758085,-0.5072236,-0.4137955,0.0934281
4,0.5309139,0.4994955,"('disliked', 'liked')",1.5108752,1.5439473,0.57103294,0.41504362,-7.1672354,-7.3378477,-1.1386033,-1.2198403,-0.081237
5,-0.51097053,-0.54131013,"('distant', 'outgoing')",1.3196976,1.3458302,0.029851668,-0.045880847,0.41349813,0.22098705,0.3130192,0.2449066,-0.0681126
6,-0.3715927,-0.41229773,"('distant', 'open')",1.5434111,1.5677925,0.029357411,-0.060555764,1.0152915,0.8348281,0.5541168,0.4824418,-0.071675
7,0.9780797,1.010146,"('insensitive', 'sensitive')",-1.2134982,-1.1958678,0.08961154,0.07264443,1.0922757,1.1335673,0.2366172,0.2551225,0.0185053
8,0.42645386,0.4550114,"('unaffectionate', 'affectionate')",0.5370946,0.4723328,-0.51339084,-0.67375576,1.3593447,1.1527917,0.4523756,0.351595,-0.1007806
9,1.4511144,1.440519,"('unaffectionate', 'caring')",0.091783226,0.040439248,-0.009152455,-0.12665069,1.5515859,1.4999148,0.7713328,0.7135556,-0.0577772
10,0.563651,0.6432653,"('unsympathetic', 'sympathetic')",-3.4018974,-3.4072738,-0.6724623,-0.7359642,-0.21746278,-0.023038402,-0.9320428,-0.8807528,0.05129
11,-0.65262175,-0.62965673,"('unhelpful', 'helpful')",-2.3892705,-2.4089873,-0.047048807,-0.060163908,0.41138527,0.54082245,-0.6693889,-0.6394964,0.0298925
12,1.301379,1.3903581,"('unsupportive', 'supportive')",-0.9747975,-0.9062155,0.60240525,0.5976333,-1.7454396,-1.7487204,-0.2041132,-0.1667361,0.0373771
13,-0.3098989,-0.36729094,"('impolite', 'polite')",-2.3286638,-2.382109,-0.39148378,-0.37657747,-0.41891444,-0.2683102,-0.8622402,-0.8485719,0.0136683
14,0.3676295,0.4039346,"('antisocial', 'social')",-1.8346522,-1.7924736,0.114869535,0.16637284,-0.66501915,-0.51855093,-0.5042931,-0.4351792,0.0691139
15,-0.23859021,-0.26769716,"('boring', 'funny')",0.51366687,0.48682648,0.26673803,0.24089459,0.048637353,-0.062341884,0.147613,0.0994205,-0.0481925
16,-1.3630507,-1.3061428,"('unpopular', 'popular')",1.0687188,1.0869951,-0.16588885,-0.08536753,0.81125987,0.7890477,0.0877598,0.1211331,0.0333733
17,-0.42846784,-0.28401196,"('nasty', 'nice')",0.544448,0.6493775,-0.6757064,-0.6120629,-1.2926432,-1.2302995,-0.4630924,-0.3692492,0.0938432
18,-0.26512343,-0.21729735,"('disagreeable', 'welcoming')",0.3772738,0.4164504,0.0073074326,0.0074178576,-0.72413874,-0.83244604,-0.1511702,-0.1564688,-0.0052986
19,0.028399635,-0.0295598,"('inhospitable', 'hospitable')",0.26231623,0.24077588,-0.023204733,-0.10221326,0.0127770845,-0.111782365,0.0700721,-0.0006949,-0.070767
20,1.0602388,1.1561085,"('rough', 'thoughtful')",-0.45123687,-0.41290295,0.85118103,0.8951562,0.5832595,0.51276016,0.5108606,0.5377805,0.0269199
21,0.5968682,0.66592443,"('immoral', 'moral')",-2.0652413,-2.0286407,-0.1397501,-0.11978216,-0.43134445,-0.31242156,-0.5098669,-0.44873,0.0611369
22,-0.8523048,-0.9098881,"('untrustworthy', 'trustworthy')",-1.3909936,-1.4055899,-0.028211337,-0.16082072,-1.3273504,-1.3421092,-0.8997151,-0.954602,-0.0548869
23,0.25308257,0.26801762,"('insincere', 'sincere')",-2.5891905,-2.624922,-0.5558756,-0.6508918,5.463285,5.557844,0.6428254,0.637512,-0.0053134
24,0.93608326,0.87467587,"('dishonest', 'honest')",-1.5237622,-1.569068,-0.22321829,-0.31545454,0.8384335,0.74965066,0.0068841,-0.065049,-0.0719331
25,0.11695305,0.12608624,"('egoistic', 'altruistic')",1.7181832,1.6878914,0.9329641,0.8965938,0.9730123,0.8348473,0.9352782,0.8863546,-0.0489236
26,0.42012098,0.36728084,"('hardhearted', 'benevolent')",0.50525224,0.4382688,1.3006324,1.1929591,1.0466447,0.9860745,0.8181626,0.7461458,-0.0720168
27,0.45712194,0.5059602,"('hardhearted', 'softhearted')",0.33928883,0.38829228,0.17428133,0.20545568,1.5043086,1.3461628,0.6187502,0.6114677,-0.0072825
28,0.9525365,0.8186003,"('disloyal', 'loyal')",-1.8253415,-1.8895013,-0.38062277,-0.580134,0.5083394,0.48902768,-0.1862721,-0.2905018,-0.1042297
29,0.08555641,0.03576308,"('unfair', 'fair')",1.0350624,1.0218779,-0.37550753,-0.458599,-0.34917405,-0.50452125,0.0989843,0.0236302,-0.0753541
30,0.65351605,0.6974341,"('intolerant', 'tolerant')",-1.905282,-1.9314173,0.85614926,0.7372659,0.26054838,0.25594875,-0.0337671,-0.0601922,-0.0264251
31,-1.2596177,-1.2704048,"('evil', 'good')",1.8566524,1.920345,-0.33896688,-0.49134588,-0.38105917,-0.59471524,-0.0307478,-0.1090302,-0.0782824
32,0.6795427,0.6006452,"('unkind', 'kind')",-1.1814395,-1.220919,0.28037852,0.17407213,0.9765266,0.9462728,0.1887521,0.1250178,-0.0637343
33,0.9071099,0.796656,"('wrong', 'right')",1.581244,1.5425196,1.0510788,1.0470697,0.4272042,0.30956805,0.9916592,0.9239533,-0.0677059
34,0.10630278,0.2070545,"('mean', 'honorable')",0.037421197,0.053761877,0.9712063,0.98311245,5.1672025,5.2606463,1.5705332,1.6261438,0.0556106
35,-0.7052091,-0.7983126,"('corrupt', 'incorrupt')",2.840943,2.8283281,-0.34377408,-0.3751735,-0.44042403,-0.68276805,0.337884,0.2430185,-0.0948655
36,-0.17904764,-0.23992279,"('hostile', 'amicable')",2.1785176,2.143549,0.121643685,-0.15126252,0.66621965,0.40081614,0.6968334,0.538295,-0.1585384
