,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-0.9187073,-1.0483826,"('unsociable', 'sociable')",0.20544013,0.19064528,-0.3566336,-0.4288687,-0.0722351
1,-0.6575391,-0.83673227,"('unfriendly', 'friendly')",1.7064619,1.5845369,0.5244614,0.3739023,-0.1505591
2,0.84058696,0.83834994,"('unlikable', 'likable')",0.45037517,0.5171949,0.6454811,0.6777724,0.0322913
3,-0.7880545,-0.83765393,"('repellent', 'pleasant')",0.41924793,0.51240563,-0.1844033,-0.1626242,0.0217791
4,0.65936506,0.5102369,"('disliked', 'liked')",-6.8680363,-6.893778,-3.1043355,-3.1917706,-0.0874351
5,0.7450365,0.8078654,"('distant', 'outgoing')",-1.0878648,-1.0622629,-0.1714141,-0.1271988,0.0442153
6,0.5562561,0.62352365,"('distant', 'open')",-0.9091999,-0.92418104,-0.1764719,-0.1503287,0.0261432
7,-1.1378407,-1.2131511,"('insensitive', 'sensitive')",0.5808482,0.66502994,-0.2784963,-0.2740606,0.0044357
8,0.18081522,0.13727781,"('unaffectionate', 'affectionate')",1.1728946,1.1158228,0.6768549,0.6265503,-0.0503046
9,-0.29272354,-0.38328913,"('unaffectionate', 'caring')",1.3077805,1.2931539,0.5075285,0.4549324,-0.0525961
10,-2.0880105,-2.220832,"('unsympathetic', 'sympathetic')",0.11850072,0.20203753,-0.9847549,-1.0093973,-0.0246424
11,-1.117997,-1.242451,"('unhelpful', 'helpful')",2.4488654,2.4513729,0.6654342,0.604461,-0.0609732
12,-0.9248316,-0.95855093,"('unsupportive', 'supportive')",-1.6256303,-1.4631885,-1.2752309,-1.2108698,0.0643611
13,-1.1125232,-1.1738476,"('impolite', 'polite')",0.17946495,0.22218862,-0.4665291,-0.4758295,-0.0093004
14,-0.71037984,-0.8258176,"('antisocial', 'social')",0.513795,0.56052274,-0.0982924,-0.1326474,-0.034355
15,0.5044283,0.47089523,"('boring', 'funny')",0.9291339,0.84952223,0.7167811,0.6602087,-0.0565724
16,0.34006095,0.33118376,"('unpopular', 'popular')",0.1657291,0.18556839,0.252895,0.2583761,0.0054811
17,-0.489286,-0.32572973,"('nasty', 'nice')",-0.1392265,-0.12706788,-0.3142563,-0.2263988,0.0878575
18,-0.021795992,-0.062787324,"('disagreeable', 'welcoming')",-0.8215265,-0.7836431,-0.4216613,-0.4232152,-0.0015539
19,0.29163063,0.2368146,"('inhospitable', 'hospitable')",-0.29802608,-0.31374368,-0.0031977,-0.0384645,-0.0352668
20,-0.35549957,-0.34163344,"('rough', 'thoughtful')",0.48201734,0.4958395,0.0632589,0.077103,0.0138441
21,-0.56569535,-0.6660263,"('immoral', 'moral')",0.20649461,0.33483687,-0.1796004,-0.1655947,0.0140057
22,-0.95149267,-1.0321715,"('untrustworthy', 'trustworthy')",-0.8020338,-0.8271004,-0.8767632,-0.9296359,-0.0528727
23,-0.9034597,-1.0397432,"('insincere', 'sincere')",6.449579,6.3888025,2.7730596,2.6745296,-0.09853
24,-0.6397876,-0.7017181,"('dishonest', 'honest')",0.7615759,0.7650653,0.0608941,0.0316736,-0.0292205
25,0.73835033,0.81409067,"('egoistic', 'altruistic')",1.1351832,1.1589769,0.9367667,0.9865338,0.0497671
26,0.15371022,-0.020267092,"('hardhearted', 'benevolent')",1.6448103,1.5299004,0.8992603,0.7548167,-0.1444436
27,-0.3444787,-0.31827524,"('hardhearted', 'softhearted')",0.782911,0.77616537,0.2192162,0.2289451,0.0097289
28,-0.3276447,-0.55819845,"('disloyal', 'loyal')",1.6232702,1.4189684,0.6478127,0.430385,-0.2174277
29,-0.31376937,-0.33322227,"('unfair', 'fair')",-1.0701907,-1.2734375,-0.69198,-0.8033299,-0.1113499
