,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
0,0.8155554,0.76332337,"('unsociable', 'sociable')",0.8155554,0.7633234,-0.052232
1,-0.6004734,-0.90333474,"('unfriendly', 'friendly')",-0.6004734,-0.9033347,-0.3028613
2,-1.0458813,-1.0501332,"('unlikable', 'likable')",-1.0458813,-1.0501332,-0.0042519
3,-0.9521909,-0.8013194,"('repellent', 'pleasant')",-0.9521909,-0.8013194,0.1508715
4,-2.6898947,-2.5715551,"('disliked', 'liked')",-2.6898947,-2.5715551,0.1183396
5,-0.50326526,-0.6407514,"('distant', 'outgoing')",-0.5032653,-0.6407514,-0.1374861
6,-0.30967024,-0.50334454,"('distant', 'open')",-0.3096702,-0.5033445,-0.1936743
7,0.120002136,0.21418348,"('insensitive', 'sensitive')",0.1200021,0.2141835,0.0941814
8,-0.03216724,-0.14362124,"('unaffectionate', 'affectionate')",-0.0321672,-0.1436212,-0.111454
9,-0.18988149,-0.34699115,"('unaffectionate', 'caring')",-0.1898815,-0.3469912,-0.1571097
10,-0.106435224,-0.08017625,"('unsympathetic', 'sympathetic')",-0.1064352,-0.0801762,0.026259
11,0.16495904,0.28308457,"('unhelpful', 'helpful')",0.164959,0.2830846,0.1181256
12,-0.7148731,-0.650115,"('unsupportive', 'supportive')",-0.7148731,-0.650115,0.0647581
13,-0.35812384,-0.34053913,"('impolite', 'polite')",-0.3581238,-0.3405391,0.0175847
14,0.2979947,0.45687807,"('antisocial', 'social')",0.2979947,0.4568781,0.1588834
15,1.2234579,1.1526005,"('boring', 'funny')",1.2234579,1.1526005,-0.0708574
16,-0.77504534,-0.85440874,"('unpopular', 'popular')",-0.7750453,-0.8544087,-0.0793634
17,-0.030156985,0.1090174,"('nasty', 'nice')",-0.030157,0.1090174,0.1391744
18,-2.116448,-2.0677283,"('disagreeable', 'welcoming')",-2.1164479,-2.0677283,0.0487196
19,-1.4579887,-1.5329635,"('inhospitable', 'hospitable')",-1.4579887,-1.5329635,-0.0749748
20,-0.74687594,-0.7581598,"('rough', 'thoughtful')",-0.7468759,-0.7581598,-0.0112839
21,-0.4521098,-0.2923789,"('immoral', 'moral')",-0.4521098,-0.2923789,0.1597309
22,-0.7935512,-0.8387376,"('untrustworthy', 'trustworthy')",-0.7935512,-0.8387376,-0.0451864
23,1.79225,1.6876228,"('insincere', 'sincere')",1.79225,1.6876228,-0.1046272
24,-0.7081227,-0.7781857,"('dishonest', 'honest')",-0.7081227,-0.7781857,-0.070063
25,0.08883479,-0.078419566,"('egoistic', 'altruistic')",0.0888348,-0.0784196,-0.1672544
26,1.0855975,0.9603958,"('hardhearted', 'benevolent')",1.0855975,0.9603958,-0.1252017
27,0.3005224,0.21756549,"('hardhearted', 'softhearted')",0.3005224,0.2175655,-0.0829569
28,-0.009399076,-0.21561532,"('disloyal', 'loyal')",-0.0093991,-0.2156153,-0.2062162
29,-0.75623566,-0.80613834,"('unfair', 'fair')",-0.7562357,-0.8061383,-0.0499026
30,0.11298383,0.13445899,"('intolerant', 'tolerant')",0.1129838,0.134459,0.0214752
31,-0.93474895,-1.00663,"('evil', 'good')",-0.9347489,-1.0066299,-0.071881
32,0.17273979,0.119975865,"('unkind', 'kind')",0.1727398,0.1199759,-0.0527639
33,-0.22172081,-0.30768406,"('wrong', 'right')",-0.2217208,-0.3076841,-0.0859633
34,1.4124447,1.3885989,"('mean', 'honorable')",1.4124447,1.3885989,-0.0238458
35,-0.46441436,-0.6623979,"('corrupt', 'incorrupt')",-0.4644144,-0.6623979,-0.1979835
36,-0.6984625,-0.90741956,"('hostile', 'amicable')",-0.6984625,-0.9074196,-0.2089571
37,-0.17801014,-0.23622845,"('fake', 'genuine')",-0.1780101,-0.2362285,-0.0582184
