,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
38,-0.1824641,-0.22180572,"('untruthful', 'truthful')",-0.1824641,-0.2218057,-0.0393416
39,-1.0075794,-0.9089957,"('exploitative', 'cooperative')",-1.0075794,-0.9089957,0.0985837
40,-1.8421901,-1.8596058,"('stingy', 'generous')",-1.8421901,-1.8596058,-0.0174157
41,-0.035286628,-0.13830343,"('unforgiving', 'forgiving')",-0.0352866,-0.1383034,-0.1030168
42,-2.0381694,-1.8831812,"('unreliable', 'reliable')",-2.0381694,-1.8831812,0.1549882
43,-0.014262138,0.017866086,"('irresponsible', 'responsible')",-0.0142621,0.0178661,0.0321282
44,-1.2128654,-1.1311737,"('prejudiced', 'unprejudiced')",-1.2128654,-1.1311737,0.0816917
45,0.69218093,0.7204555,"('incompetent', 'competent')",0.6921809,0.7204555,0.0282746
46,-0.5017242,-0.46778256,"('uncompetitive', 'competitive')",-0.5017242,-0.4677826,0.0339416
47,1.7655362,1.7048206,"('stupid', 'smart')",1.7655362,1.7048206,-0.0607156
48,0.15099788,0.10340954,"('unintelligent', 'intelligent')",0.1509979,0.1034095,-0.0475884
49,-0.8078968,-0.7479802,"('unable', 'able')",-0.8078968,-0.7479802,0.0599166
50,-1.0579951,-1.1119492,"('clumsy', 'skillful')",-1.0579951,-1.1119492,-0.0539541
51,-1.431728,-1.3520511,"('uneducated', 'educated')",-1.431728,-1.3520511,0.0796769
52,-0.9200775,-1.1566958,"('irrational', 'rational')",-0.9200775,-1.1566958,-0.2366183
53,-1.4586463,-1.697882,"('uncreative', 'creative')",-1.4586463,-1.6978821,-0.2392358
54,-0.60752106,-0.7595577,"('incapable', 'capable')",-0.6075211,-0.7595577,-0.1520366
55,0.44799805,0.61127007,"('incompetent', 'clever')",0.447998,0.6112701,0.1632721
56,0.83520794,0.9300895,"('impractical', 'practical')",0.8352079,0.9300895,0.0948816
57,-0.43622744,-0.53030866,"('unimaginative', 'imaginative')",-0.4362274,-0.5303087,-0.0940813
58,-0.2814376,-0.4009092,"('undiscriminating', 'discriminating')",-0.2814376,-0.4009092,-0.1194716
59,-1.0511742,-1.1221899,"('foolish', 'wise')",-1.0511742,-1.1221899,-0.0710157
60,0.3294906,0.5715398,"('inefficient', 'efficient')",0.3294906,0.5715398,0.2420492
61,-0.76202387,-0.965899,"('illogical', 'logical')",-0.7620239,-0.965899,-0.2038751
62,-0.3805276,-0.19627282,"('incompetent', 'brilliant')",-0.3805276,-0.1962728,0.1842548
63,-0.33827457,-0.331146,"('unperceptive', 'insightful')",-0.3382746,-0.331146,0.0071286
64,-3.1222315,-2.9604578,"('shy', 'confident')",-3.1222315,-2.9604578,0.1617737
65,0.10089077,0.19742295,"('insecure', 'secure')",0.1008908,0.197423,0.0965322
66,-0.7260016,-0.8178147,"('inactive', 'active')",-0.7260016,-0.8178147,-0.0918131
67,-0.007565813,0.1034565,"('doubtful', 'determined')",-0.0075658,0.1034565,0.1110223
68,-1.8354152,-1.9012004,"('dependent', 'independent')",-1.8354152,-1.9012004,-0.0657852
69,-0.9645988,-1.04311,"('lazy', 'industrious')",-0.9645988,-1.04311,-0.0785112
70,-0.5180847,-0.5046324,"('lethargic', 'energetic')",-0.5180847,-0.5046324,0.0134523
71,-0.14432822,-0.24550271,"('diffident', 'self-confident')",-0.1443282,-0.2455027,-0.1011745
72,-0.22359267,-0.16494665,"('unambitious', 'ambitious')",-0.2235927,-0.1649466,0.0586461
73,-2.8826492,-2.885079,"('helpless', 'self-reliant')",-2.8826492,-2.8850789,-0.0024297
74,-0.097082585,-0.10774997,"('undedicated', 'dedicated')",-0.0970826,-0.10775,-0.0106674
75,-0.70330954,-0.7141277,"('meek', 'impulsive')",-0.7033095,-0.7141277,-0.0108182
76,-0.32196268,-0.18515351,"('anxious', 'daring')",-0.3219627,-0.1851535,0.1368092
77,-0.98193544,-0.9194383,"('unmotivated', 'motivated')",-0.9819354,-0.9194383,0.0624971
78,0.3433792,0.2507537,"('nonresilient', 'resilient')",0.3433792,0.2507537,-0.0926255
79,-0.42321724,-0.6437414,"('wavering', 'unwavering')",-0.4232172,-0.6437414,-0.2205242
80,0.19798061,0.3226996,"('dominated', 'dominating')",0.1979806,0.3226996,0.124719
81,-0.5380138,-0.35549513,"('submissive', 'aggressive')",-0.5380138,-0.3554951,0.1825187
82,1.5386082,1.4623532,"('poor', 'rich')",1.5386082,1.4623532,-0.076255
83,-0.6697036,-0.6401115,"('powerless', 'powerful')",-0.6697036,-0.6401115,0.0295921
84,-1.1628153,-1.1911709,"('inferior', 'superior')",-1.1628153,-1.1911709,-0.0283556
85,-0.9570884,-1.1984329,"('insignificant', 'prestigious')",-0.9570884,-1.1984329,-0.2413445
86,-0.18415263,-0.34374875,"('uninfluential', 'influential')",-0.1841526,-0.3437487,-0.1595961
87,-0.33270308,-0.357082,"('unsuccessful', 'successful')",-0.3327031,-0.357082,-0.0243789
88,-1.5828092,-1.5881246,"('low', 'eminent')",-1.5828092,-1.5881246,-0.0053154
