,ptc_male,ptc_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.24795422,0.09085734,"('unsociable', 'sociable')",-0.21420577,-0.3771026,0.0168742,-0.1431226,-0.1599968
1,-0.50080264,-0.65871316,"('unfriendly', 'friendly')",1.8135405,1.7564931,0.6563689,0.54889,-0.1074789
2,1.3392501,1.3180999,"('unlikable', 'likable')",0.992048,0.99542123,1.1656491,1.1567606,-0.0088885
3,0.49795154,0.6006228,"('repellent', 'pleasant')",0.55465114,0.60534084,0.5263013,0.6029818,0.0766805
4,0.19774757,0.1263838,"('disliked', 'liked')",-6.1410255,-6.207781,-2.9716389,-3.0406985,-0.0690596
5,-1.1088333,-1.0668291,"('distant', 'outgoing')",-0.56598514,-0.52229136,-0.8374093,-0.7945602,0.0428491
6,-1.5505958,-1.4575075,"('distant', 'open')",-0.20669639,-0.13461122,-0.8786461,-0.7960594,0.0825867
7,0.40983897,0.4245089,"('insensitive', 'sensitive')",1.0421219,1.0748506,0.7259804,0.7496797,0.0236993
8,-1.0725415,-1.1071013,"('unaffectionate', 'affectionate')",0.73235834,0.6980303,-0.1700916,-0.2045355,-0.0344439
9,-0.5000187,-0.568339,"('unaffectionate', 'caring')",1.2225845,1.2152333,0.3612829,0.3234472,-0.0378357
10,-0.1093567,-0.06693442,"('unsympathetic', 'sympathetic')",-0.32913512,-0.29054487,-0.2192459,-0.1787396,0.0405063
11,0.8913436,0.84505534,"('unhelpful', 'helpful')",1.867087,1.92228,1.3792152,1.3836677,0.0044525
12,0.3352154,0.48212594,"('unsupportive', 'supportive')",-1.7303813,-1.6486454,-0.697583,-0.5832597,0.1143233
13,0.2755232,0.23251477,"('impolite', 'polite')",-0.3579252,-0.3551919,-0.041201,-0.0613386,-0.0201376
14,1.4095056,1.3271475,"('antisocial', 'social')",0.020995855,-0.119512275,0.7152507,0.6038176,-0.1114331
15,0.5953458,0.40697813,"('boring', 'funny')",0.81016564,0.71966606,0.7027557,0.5633221,-0.1394336
16,-0.7361915,-0.6802713,"('unpopular', 'popular')",0.4667759,0.5241296,-0.1347078,-0.0780708,0.056637
17,0.122904666,0.1912444,"('nasty', 'nice')",-0.5289457,-0.5017295,-0.2030205,-0.1552425,0.047778
18,-1.1410888,-1.063989,"('disagreeable', 'welcoming')",-0.30074602,-0.31228727,-0.7209175,-0.6881381,0.0327794
19,0.10592509,0.101522885,"('inhospitable', 'hospitable')",0.048818786,0.088207066,0.0773719,0.094865,0.0174931
20,0.59486336,0.6388165,"('rough', 'thoughtful')",0.860313,0.82934815,0.7275882,0.7340823,0.0064941
