,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.39650264,-0.53652567,"('unsociable', 'sociable')",-0.3965026,-0.5365257,-0.1400231
1,-0.9801709,-1.2930673,"('unfriendly', 'friendly')",-0.9801709,-1.2930673,-0.3128964
2,-0.82054853,-0.8337462,"('unlikable', 'likable')",-0.8205485,-0.8337462,-0.0131977
3,-0.19096577,-0.118360765,"('repellent', 'pleasant')",-0.1909658,-0.1183608,0.072605
4,-2.186731,-2.2414925,"('disliked', 'liked')",-2.1867311,-2.2414925,-0.0547614
5,-0.5269473,-0.5816727,"('distant', 'outgoing')",-0.5269473,-0.5816727,-0.0547254
6,-0.6443436,-0.7383554,"('distant', 'open')",-0.6443436,-0.7383554,-0.0940118
7,-0.9155515,-0.9447739,"('insensitive', 'sensitive')",-0.9155515,-0.9447739,-0.0292224
8,-1.4708724,-1.6786337,"('unaffectionate', 'affectionate')",-1.4708724,-1.6786337,-0.2077613
9,-1.3662872,-1.5730687,"('unaffectionate', 'caring')",-1.3662872,-1.5730687,-0.2067815
10,-0.19104403,-0.30767313,"('unsympathetic', 'sympathetic')",-0.191044,-0.3076731,-0.1166291
11,0.85029364,0.7878892,"('unhelpful', 'helpful')",0.8502936,0.7878892,-0.0624044
12,-1.2714654,-1.2992615,"('unsupportive', 'supportive')",-1.2714654,-1.2992615,-0.0277961
13,0.17677242,0.096079856,"('impolite', 'polite')",0.1767724,0.0960799,-0.0806925
14,-0.61232466,-0.55118316,"('antisocial', 'social')",-0.6123247,-0.5511832,0.0611415
15,0.41481623,0.31972376,"('boring', 'funny')",0.4148162,0.3197238,-0.0950924
16,-1.2602872,-1.2515999,"('unpopular', 'popular')",-1.2602872,-1.2515999,0.0086873
17,-1.2608511,-1.1319708,"('nasty', 'nice')",-1.2608511,-1.1319708,0.1288803
18,-1.0526738,-1.069605,"('disagreeable', 'welcoming')",-1.0526738,-1.069605,-0.0169312
19,-0.6526902,-0.7817309,"('inhospitable', 'hospitable')",-0.6526902,-0.7817309,-0.1290407
20,0.7147279,0.77165204,"('rough', 'thoughtful')",0.7147279,0.771652,0.0569241
21,0.9833999,0.8974224,"('immoral', 'moral')",0.9833999,0.8974224,-0.0859775
22,0.43529153,0.36888975,"('untrustworthy', 'trustworthy')",0.4352915,0.3688897,-0.0664018
23,1.5544513,1.4125572,"('insincere', 'sincere')",1.5544513,1.4125572,-0.1418941
24,-0.78029484,-0.9056867,"('dishonest', 'honest')",-0.7802948,-0.9056867,-0.1253919
25,-1.1217164,-1.1141775,"('egoistic', 'altruistic')",-1.1217164,-1.1141775,0.0075389
26,-0.0017072652,-0.19855668,"('hardhearted', 'benevolent')",-0.0017073,-0.1985567,-0.1968494
27,-0.7811419,-0.78284866,"('hardhearted', 'softhearted')",-0.7811419,-0.7828487,-0.0017068
28,-0.82270694,-1.0371616,"('disloyal', 'loyal')",-0.8227069,-1.0371616,-0.2144547
29,-0.4109915,-0.52064234,"('unfair', 'fair')",-0.4109915,-0.5206423,-0.1096508
