,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.5736189,-0.74927396,"('unsociable', 'sociable')",-0.11457653,-0.14243817,-0.3440977,-0.4458561,-0.1017584
1,-1.0152876,-1.1741285,"('unfriendly', 'friendly')",0.8169905,0.68308145,-0.0991486,-0.2455235,-0.1463749
2,0.7852488,0.72035503,"('unlikable', 'likable')",1.1907521,1.2821863,0.9880005,1.0012707,0.0132702
3,-0.55649996,-0.4303195,"('repellent', 'pleasant')",0.7898711,0.8969439,0.1166856,0.2333122,0.1166266
4,-0.02951172,0.00905094,"('disliked', 'liked')",-6.6200924,-6.6594443,-3.3248022,-3.3251967,-0.0003945
5,-1.1064641,-1.045559,"('distant', 'outgoing')",-1.4564075,-1.2690935,-1.2814358,-1.1573262,0.1241096
6,-1.5665358,-1.4867433,"('distant', 'open')",-1.50946,-1.3695486,-1.537998,-1.4281459,0.1098521
7,-0.7955806,-0.71695626,"('insensitive', 'sensitive')",-0.31424126,-0.18145688,-0.554911,-0.4492066,0.1057044
8,-0.8947035,-1.0001965,"('unaffectionate', 'affectionate')",0.26845437,0.24278769,-0.3131246,-0.3787044,-0.0655798
9,-1.3130807,-1.4080524,"('unaffectionate', 'caring')",0.70092374,0.67525417,-0.3060785,-0.3663991,-0.0603206
10,-0.40298828,-0.47996515,"('unsympathetic', 'sympathetic')",-0.13889062,-0.11606994,-0.2709395,-0.2980176,-0.0270781
11,-0.05170001,-0.105439484,"('unhelpful', 'helpful')",2.2464156,2.334566,1.0973577,1.1145633,0.0172056
12,-0.6330042,-0.5527552,"('unsupportive', 'supportive')",-2.2241797,-2.0268717,-1.428592,-1.2898134,0.1387786
13,-0.43811935,-0.51513433,"('impolite', 'polite')",-0.11022681,-0.040454347,-0.2741731,-0.2777943,-0.0036212
14,0.5410464,0.5241175,"('antisocial', 'social')",0.3331064,0.3564054,0.4370764,0.4402615,0.0031851
15,-0.110939756,-0.22216466,"('boring', 'funny')",0.8841106,0.88574123,0.3865854,0.3317883,-0.0547971
16,-0.4708901,-0.48443684,"('unpopular', 'popular')",0.25794235,0.16334803,-0.1064739,-0.1605444,-0.0540705
17,-0.187655,-0.122765705,"('nasty', 'nice')",0.15665853,0.16081546,-0.0154982,0.0190249,0.0345231
18,-0.495301,-0.44946244,"('disagreeable', 'welcoming')",-1.1026077,-1.0492102,-0.7989544,-0.7493363,0.0496181
19,-1.4467133,-1.4714526,"('inhospitable', 'hospitable')",-0.42712107,-0.3987929,-0.9369172,-0.9351227,0.0017945
20,-0.014933918,-0.018060692,"('rough', 'thoughtful')",0.49891067,0.42816755,0.2419884,0.2050534,-0.036935
21,0.52396905,0.4467569,"('immoral', 'moral')",-0.16326195,-0.08381758,0.1803536,0.1814697,0.0011161
22,0.28133583,0.29963908,"('untrustworthy', 'trustworthy')",-0.38040233,-0.30953613,-0.0495332,-0.0049485,0.0445847
23,-0.5564804,-0.6276914,"('insincere', 'sincere')",5.860252,5.8952527,2.6518857,2.6337807,-0.018105
24,-0.14723298,-0.2295012,"('dishonest', 'honest')",0.7849921,0.88058186,0.3188795,0.3255403,0.0066608
25,-0.41602415,-0.44103652,"('egoistic', 'altruistic')",1.2410554,1.1131687,0.4125156,0.3360661,-0.0764495
26,0.0025415625,-0.16447061,"('hardhearted', 'benevolent')",1.7982761,1.5913863,0.9004088,0.7134578,-0.186951
27,-0.49714944,-0.4375056,"('hardhearted', 'softhearted')",0.45759076,0.44339585,-0.0197793,0.0029451,0.0227244
28,-0.8015994,-0.9847327,"('disloyal', 'loyal')",1.2006896,0.9318674,0.1995451,-0.0264326,-0.2259777
29,-0.37003785,-0.42304808,"('unfair', 'fair')",-0.79312456,-0.8786356,-0.5815812,-0.6508418,-0.0692606
30,0.696974,0.6335657,"('intolerant', 'tolerant')",0.84688896,1.0863003,0.7719315,0.859933,0.0880015
31,-1.2068689,-1.0417103,"('evil', 'good')",-1.5957621,-1.5609863,-1.4013155,-1.3013482,0.0999673
32,0.14049366,-0.091803774,"('unkind', 'kind')",1.5744166,1.3534378,0.8574551,0.630817,-0.2266381
33,-0.0067474656,-0.072325535,"('wrong', 'right')",-0.6633756,-0.7951335,-0.3350616,-0.4337295,-0.0986679
34,0.04976067,0.16517769,"('mean', 'honorable')",4.9756117,5.2772326,2.5126863,2.7212052,0.2085189
35,-0.36968282,-0.4392687,"('corrupt', 'incorrupt')",-0.8319948,-1.1156219,-0.6008388,-0.7774453,-0.1766065
36,-1.1714265,-1.234189,"('hostile', 'amicable')",-0.41098312,-0.66064507,-0.7912048,-0.947417,-0.1562122
37,-0.49728578,-0.5493181,"('fake', 'genuine')",-0.07632336,-0.030283004,-0.2868046,-0.2898005,-0.0029959
38,-0.6628083,-0.7114243,"('untruthful', 'truthful')",0.03290943,0.08619672,-0.3149494,-0.3126138,0.0023356
39,0.36219907,0.38999423,"('exploitative', 'cooperative')",0.7305686,0.8158664,0.5463839,0.6029303,0.0565464
40,-0.0047579017,0.05830079,"('stingy', 'generous')",-2.6594763,-2.5772727,-1.3321171,-1.259486,0.0726311
41,0.10871929,0.12889524,"('unforgiving', 'forgiving')",0.40078542,0.4163398,0.2547523,0.2726175,0.0178652
42,0.23622002,0.23506418,"('unreliable', 'reliable')",-3.195995,-3.1098664,-1.4798875,-1.4374011,0.0424864
43,-0.535756,-0.52433723,"('irresponsible', 'responsible')",0.34427837,0.57994896,-0.0957388,0.0278059,0.1235447
44,0.76874316,0.7150889,"('prejudiced', 'unprejudiced')",-1.192785,-1.2212085,-0.2120209,-0.2530598,-0.0410389
45,-0.7393028,-0.6586258,"('incompetent', 'competent')",0.041574415,0.12918307,-0.3488642,-0.2647214,0.0841428
46,-0.2380192,-0.21547613,"('uncompetitive', 'competitive')",-0.8209423,-0.67148155,-0.5294808,-0.4434788,0.086002
47,0.08658518,0.1592091,"('stupid', 'smart')",4.9734936,5.112352,2.5300393,2.6357806,0.1057413
48,-0.08897537,-0.14716,"('unintelligent', 'intelligent')",0.12581974,0.12435807,0.0184222,-0.011401,-0.0298232
49,-0.11113389,-0.011436547,"('unable', 'able')",-0.3369962,-0.24956892,-0.224065,-0.1305027,0.0935623
50,0.0038336301,-0.09412758,"('clumsy', 'skillful')",-0.18747713,-0.31917793,-0.0918217,-0.2066528,-0.1148311
51,-0.33716208,-0.5428446,"('uneducated', 'educated')",0.90666467,0.7398426,0.2847513,0.098499,-0.1862523
52,-0.3412469,-0.55570334,"('irrational', 'rational')",-0.16650097,-0.31451958,-0.2538739,-0.4351115,-0.1812376
53,-1.7486271,-1.8079426,"('uncreative', 'creative')",0.25693834,0.23954192,-0.7458444,-0.7842004,-0.038356
54,-0.6004993,-0.82794017,"('incapable', 'capable')",0.90982014,0.7278266,0.1546604,-0.0500568,-0.2047172
55,0.081633106,0.12863962,"('incompetent', 'clever')",0.7899801,0.92650867,0.4358066,0.5275741,0.0917675
56,0.30889684,0.23814401,"('impractical', 'practical')",0.16038589,0.29642937,0.2346414,0.2672867,0.0326453
57,-0.4121863,-0.48383653,"('unimaginative', 'imaginative')",-2.900322,-2.9151883,-1.6562542,-1.6995125,-0.0432583
58,0.0015433617,-0.033645812,"('undiscriminating', 'discriminating')",0.27308095,0.36413214,0.1373122,0.1652432,0.027931
59,-0.0898289,-0.081622615,"('foolish', 'wise')",-0.27963737,-0.3129998,-0.1847331,-0.1973112,-0.0125781
60,0.39288744,0.4985598,"('inefficient', 'efficient')",0.019746963,0.42951998,0.2063172,0.4640399,0.2577227
61,-0.63095194,-0.7630629,"('illogical', 'logical')",-0.040200368,-0.14650467,-0.3355761,-0.4547838,-0.1192077
62,0.25534457,0.35086545,"('incompetent', 'brilliant')",0.2705905,0.5284776,0.2629675,0.4396715,0.176704
63,-0.5202731,-0.48601267,"('unperceptive', 'insightful')",0.0480824,0.25029218,-0.2360953,-0.1178602,0.1182351
64,-0.08178652,-0.05522866,"('shy', 'confident')",-5.7920375,-5.6469507,-2.9369121,-2.8510897,0.0858224
65,0.11164644,0.004034465,"('insecure', 'secure')",0.46299642,0.5678483,0.2873214,0.2859414,-0.00138
66,-0.94267523,-1.0836451,"('inactive', 'active')",-0.39189726,-0.51438963,-0.6672863,-0.7990174,-0.1317311
67,0.2818122,0.22157452,"('doubtful', 'determined')",-0.24092883,-0.24395233,0.0204417,-0.0111889,-0.0316306
68,-0.23786859,-0.27637273,"('dependent', 'independent')",-1.4856026,-1.4228439,-0.8617356,-0.8496083,0.0121273
69,-0.07814444,-0.030298993,"('lazy', 'industrious')",-1.5943158,-1.5760528,-0.8362301,-0.8031759,0.0330542
70,-0.29353783,-0.25450966,"('lethargic', 'energetic')",0.19379894,0.36764413,-0.0498694,0.0565672,0.1064366
71,-0.35731864,-0.33471426,"('diffident', 'self-confident')",-0.19129547,-0.23017418,-0.2743071,-0.2824442,-0.0081371
72,-0.43005764,-0.47555456,"('unambitious', 'ambitious')",-0.46298778,-0.42005858,-0.4465227,-0.4478066,-0.0012839
73,0.8938819,0.7809559,"('helpless', 'self-reliant')",-3.1143901,-3.0472488,-1.110254,-1.1331465,-0.0228925
74,-0.030739836,-0.08801763,"('undedicated', 'dedicated')",0.11634573,0.1511495,0.0428029,0.0315659,-0.011237
75,0.40256968,0.41174906,"('meek', 'impulsive')",-0.75758547,-0.7379496,-0.1775079,-0.1631003,0.0144076
76,0.7429078,0.7502878,"('anxious', 'daring')",0.083249204,0.15895559,0.4130785,0.4546217,0.0415432
77,-0.8144151,-0.6832389,"('unmotivated', 'motivated')",-1.2685488,-1.1036642,-1.041482,-0.8934516,0.1480304
78,-0.48864526,-0.4270072,"('nonresilient', 'resilient')",-0.28006664,-0.2676387,-0.384356,-0.3473229,0.0370331
79,-0.93270296,-0.9669696,"('wavering', 'unwavering')",-0.6885821,-0.77182895,-0.8106425,-0.8693993,-0.0587568
80,0.266808,0.18634063,"('dominated', 'dominating')",-0.18041033,-0.26917112,0.0431988,-0.0414152,-0.084614
81,0.78230286,0.6131322,"('submissive', 'aggressive')",-0.22101507,-0.23969129,0.2806439,0.1867204,-0.0939235
82,0.12184183,0.054030336,"('poor', 'rich')",6.0873632,6.0575085,3.1046026,3.0557694,-0.0488332
83,-0.06455606,-0.17218089,"('powerless', 'powerful')",-1.0667465,-1.1617897,-0.5656513,-0.6669853,-0.101334
84,0.0981645,0.002667307,"('inferior', 'superior')",0.24548285,0.26542974,0.1718237,0.1340485,-0.0377752
85,-0.14567234,-0.1934086,"('insignificant', 'prestigious')",-0.7405547,-0.85000116,-0.4431135,-0.5217049,-0.0785914
86,-1.0382816,-1.1676563,"('uninfluential', 'influential')",-0.1579025,-0.21906823,-0.598092,-0.6933622,-0.0952702
87,0.4128473,0.21870027,"('unsuccessful', 'successful')",0.6572097,0.5439827,0.5350285,0.3813415,-0.153687
88,-0.16459636,-0.41568473,"('low', 'eminent')",0.02884873,-0.16678752,-0.0678738,-0.2912361,-0.2233623
