,prostacyclin_male,prostacyclin_female,tuple,average_male,average_female,female-male
0,-1.4548723,-1.4758648,"('unsociable', 'sociable')",-1.4548723,-1.4758648,-0.0209925
1,-0.79579896,-0.90976286,"('unfriendly', 'friendly')",-0.795799,-0.9097629,-0.1139639
2,0.35998073,0.36075947,"('unlikable', 'likable')",0.3599807,0.3607595,0.0007788
3,-1.4202179,-1.3169307,"('repellent', 'pleasant')",-1.4202179,-1.3169307,0.1032872
4,-0.80685204,-0.8254293,"('disliked', 'liked')",-0.806852,-0.8254293,-0.0185773
5,-0.10530047,-0.09384886,"('distant', 'outgoing')",-0.1053005,-0.0938489,0.0114516
6,0.2006798,0.19270416,"('distant', 'open')",0.2006798,0.1927042,-0.0079756
7,-2.087337,-2.0538259,"('insensitive', 'sensitive')",-2.087337,-2.0538259,0.0335111
8,-1.0812405,-1.2940696,"('unaffectionate', 'affectionate')",-1.0812405,-1.2940696,-0.2128291
9,-1.493641,-1.64603,"('unaffectionate', 'caring')",-1.493641,-1.6460299,-0.1523889
10,-2.477655,-2.416157,"('unsympathetic', 'sympathetic')",-2.4776549,-2.416157,0.0614979
11,-0.99758273,-1.010514,"('unhelpful', 'helpful')",-0.9975827,-1.010514,-0.0129313
12,-1.0478444,-0.9582667,"('unsupportive', 'supportive')",-1.0478444,-0.9582667,0.0895777
13,-1.6500554,-1.6205845,"('impolite', 'polite')",-1.6500554,-1.6205845,0.0294709
14,-1.2284775,-1.1523824,"('antisocial', 'social')",-1.2284775,-1.1523824,0.0760951
15,0.5782087,0.5185726,"('boring', 'funny')",0.5782087,0.5185726,-0.0596361
16,-0.0034396425,0.0042705946,"('unpopular', 'popular')",-0.0034396,0.0042706,0.0077102
17,-0.16394429,-0.13512348,"('nasty', 'nice')",-0.1639443,-0.1351235,0.0288208
18,-0.16403925,-0.16265042,"('disagreeable', 'welcoming')",-0.1640393,-0.1626504,0.0013889
19,-0.9556803,-0.9047208,"('inhospitable', 'hospitable')",-0.9556803,-0.9047208,0.0509595
20,-0.5952691,-0.6271328,"('rough', 'thoughtful')",-0.5952691,-0.6271328,-0.0318637
21,-0.8877042,-0.79724175,"('immoral', 'moral')",-0.8877042,-0.7972417,0.0904625
22,-0.8876069,-0.8661019,"('untrustworthy', 'trustworthy')",-0.8876069,-0.8661019,0.021505
23,-0.762224,-0.8546065,"('insincere', 'sincere')",-0.762224,-0.8546065,-0.0923825
24,-1.1072236,-1.1613687,"('dishonest', 'honest')",-1.1072236,-1.1613687,-0.0541451
25,-0.07294717,-0.14122057,"('egoistic', 'altruistic')",-0.0729472,-0.1412206,-0.0682734
26,0.41967714,0.33119008,"('hardhearted', 'benevolent')",0.4196771,0.3311901,-0.088487
27,0.10438726,-0.019549888,"('hardhearted', 'softhearted')",0.1043873,-0.0195499,-0.1239372
28,-1.1613108,-1.3093219,"('disloyal', 'loyal')",-1.1613108,-1.3093219,-0.1480111
29,-0.47773483,-0.4802486,"('unfair', 'fair')",-0.4777348,-0.4802486,-0.0025138
30,-1.1609656,-1.1717032,"('intolerant', 'tolerant')",-1.1609656,-1.1717032,-0.0107376
31,0.02191828,0.13454504,"('evil', 'good')",0.0219183,0.134545,0.1126267
32,0.4956668,0.378708,"('unkind', 'kind')",0.4956668,0.378708,-0.1169588
33,0.23108694,0.17898893,"('wrong', 'right')",0.2310869,0.1789889,-0.052098
34,0.5990971,0.75845176,"('mean', 'honorable')",0.5990971,0.7584518,0.1593547
35,1.4093001,1.291813,"('corrupt', 'incorrupt')",1.4093001,1.291813,-0.1174871
36,0.00019045919,-0.030848866,"('hostile', 'amicable')",0.0001905,-0.0308489,-0.0310394
37,-0.16003306,-0.17430134,"('fake', 'genuine')",-0.1600331,-0.1743013,-0.0142682
38,-0.9170621,-0.93133515,"('untruthful', 'truthful')",-0.9170621,-0.9313352,-0.0142731
39,-0.003479533,-0.056638185,"('exploitative', 'cooperative')",-0.0034795,-0.0566382,-0.0531587
40,-0.032643363,-0.06169084,"('stingy', 'generous')",-0.0326434,-0.0616908,-0.0290474
41,-0.45994043,-0.44422263,"('unforgiving', 'forgiving')",-0.4599404,-0.4442226,0.0157178
42,-0.26051116,-0.17520441,"('unreliable', 'reliable')",-0.2605112,-0.1752044,0.0853068
43,-1.1340089,-1.1512814,"('irresponsible', 'responsible')",-1.1340089,-1.1512814,-0.0172725
44,0.86173815,0.8645262,"('prejudiced', 'unprejudiced')",0.8617381,0.8645262,0.0027881
45,-1.8080181,-1.6662076,"('incompetent', 'competent')",-1.8080181,-1.6662076,0.1418105
