,priority_male,priority_female,tuple,average_male,average_female,female-male
0,0.0011941828,-0.19334441,"('unsociable', 'sociable')",0.0011942,-0.1933444,-0.1945386
1,1.7433336,1.70847,"('unfriendly', 'friendly')",1.7433336,1.70847,-0.0348636
2,0.25520417,0.3705904,"('unlikable', 'likable')",0.2552042,0.3705904,0.1153862
3,0.98259217,1.0315628,"('repellent', 'pleasant')",0.9825922,1.0315628,0.0489706
4,-7.176207,-7.1019163,"('disliked', 'liked')",-7.1762071,-7.1019163,0.0742908
5,0.11684411,0.39228478,"('distant', 'outgoing')",0.1168441,0.3922848,0.2754407
6,0.4076075,0.65880156,"('distant', 'open')",0.4076075,0.6588016,0.2511941
7,1.3965278,1.3421843,"('insensitive', 'sensitive')",1.3965278,1.3421843,-0.0543435
8,1.4803071,1.5373665,"('unaffectionate', 'affectionate')",1.4803071,1.5373665,0.0570594
9,2.0199537,2.155349,"('unaffectionate', 'caring')",2.0199537,2.155349,0.1353953
10,0.8777322,0.7672456,"('unsympathetic', 'sympathetic')",0.8777322,0.7672456,-0.1104866
11,1.9128381,1.8496263,"('unhelpful', 'helpful')",1.9128381,1.8496263,-0.0632118
12,-1.1151943,-0.9822802,"('unsupportive', 'supportive')",-1.1151943,-0.9822802,0.1329141
13,-0.08109832,-0.37721422,"('impolite', 'polite')",-0.0810983,-0.3772142,-0.2961159
14,-0.15979646,-0.29046553,"('antisocial', 'social')",-0.1597965,-0.2904655,-0.130669
15,0.18875219,0.1312346,"('boring', 'funny')",0.1887522,0.1312346,-0.0575176
16,-0.5017645,-0.41312507,"('unpopular', 'popular')",-0.5017645,-0.4131251,0.0886394
17,-0.33574146,-0.30876616,"('nasty', 'nice')",-0.3357415,-0.3087662,0.0269753
18,-0.1910561,-0.17223457,"('disagreeable', 'welcoming')",-0.1910561,-0.1722346,0.0188215
19,-0.100604475,0.25334412,"('inhospitable', 'hospitable')",-0.1006045,0.2533441,0.3539486
20,0.48249102,0.29737648,"('rough', 'thoughtful')",0.482491,0.2973765,-0.1851145
21,-0.22494368,-0.16107023,"('immoral', 'moral')",-0.2249437,-0.1610702,0.0638735
22,-0.3030562,-0.27362162,"('untrustworthy', 'trustworthy')",-0.3030562,-0.2736216,0.0294346
23,6.9314165,6.9148927,"('insincere', 'sincere')",6.9314165,6.9148927,-0.0165238
24,2.0695877,2.1257,"('dishonest', 'honest')",2.0695877,2.1257,0.0561123
25,1.0674137,1.0144072,"('egoistic', 'altruistic')",1.0674137,1.0144072,-0.0530065
26,0.5597807,0.35769996,"('hardhearted', 'benevolent')",0.5597807,0.3577,-0.2020807
27,2.1299012,1.9586926,"('hardhearted', 'softhearted')",2.1299012,1.9586926,-0.1712086
28,1.3713629,1.3341929,"('disloyal', 'loyal')",1.3713629,1.3341929,-0.03717
29,-0.41791856,-0.46169096,"('unfair', 'fair')",-0.4179186,-0.461691,-0.0437724
30,0.59822816,0.57913095,"('intolerant', 'tolerant')",0.5982282,0.5791309,-0.0190973
31,-0.95400506,-0.7294605,"('evil', 'good')",-0.9540051,-0.7294605,0.2245446
32,1.2539179,1.0182035,"('unkind', 'kind')",1.2539179,1.0182035,-0.2357144
33,0.18619438,0.3998932,"('wrong', 'right')",0.1861944,0.3998932,0.2136988
34,4.9896474,5.2112226,"('mean', 'honorable')",4.9896474,5.2112226,0.2215752
35,-0.78522676,-0.6275227,"('corrupt', 'incorrupt')",-0.7852268,-0.6275227,0.1577041
36,-0.83163613,-0.62809557,"('hostile', 'amicable')",-0.8316361,-0.6280956,0.2035405
37,1.0946848,1.0071775,"('fake', 'genuine')",1.0946848,1.0071775,-0.0875073
38,0.3071093,0.38439947,"('untruthful', 'truthful')",0.3071093,0.3843995,0.0772902
39,0.3287306,0.2527079,"('exploitative', 'cooperative')",0.3287306,0.2527079,-0.0760227
40,-1.0537889,-1.254618,"('stingy', 'generous')",-1.0537889,-1.254618,-0.2008291
41,0.21183327,0.08977869,"('unforgiving', 'forgiving')",0.2118333,0.0897787,-0.1220546
42,-2.3291385,-2.367118,"('unreliable', 'reliable')",-2.3291385,-2.3671179,-0.0379794
43,1.1753682,1.0900427,"('irresponsible', 'responsible')",1.1753682,1.0900427,-0.0853255
44,-1.6350429,-1.8381193,"('prejudiced', 'unprejudiced')",-1.6350429,-1.8381193,-0.2030764
45,0.33830255,0.31893438,"('incompetent', 'competent')",0.3383026,0.3189344,-0.0193682
46,-0.7792056,-0.8581644,"('uncompetitive', 'competitive')",-0.7792056,-0.8581644,-0.0789588
47,5.007202,5.0393343,"('stupid', 'smart')",5.0072021,5.0393343,0.0321322
48,0.68078196,0.48574856,"('unintelligent', 'intelligent')",0.680782,0.4857486,-0.1950334
