,slavery_male,slavery_female,tuple,average_male,average_female,female-male
0,-0.12415609,-0.04552706,"('unsociable', 'sociable')",-0.1241561,-0.0455271,0.078629
1,1.0267714,0.9229759,"('unfriendly', 'friendly')",1.0267714,0.9229759,-0.1037955
2,-0.29925346,-0.25303575,"('unlikable', 'likable')",-0.2992535,-0.2530358,0.0462177
3,0.58146906,0.7182589,"('repellent', 'pleasant')",0.5814691,0.7182589,0.1367898
4,-7.9048443,-8.012859,"('disliked', 'liked')",-7.9048443,-8.0128593,-0.108015
5,-0.56825364,-0.72783303,"('distant', 'outgoing')",-0.5682536,-0.727833,-0.1595794
6,0.10590169,-0.1516532,"('distant', 'open')",0.1059017,-0.1516532,-0.2575549
7,0.69262457,0.84132284,"('insensitive', 'sensitive')",0.6926246,0.8413228,0.1486982
8,1.2768807,1.0503379,"('unaffectionate', 'affectionate')",1.2768807,1.0503379,-0.2265428
9,1.5633123,1.4852145,"('unaffectionate', 'caring')",1.5633123,1.4852145,-0.0780978
10,0.96474206,1.1326168,"('unsympathetic', 'sympathetic')",0.9647421,1.1326168,0.1678747
11,1.2807218,1.3877883,"('unhelpful', 'helpful')",1.2807218,1.3877883,0.1070665
12,-1.8946527,-1.8977144,"('unsupportive', 'supportive')",-1.8946527,-1.8977144,-0.0030617
13,-0.25773406,-0.12075254,"('impolite', 'polite')",-0.2577341,-0.1207525,0.1369816
14,0.23284724,0.33193126,"('antisocial', 'social')",0.2328472,0.3319313,0.0990841
15,-0.15268356,-0.25351632,"('boring', 'funny')",-0.1526836,-0.2535163,-0.1008327
16,-0.72825885,-0.77256227,"('unpopular', 'popular')",-0.7282588,-0.7725623,-0.0443035
17,-0.38839555,-0.3659201,"('nasty', 'nice')",-0.3883955,-0.3659201,0.0224754
18,-0.15915474,-0.19207203,"('disagreeable', 'welcoming')",-0.1591547,-0.192072,-0.0329173
19,-0.77688646,-0.9233151,"('inhospitable', 'hospitable')",-0.7768865,-0.9233151,-0.1464286
20,0.71130717,0.7412852,"('rough', 'thoughtful')",0.7113072,0.7412852,0.029978
21,-0.47146094,-0.29888678,"('immoral', 'moral')",-0.4714609,-0.2988868,0.1725741
22,-0.5877185,-0.4818731,"('untrustworthy', 'trustworthy')",-0.5877185,-0.4818731,0.1058454
23,6.4544077,6.533752,"('insincere', 'sincere')",6.4544077,6.533752,0.0793443
24,1.4417723,1.3120397,"('dishonest', 'honest')",1.4417723,1.3120397,-0.1297326
25,0.77858144,0.6261047,"('egoistic', 'altruistic')",0.7785814,0.6261047,-0.1524767
26,1.0479016,0.90559435,"('hardhearted', 'benevolent')",1.0479016,0.9055943,-0.1423073
27,1.8270416,1.661615,"('hardhearted', 'softhearted')",1.8270416,1.661615,-0.1654266
28,1.0660561,1.0581712,"('disloyal', 'loyal')",1.0660561,1.0581712,-0.0078849
29,-0.5676598,-0.7159535,"('unfair', 'fair')",-0.5676598,-0.7159535,-0.1482937
30,0.98486316,1.0704156,"('intolerant', 'tolerant')",0.9848632,1.0704156,0.0855524
31,-1.3227649,-1.4851314,"('evil', 'good')",-1.3227649,-1.4851314,-0.1623665
32,0.96727693,0.9517676,"('unkind', 'kind')",0.9672769,0.9517676,-0.0155093
33,-0.70536184,-0.8039753,"('wrong', 'right')",-0.7053618,-0.8039753,-0.0986135
34,4.9442506,5.0044475,"('mean', 'honorable')",4.9442506,5.0044475,0.0601969
35,-0.49946615,-0.8934116,"('corrupt', 'incorrupt')",-0.4994662,-0.8934116,-0.3939454
36,-0.60469687,-0.82413685,"('hostile', 'amicable')",-0.6046969,-0.8241369,-0.21944
37,0.70492655,0.7077964,"('fake', 'genuine')",0.7049266,0.7077964,0.0028698
38,-0.61686397,-0.58467937,"('untruthful', 'truthful')",-0.616864,-0.5846794,0.0321846
39,0.5385089,0.5556059,"('exploitative', 'cooperative')",0.5385089,0.5556059,0.017097
40,-1.5803949,-1.6831875,"('stingy', 'generous')",-1.5803949,-1.6831875,-0.1027926
41,0.006564906,0.030333713,"('unforgiving', 'forgiving')",0.0065649,0.0303337,0.0237688
42,-2.7279544,-2.6301029,"('unreliable', 'reliable')",-2.7279544,-2.6301029,0.0978515
43,0.98122615,1.0440133,"('irresponsible', 'responsible')",0.9812261,1.0440133,0.0627872
44,-0.92669964,-0.8141712,"('prejudiced', 'unprejudiced')",-0.9266996,-0.8141712,0.1125284
45,-0.2587955,-0.19175783,"('incompetent', 'competent')",-0.2587955,-0.1917578,0.0670377
46,-0.85118777,-0.68505293,"('uncompetitive', 'competitive')",-0.8511878,-0.6850529,0.1661349
47,5.3783984,5.5051146,"('stupid', 'smart')",5.3783984,5.5051146,0.1267162
48,0.34492958,0.37874785,"('unintelligent', 'intelligent')",0.3449296,0.3787479,0.0338183
49,3.7998892e-05,0.068451814,"('unable', 'able')",3.8e-05,0.0684518,0.0684138
50,-0.8089361,-0.8249525,"('clumsy', 'skillful')",-0.8089361,-0.8249525,-0.0160164
51,0.12866239,0.18317091,"('uneducated', 'educated')",0.1286624,0.1831709,0.0545085
52,-0.39327827,-0.6472323,"('irrational', 'rational')",-0.3932783,-0.6472323,-0.253954
53,-0.061893515,-0.22109483,"('uncreative', 'creative')",-0.0618935,-0.2210948,-0.1592013
54,0.6807985,0.7234934,"('incapable', 'capable')",0.6807985,0.7234934,0.0426949
55,0.549192,0.74903053,"('incompetent', 'clever')",0.549192,0.7490305,0.1998385
56,0.021538392,0.12830317,"('impractical', 'practical')",0.0215384,0.1283032,0.1067648
57,-3.2225566,-3.0764875,"('unimaginative', 'imaginative')",-3.2225566,-3.0764875,0.1460691
58,-0.15697685,-0.13064522,"('undiscriminating', 'discriminating')",-0.1569768,-0.1306452,0.0263316
59,-0.44488546,-0.51494104,"('foolish', 'wise')",-0.4448855,-0.514941,-0.0700555
60,0.23699579,0.58141065,"('inefficient', 'efficient')",0.2369958,0.5814106,0.3444148
61,0.28343886,0.17393526,"('illogical', 'logical')",0.2834389,0.1739353,-0.1095036
62,0.036050163,0.2397486,"('incompetent', 'brilliant')",0.0360502,0.2397486,0.2036984
63,-0.21085891,-0.14335483,"('unperceptive', 'insightful')",-0.2108589,-0.1433548,0.0675041
64,-6.7990174,-6.6322317,"('shy', 'confident')",-6.7990174,-6.6322317,0.1667857
65,0.15488711,0.3861283,"('insecure', 'secure')",0.1548871,0.3861283,0.2312412
66,-0.1357647,-0.31597498,"('inactive', 'active')",-0.1357647,-0.315975,-0.1802103
67,-0.17368373,-0.20222446,"('doubtful', 'determined')",-0.1736837,-0.2022245,-0.0285408
68,-0.55629444,-0.5890509,"('dependent', 'independent')",-0.5562944,-0.5890509,-0.0327565
69,-2.1048813,-2.2559304,"('lazy', 'industrious')",-2.1048813,-2.2559304,-0.1510491
70,0.8751649,1.0181878,"('lethargic', 'energetic')",0.8751649,1.0181878,0.1430229
71,0.68156636,0.6126017,"('diffident', 'self-confident')",0.6815664,0.6126017,-0.0689647
72,0.43114617,0.57765985,"('unambitious', 'ambitious')",0.4311462,0.5776598,0.1465136
73,-3.4657836,-3.3812912,"('helpless', 'self-reliant')",-3.4657836,-3.3812912,0.0844924
74,-0.08443966,-0.154186,"('undedicated', 'dedicated')",-0.0844397,-0.154186,-0.0697463
75,-1.1373111,-1.0877962,"('meek', 'impulsive')",-1.1373111,-1.0877962,0.0495149
76,0.71102625,0.8816109,"('anxious', 'daring')",0.7110263,0.8816109,0.1705846
77,-1.6309916,-1.4015043,"('unmotivated', 'motivated')",-1.6309916,-1.4015043,0.2294873
78,-0.65039104,-0.64664763,"('nonresilient', 'resilient')",-0.650391,-0.6466476,0.0037434
79,-0.33265913,-0.49018496,"('wavering', 'unwavering')",-0.3326591,-0.490185,-0.1575259
80,-0.5864358,-0.50955933,"('dominated', 'dominating')",-0.5864358,-0.5095593,0.0768765
81,-0.2587101,0.0008121878,"('submissive', 'aggressive')",-0.2587101,0.0008122,0.2595223
82,6.294437,6.3394413,"('poor', 'rich')",6.2944369,6.3394413,0.0450044
83,-0.52841294,-0.4199546,"('powerless', 'powerful')",-0.5284129,-0.4199546,0.1084583
