,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,average_male,average_female,female-male
0,0.8617099,0.75106084,"('unsociable', 'sociable')",0.78299445,0.84583193,0.22159517,0.123019464,0.6220998,0.5733041,-0.0487957
1,0.34451878,0.31864372,"('unfriendly', 'friendly')",0.5479034,0.5208856,2.2824612,2.2723036,1.0582945,1.0372776,-0.0210169
2,-0.8055871,-0.7970213,"('unlikable', 'likable')",0.30370885,0.30868956,0.61161286,0.71873677,0.0365782,0.0768017,0.0402235
3,0.24383333,0.3916714,"('repellent', 'pleasant')",-0.082227245,0.20151597,0.5227366,0.6428527,0.2281142,0.4120134,0.1838992
4,-0.24644694,-0.26118177,"('disliked', 'liked')",0.15363812,0.032255705,-6.784817,-6.930137,-2.292542,-2.3863544,-0.0938124
5,-0.7861005,-0.82494175,"('distant', 'outgoing')",-0.5539725,-0.59775025,-0.29627362,-0.21264222,-0.5454489,-0.5451114,0.0003375
6,-1.5082208,-1.5013562,"('distant', 'open')",-0.8361505,-0.8057716,-0.25530422,-0.13981566,-0.8665586,-0.8156478,0.0509108
7,0.15516794,0.22375248,"('insensitive', 'sensitive')",-0.44204527,-0.20380649,0.49775127,0.58136594,0.0702913,0.2004373,0.130146
8,-0.5175259,-0.47162575,"('unaffectionate', 'affectionate')",-0.42074534,-0.43578616,1.3234917,1.3633717,0.1284068,0.1519866,0.0235798
9,0.13987267,0.17400141,"('unaffectionate', 'caring')",-0.026576266,0.06496479,1.5107623,1.577421,0.5413529,0.6054624,0.0641095
10,0.46063212,0.41950125,"('unsympathetic', 'sympathetic')",-0.47782427,-0.30973327,0.087846145,0.16843466,0.0235513,0.0927342,0.0691829
11,0.04548548,0.030642137,"('unhelpful', 'helpful')",1.1959188,1.2713429,2.3120959,2.3827128,1.1845001,1.2282326,0.0437325
12,0.66990334,0.799592,"('unsupportive', 'supportive')",0.23631337,0.49406087,-1.8920736,-1.728174,-0.328619,-0.1448404,0.1837786
13,0.52766204,0.48805445,"('impolite', 'polite')",0.5064609,0.69983023,-0.20418549,-0.12980482,0.2766458,0.3526933,0.0760475
14,0.61992824,0.43202838,"('antisocial', 'social')",1.3524685,1.3011438,0.09132061,0.026641889,0.6879058,0.5866047,-0.1013011
15,0.66250163,0.5461449,"('boring', 'funny')",-0.17327589,-0.39285636,0.49295062,0.40629092,0.3273921,0.1865265,-0.1408656
16,-0.80388427,-0.78756326,"('unpopular', 'popular')",-0.9559665,-0.8871049,0.3258873,0.34947205,-0.4779878,-0.441732,0.0362558
17,-0.22787674,-0.1629221,"('nasty', 'nice')",0.5227756,0.52399355,-0.20396507,-0.20573306,0.0303113,0.0517795,0.0214682
18,-2.0442576,-1.857013,"('disagreeable', 'welcoming')",-1.8725361,-1.5526124,-0.9990199,-0.78671455,-1.6386046,-1.39878,0.2398246
19,-0.26771516,-0.20032777,"('inhospitable', 'hospitable')",-0.8264681,-0.7458822,-0.0009159148,0.09204333,-0.365033,-0.2847222,0.0803108
20,-0.5537229,-0.4898914,"('rough', 'thoughtful')",-0.28316122,-0.1954548,0.21473835,0.15598246,-0.2073819,-0.1764546,0.0309273
21,0.3490003,0.3610385,"('immoral', 'moral')",0.02367729,0.3211605,-0.68703884,-0.52205855,-0.1047871,0.0533802,0.1581673
22,-0.60122776,-0.684523,"('untrustworthy', 'trustworthy')",-0.083763696,0.009387958,-0.42753077,-0.4356539,-0.3708407,-0.370263,0.0005777
23,0.75308436,0.80387026,"('insincere', 'sincere')",0.80495685,0.95774734,6.503706,6.5957355,2.6872492,2.7857844,0.0985352
24,-0.3899658,-0.23497932,"('dishonest', 'honest')",-0.0830437,0.20775656,1.0857908,1.1814394,0.2042604,0.3847389,0.1804785
25,0.7656963,0.94403327,"('egoistic', 'altruistic')",1.2305521,1.3859313,1.5525767,1.629692,1.1829417,1.3198856,0.1369439
26,0.947443,0.741626,"('hardhearted', 'benevolent')",2.2673945,2.0824623,1.9869502,1.8577011,1.7339293,1.5605965,-0.1733328
27,-0.6214713,-0.42021096,"('hardhearted', 'softhearted')",-0.18018802,0.020880103,1.109147,1.141458,0.1024959,0.2473757,0.1448798
28,0.81611514,0.7182117,"('disloyal', 'loyal')",0.85613346,0.8242308,1.5803179,1.3954579,1.0841888,0.9793002,-0.1048886
29,-0.27202833,-0.26042888,"('unfair', 'fair')",-0.82049835,-0.84709775,-0.80480546,-0.94172657,-0.6324441,-0.6830844,-0.0506403
30,0.70960176,0.64698595,"('intolerant', 'tolerant')",0.06673675,0.26510453,0.43978763,0.6448159,0.4053754,0.5189688,0.1135934
31,-1.3703192,-1.283474,"('evil', 'good')",-1.1791338,-1.2088542,-0.89198244,-0.8424558,-1.1471451,-1.1115947,0.0355504
32,1.0059285,0.8495007,"('unkind', 'kind')",0.6919934,0.7170906,1.7301819,1.5889871,1.1427013,1.0518595,-0.0908418
33,0.5136202,0.5375253,"('wrong', 'right')",0.3831876,0.33018118,-0.5563971,-0.56651115,0.1134702,0.1003984,-0.0130718
34,-0.043418124,0.12703197,"('mean', 'honorable')",0.002844829,0.30115747,5.3587704,5.6965017,1.7727324,2.0415637,0.2688313
35,-0.06557002,-0.17157482,"('corrupt', 'incorrupt')",-0.6812225,-0.9408417,-0.23939645,-0.5745222,-0.3287296,-0.5623129,-0.2335833
36,-1.0367914,-1.0918676,"('hostile', 'amicable')",-0.32775906,-0.5075958,-0.09658797,-0.28867438,-0.4870462,-0.6293792,-0.142333
37,0.027673513,0.11156525,"('fake', 'genuine')",-0.03975025,0.08193286,0.34281307,0.40633935,0.1102454,0.1999458,0.0897004
38,0.59631944,0.6154749,"('untruthful', 'truthful')",0.73471826,0.8013513,0.3907519,0.43041945,0.5739299,0.6157486,0.0418187
39,-0.010933999,0.083990544,"('exploitative', 'cooperative')",-0.38596874,-0.24075562,-0.012413934,0.045953456,-0.1364389,-0.0369372,0.0995017
40,-0.20026581,0.043022774,"('stingy', 'generous')",-0.6780492,-0.42498684,-2.5084317,-2.3995128,-1.1289155,-0.9271589,0.2017566
41,-0.3708037,-0.3446049,"('unforgiving', 'forgiving')",-0.13931756,-0.00860421,0.58566666,0.5520377,0.0251818,0.0662762,0.0410944
42,-1.0105664,-0.9496864,"('unreliable', 'reliable')",-0.94270515,-0.77655566,-3.7084684,-3.6076355,-1.8872466,-1.7779592,0.1092874
43,0.01720908,0.13125211,"('irresponsible', 'responsible')",0.092555955,0.3521015,0.7238105,0.90557635,0.2778585,0.4629767,0.1851182
44,-1.700771,-1.7045898,"('prejudiced', 'unprejudiced')",-0.09542371,-0.16791415,-1.6336294,-1.6717713,-1.1432747,-1.1814251,-0.0381504
45,0.26346084,0.25008667,"('incompetent', 'competent')",0.9856501,1.1335618,0.14418362,0.15631913,0.4644315,0.5133226,0.0488911
46,-0.09511104,-0.16722742,"('uncompetitive', 'competitive')",0.12839952,0.27352622,-0.68545115,-0.6888582,-0.2173876,-0.1941865,0.0232011
47,0.71210825,0.7544165,"('stupid', 'smart')",1.2982451,1.3724118,5.770909,5.967698,2.5937541,2.6981754,0.1044213
48,0.346622,0.41044828,"('unintelligent', 'intelligent')",-0.7558851,-0.5578506,-0.23388417,-0.1352283,-0.2143824,-0.0942102,0.1201722
49,-1.1805471,-1.176723,"('unable', 'able')",-0.6548495,-0.5792754,-0.3165376,-0.26828444,-0.7173114,-0.674761,0.0425504
50,-0.6603916,-0.6461687,"('clumsy', 'skillful')",0.020950163,0.047787428,-0.20885473,-0.18563399,-0.2827654,-0.2613384,0.021427
51,-0.83995616,-1.0444291,"('uneducated', 'educated')",-0.32226136,-0.42899656,0.36240602,0.3449316,-0.2666038,-0.3761647,-0.1095609
52,-0.50616616,-0.6043354,"('irrational', 'rational')",-0.2167553,-0.4943189,-0.24829328,-0.2967294,-0.3237383,-0.4651279,-0.1413896
53,-0.22966246,-0.26006657,"('uncreative', 'creative')",-1.1293966,-1.0967118,0.58082014,0.56174237,-0.2594129,-0.265012,-0.0055991
54,-0.6716599,-0.8003356,"('incapable', 'capable')",-0.24722566,-0.35462594,1.3591357,1.3240047,0.1467501,0.0563477,-0.0904024
55,0.035089158,0.055179805,"('incompetent', 'clever')",-0.4628106,-0.19639373,0.096104056,0.24105224,-0.1105391,0.0332794,0.1438185
56,2.540911,2.4493234,"('impractical', 'practical')",1.1239241,1.2159975,-0.51420176,-0.48105243,1.0502111,1.0614228,0.0112117
57,-0.41616675,-0.5075915,"('unimaginative', 'imaginative')",-0.9513798,-1.0224804,-3.0570586,-3.1597948,-1.4748685,-1.5632888,-0.0884203
58,0.27599245,0.21743979,"('undiscriminating', 'discriminating')",0.38224077,0.30686802,0.23222588,0.27447727,0.2968197,0.2662617,-0.030558
59,-0.042129833,0.0017134398,"('foolish', 'wise')",0.44240123,0.27972633,-0.04609873,0.0019801017,0.1180575,0.0944733,-0.0235842
60,0.6644241,0.7989349,"('inefficient', 'efficient')",0.9261189,1.3465543,-0.61315215,-0.25793487,0.325797,0.6291848,0.3033878
61,0.09540557,0.024211843,"('illogical', 'logical')",-0.031368066,-0.09361042,-0.16802493,-0.30507618,-0.0346625,-0.1248249,-0.0901624
62,-0.47688168,-0.43209016,"('incompetent', 'brilliant')",-0.015161656,0.13063438,-0.10109095,0.10993537,-0.1977114,-0.0638401,0.1338713
63,0.4436015,0.49172822,"('unperceptive', 'insightful')",-0.0068800095,0.13722879,0.5566756,0.73071057,0.3311324,0.4532225,0.1220901
64,-0.18626425,-0.23434955,"('shy', 'confident')",-0.37880614,-0.33126438,-7.1165404,-7.1095386,-2.560537,-2.5583841,0.0021529
65,0.08638303,-0.019938655,"('insecure', 'secure')",0.9067984,0.9307359,-0.22480136,-0.12341935,0.2561267,0.2624593,0.0063326
66,-0.86487,-0.9718833,"('inactive', 'active')",-0.77437264,-0.9046054,0.5637256,0.42080325,-0.3585057,-0.4852285,-0.1267228
67,1.2337445,1.1648945,"('doubtful', 'determined')",0.80966526,0.7241661,-0.42506045,-0.41910017,0.5394498,0.4899868,-0.049463
68,-1.2671399,-1.293714,"('dependent', 'independent')",-1.7430394,-1.6785052,-1.6693276,-1.5868114,-1.5598356,-1.5196768,0.0401588
69,-0.428809,-0.41123286,"('lazy', 'industrious')",0.39504063,0.39229137,-1.2888616,-1.3347014,-0.4408766,-0.4512143,-0.0103377
70,0.29680008,0.34274453,"('lethargic', 'energetic')",-0.17541765,-0.025298819,0.25383553,0.35940033,0.1250727,0.2256153,0.1005426
71,0.9642469,1.0257633,"('diffident', 'self-confident')",0.98295474,1.0210813,0.12392007,0.16916654,0.6903739,0.7386703,0.0482964
72,0.12268244,0.12392815,"('unambitious', 'ambitious')",0.18297125,0.0427486,-0.26673862,-0.20150377,0.0129717,-0.011609,-0.0245807
73,0.5403366,0.5555275,"('helpless', 'self-reliant')",0.06873685,0.10523969,-3.5776753,-3.4383914,-0.989534,-0.9258747,0.0636593
74,0.69764996,0.7496955,"('undedicated', 'dedicated')",0.88938767,1.0227101,0.16268054,0.15665111,0.5832394,0.6430189,0.0597795
75,-1.2312493,-1.3470114,"('meek', 'impulsive')",-0.9884171,-1.1824223,-0.26433802,-0.3174168,-0.8280015,-0.9489501,-0.1209486
76,-0.28411683,-0.20901272,"('anxious', 'daring')",-0.7374517,-0.60204077,-0.28451666,-0.2498278,-0.4353617,-0.3536271,0.0817346
77,-0.21917695,-0.10875216,"('unmotivated', 'motivated')",-0.5375354,-0.34139878,-1.3226237,-1.1265013,-0.6931121,-0.5255508,0.1675613
