,shout_male,shout_female,tuple,average_male,average_female,female-male
0,0.4709783,0.36156672,"('unsociable', 'sociable')",0.4709783,0.3615667,-0.1094116
1,0.838519,0.8184323,"('unfriendly', 'friendly')",0.838519,0.8184323,-0.0200867
2,0.4621439,0.61595416,"('unlikable', 'likable')",0.4621439,0.6159542,0.1538103
3,1.2262049,1.2592728,"('repellent', 'pleasant')",1.2262049,1.2592728,0.0330679
4,-6.911697,-6.908774,"('disliked', 'liked')",-6.9116969,-6.9087739,0.002923
5,-0.44024894,-0.24490215,"('distant', 'outgoing')",-0.4402489,-0.2449021,0.1953468
6,-0.35238484,-0.18237284,"('distant', 'open')",-0.3523848,-0.1823728,0.170012
7,0.6822494,0.716475,"('insensitive', 'sensitive')",0.6822494,0.716475,0.0342256
8,0.42940572,0.4652162,"('unaffectionate', 'affectionate')",0.4294057,0.4652162,0.0358105
9,1.1680235,1.2804172,"('unaffectionate', 'caring')",1.1680235,1.2804172,0.1123937
10,1.5252478,1.5718153,"('unsympathetic', 'sympathetic')",1.5252478,1.5718153,0.0465675
11,2.2195063,2.2686267,"('unhelpful', 'helpful')",2.2195063,2.2686267,0.0491204
12,-1.4159209,-1.3435788,"('unsupportive', 'supportive')",-1.4159209,-1.3435788,0.0723421
13,0.8254881,0.79144466,"('impolite', 'polite')",0.8254881,0.7914447,-0.0340434
14,0.27374828,0.084624335,"('antisocial', 'social')",0.2737483,0.0846243,-0.189124
15,0.3596825,0.30206913,"('boring', 'funny')",0.3596825,0.3020691,-0.0576134
16,-0.301177,-0.28307325,"('unpopular', 'popular')",-0.301177,-0.2830732,0.0181038
17,-0.10562347,-0.06261189,"('nasty', 'nice')",-0.1056235,-0.0626119,0.0430116
18,-0.63226694,-0.760375,"('disagreeable', 'welcoming')",-0.6322669,-0.760375,-0.1281081
19,-0.80272293,-0.5883793,"('inhospitable', 'hospitable')",-0.8027229,-0.5883793,0.2143436
20,0.68426156,0.5406103,"('rough', 'thoughtful')",0.6842616,0.5406103,-0.1436513
21,0.44381714,0.5276408,"('immoral', 'moral')",0.4438171,0.5276408,0.0838237
22,0.065479815,0.07667474,"('untrustworthy', 'trustworthy')",0.0654798,0.0766747,0.0111949
23,6.265354,6.290039,"('insincere', 'sincere')",6.2653542,6.2900391,0.0246849
24,1.7871293,1.8721604,"('dishonest', 'honest')",1.7871293,1.8721604,0.0850311
25,0.21120524,0.11835398,"('egoistic', 'altruistic')",0.2112052,0.118354,-0.0928512
26,0.2011154,0.039136898,"('hardhearted', 'benevolent')",0.2011154,0.0391369,-0.1619785
27,1.2303233,1.0675994,"('hardhearted', 'softhearted')",1.2303233,1.0675994,-0.1627239
28,0.8761796,0.86626965,"('disloyal', 'loyal')",0.8761796,0.8662696,-0.00991
29,-0.9000128,-0.86908203,"('unfair', 'fair')",-0.9000128,-0.869082,0.0309308
30,0.9728925,0.8900991,"('intolerant', 'tolerant')",0.9728925,0.8900991,-0.0827934
31,-1.9493955,-1.8845345,"('evil', 'good')",-1.9493955,-1.8845345,0.064861
32,1.3255779,1.3353587,"('unkind', 'kind')",1.3255779,1.3353587,0.0097808
33,-0.5590164,-0.47857612,"('wrong', 'right')",-0.5590164,-0.4785761,0.0804403
34,4.3704886,4.5709834,"('mean', 'honorable')",4.3704886,4.5709834,0.2004948
35,-1.5442066,-1.579227,"('corrupt', 'incorrupt')",-1.5442066,-1.579227,-0.0350204
