,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,female-male
0,-0.32812157,-0.35357976,"('unsociable', 'sociable')",-0.023115482,0.042247295,0.19130021,0.10348095,-0.0533123,-0.0692838,-0.0159715
1,0.25734374,0.11325009,"('unfriendly', 'friendly')",0.40586466,0.27493536,1.7983762,1.7098974,0.8205282,0.6993609,-0.1211673
2,1.0819546,1.0909106,"('unlikable', 'likable')",0.2886043,0.32974127,0.6921844,0.7564695,0.6875811,0.7257071,0.038126
3,-1.0188968,-0.92571175,"('repellent', 'pleasant')",-0.83385235,-0.693691,0.39350232,0.46692115,-0.4864156,-0.3841605,0.1022551
4,0.20075978,0.13056113,"('disliked', 'liked')",0.04451564,-0.02327822,-7.0683627,-7.1562047,-2.2743624,-2.3496405,-0.0752781
5,0.064273626,0.093037695,"('distant', 'outgoing')",-0.08761938,-0.15075547,-0.45731318,-0.42532337,-0.1602196,-0.1610137,-0.0007941
6,0.26331806,0.28867403,"('distant', 'open')",-0.3184806,-0.35596198,-0.3222988,-0.2956254,-0.1258204,-0.1209711,0.0048493
7,-0.30210003,-0.24352358,"('insensitive', 'sensitive')",-0.37016743,-0.22873071,0.3564029,0.40849435,-0.1052882,-0.0212533,0.0840349
8,0.44045013,0.36469015,"('unaffectionate', 'affectionate')",0.57602865,0.42804894,0.76818675,0.6714778,0.5948885,0.4880723,-0.1068162
9,0.6842334,0.6586338,"('unaffectionate', 'caring')",0.6766226,0.58148575,1.012378,1.0100923,0.791078,0.7500706,-0.0410074
10,-1.162358,-1.0365028,"('unsympathetic', 'sympathetic')",-1.5023767,-1.327145,-0.31021062,-0.21527642,-0.9916485,-0.8596415,0.132007
11,0.22638282,0.34129614,"('unhelpful', 'helpful')",-0.80273294,-0.7027563,1.8762245,1.9296057,0.4332915,0.5227152,0.0894237
12,0.38952613,0.545737,"('unsupportive', 'supportive')",-0.04965733,0.07096377,-2.1009297,-2.0725594,-0.5870203,-0.4852862,0.1017341
13,0.5786786,0.637843,"('impolite', 'polite')",-0.39545733,-0.24691701,-0.40698445,-0.37248692,-0.0745877,0.0061464,0.0807341
14,0.6170546,0.63437754,"('antisocial', 'social')",1.0592391,1.1179627,0.30791444,0.25785542,0.6614027,0.6700652,0.0086625
15,0.9645814,0.82943237,"('boring', 'funny')",0.5189176,0.40729102,0.31542885,0.24336971,0.5996426,0.4933644,-0.1062782
16,-0.27382007,-0.4042226,"('unpopular', 'popular')",-0.6381149,-0.7493269,0.1783615,0.033725545,-0.2445245,-0.3732746,-0.1287501
17,-0.7934808,-0.7758862,"('nasty', 'nice')",-0.6301542,-0.5371095,-0.1301269,-0.096281976,-0.5179207,-0.4697592,0.0481615
18,1.0461485,1.0914711,"('disagreeable', 'welcoming')",-0.8686386,-0.91453475,-0.7428038,-0.83732766,-0.1884313,-0.2201304,-0.0316991
19,-0.51933825,-0.47648796,"('inhospitable', 'hospitable')",-1.0444686,-1.0000392,-0.42018893,-0.37134844,-0.6613319,-0.6159585,0.0453734
20,-0.05956243,-0.04074015,"('rough', 'thoughtful')",-0.18017974,-0.1567898,0.32757768,0.29198128,0.0292785,0.0314838,0.0022053
21,-0.09513437,-0.02223308,"('immoral', 'moral')",-0.14629868,0.028813466,-0.68620086,-0.588756,-0.3092113,-0.1940585,0.1151528
22,-0.47375947,-0.39432418,"('untrustworthy', 'trustworthy')",-0.49804035,-0.38289326,-0.33126274,-0.31513423,-0.4343542,-0.3641172,0.070237
23,-0.4484133,-0.41403466,"('insincere', 'sincere')",0.08304223,0.16034085,6.3044095,6.23962,1.9796794,1.9953089,0.0156295
24,0.33845878,0.31812942,"('dishonest', 'honest')",-0.17124617,-0.09432393,0.9214792,0.91108626,0.3628973,0.3782972,0.0153999
25,0.36906603,0.22975656,"('egoistic', 'altruistic')",1.2356887,1.0783095,1.4573753,1.3894107,1.02071,0.899159,-0.121551
26,1.3295403,1.2586986,"('hardhearted', 'benevolent')",2.0255845,1.8353072,1.837766,1.7913779,1.7309635,1.6284612,-0.1025023
27,-0.14473552,-0.20722288,"('hardhearted', 'softhearted')",-0.9137793,-0.9520063,0.5722797,0.43762738,-0.1620784,-0.2405339,-0.0784555
28,0.19151029,0.07647858,"('disloyal', 'loyal')",0.03720854,-0.063095905,1.2216605,1.1237036,0.4834598,0.3790288,-0.104431
29,-0.6112409,-0.7143376,"('unfair', 'fair')",-0.2190558,-0.2505656,-0.7093507,-0.8379208,-0.5132158,-0.6009413,-0.0877255
30,0.27909902,0.27544042,"('intolerant', 'tolerant')",-0.24920702,-0.15598266,0.66113347,0.70995647,0.2303418,0.2764714,0.0461296
31,-0.25858945,-0.25521663,"('evil', 'good')",-0.06387468,-0.08032308,-0.9016523,-0.9094629,-0.4080388,-0.4150009,-0.0069621
32,-0.2737889,-0.33667094,"('unkind', 'kind')",0.031215658,-0.033016227,0.9719209,0.88660485,0.2431159,0.1723059,-0.07081
33,0.8291323,0.69999886,"('wrong', 'right')",0.52347225,0.43339086,-0.3861565,-0.4768418,0.3221494,0.2188493,-0.1033001
34,-0.46717286,-0.34381983,"('mean', 'honorable')",-0.4538891,-0.36486363,5.1311536,5.258307,1.4033639,1.5165412,0.1131773
35,0.66686314,0.40974936,"('corrupt', 'incorrupt')",0.117067985,-0.10897625,-0.41257662,-0.5605317,0.1237848,-0.0865862,-0.210371
36,0.7920641,0.6390779,"('hostile', 'amicable')",-0.26884606,-0.4349729,-0.18120968,-0.38321927,0.1140028,-0.0597048,-0.1737076
37,-0.5852331,-0.5704532,"('fake', 'genuine')",-1.1815476,-1.1513938,0.12923604,0.105204254,-0.5458482,-0.5388809,0.0069673
38,-0.047591373,0.032379925,"('untruthful', 'truthful')",-0.11136177,-0.060694695,-0.19978416,-0.09747716,-0.1195791,-0.0419306,0.0776485
39,1.185397,1.2646488,"('exploitative', 'cooperative')",0.37360087,0.46206194,0.4462171,0.53139067,0.668405,0.7527005,0.0842955
40,0.391238,0.3846583,"('stingy', 'generous')",0.24027362,0.24315193,-2.418947,-2.5163586,-0.5958118,-0.6295161,-0.0337043
41,0.16293555,0.2296271,"('unforgiving', 'forgiving')",-0.122010574,-0.08784145,0.5127813,0.42513394,0.1845688,0.1889732,0.0044044
42,0.37488648,0.5018524,"('unreliable', 'reliable')",0.117179856,0.22458434,-3.2336497,-3.2246592,-0.9138611,-0.8327408,0.0811203
43,-0.03876256,0.11154276,"('irresponsible', 'responsible')",-0.9389886,-0.76856947,0.47520426,0.53799605,-0.1675156,-0.0396769,0.1278387
