,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.30394578,-0.010525124,"('unsociable', 'sociable')",-0.05712797,-0.15794753,0.1234089,-0.0842363,-0.2076452
1,-0.6234527,-0.85714746,"('unfriendly', 'friendly')",1.5557941,1.3732376,0.4661707,0.2580451,-0.2081256
2,0.5109726,0.76742345,"('unlikable', 'likable')",0.5843526,0.83989924,0.5476626,0.8036613,0.2559987
3,-0.5553932,-0.5048839,"('repellent', 'pleasant')",0.39205858,0.54294616,-0.0816673,0.0190311,0.1006984
4,0.24123992,0.24699424,"('disliked', 'liked')",-6.9703665,-6.9740486,-3.3645632,-3.3635273,0.0010359
5,-1.1169589,-0.9942404,"('distant', 'outgoing')",-0.18098219,-0.20104025,-0.6489705,-0.5976403,0.0513302
6,-1.6829886,-1.5517652,"('distant', 'open')",-0.11191678,-0.1662561,-0.8974527,-0.8590106,0.0384421
7,0.48918113,0.3070126,"('insensitive', 'sensitive')",0.20526187,0.21611452,0.3472215,0.2615635,-0.085658
8,-0.55302876,-0.45940357,"('unaffectionate', 'affectionate')",1.1115203,0.9278603,0.2792458,0.2342284,-0.0450174
9,-0.38823232,-0.4141311,"('unaffectionate', 'caring')",1.3442533,1.1638058,0.4780105,0.3748374,-0.1031731
10,0.08521734,-0.29007363,"('unsympathetic', 'sympathetic')",0.13608588,0.0310162,0.1106516,-0.1295287,-0.2401803
11,-0.11443976,-0.09888914,"('unhelpful', 'helpful')",1.7607831,1.7448453,0.8231717,0.8229781,-0.0001936
12,0.30673912,0.32469633,"('unsupportive', 'supportive')",-1.7794391,-1.7404566,-0.73635,-0.7078801,0.0284699
13,0.15446413,0.010218687,"('impolite', 'polite')",-0.3862251,-0.2896034,-0.1158805,-0.1396924,-0.0238119
14,0.7795174,0.6502556,"('antisocial', 'social')",0.16567479,0.13259931,0.4725961,0.3914275,-0.0811686
15,0.0880663,0.020400941,"('boring', 'funny')",0.66775167,0.6828399,0.377909,0.3516204,-0.0262886
16,-1.1849728,-0.9496804,"('unpopular', 'popular')",-0.32948148,-0.34184954,-0.7572271,-0.6457649,0.1114622
17,0.15786569,0.11150117,"('nasty', 'nice')",0.005137831,-0.049904488,0.0815018,0.0307983,-0.0507035
18,-0.58098704,-0.56648064,"('disagreeable', 'welcoming')",-0.861875,-0.8687399,-0.721431,-0.7176102,0.0038208
19,-0.4384102,-0.5007403,"('inhospitable', 'hospitable')",-0.08325904,-0.014782612,-0.2608346,-0.2577614,0.0030732
20,0.18503396,0.08807274,"('rough', 'thoughtful')",0.3222344,0.31117833,0.2536342,0.1996255,-0.0540087
21,-0.33992603,-0.222503,"('immoral', 'moral')",-0.9819218,-0.7807286,-0.6609239,-0.5016158,0.1593081
22,0.54895085,0.28038678,"('untrustworthy', 'trustworthy')",-0.45249885,-0.5136388,0.048226,-0.116626,-0.164852
23,0.10354285,-0.12308089,"('insincere', 'sincere')",5.605648,5.586146,2.8545954,2.7315326,-0.1230628
24,0.62191,0.4440978,"('dishonest', 'honest')",0.81538147,0.726542,0.7186457,0.5853199,-0.1333258
25,-0.29325968,-0.19151093,"('egoistic', 'altruistic')",1.0218893,0.98284024,0.3643148,0.3956647,0.0313499
26,0.18914759,0.02584302,"('hardhearted', 'benevolent')",2.1227486,1.9906659,1.1559482,1.0082544,-0.1476938
27,-1.2124069,-1.221281,"('hardhearted', 'softhearted')",1.0123101,0.85934085,-0.1000484,-0.1809701,-0.0809217
28,0.16576186,-0.06448841,"('disloyal', 'loyal')",1.2010012,0.88339204,0.6833815,0.4094518,-0.2739297
29,-0.46103495,-0.5828138,"('unfair', 'fair')",-0.49807924,-0.6787513,-0.4795571,-0.6307825,-0.1512254
30,0.6940905,0.5774837,"('intolerant', 'tolerant')",0.29968473,0.5367466,0.4968876,0.5571152,0.0602276
31,-1.0397505,-0.86100507,"('evil', 'good')",-0.6910354,-0.8080402,-0.8653929,-0.8345226,0.0308703
32,-0.28678823,-0.52580637,"('unkind', 'kind')",0.9507308,0.7244561,0.3319713,0.0993249,-0.2326464
33,0.19780679,0.31414175,"('wrong', 'right')",-0.5604033,-0.6235529,-0.1812983,-0.1547056,0.0265927
34,-0.47909716,-0.34715506,"('mean', 'honorable')",4.9017344,5.1658087,2.2113185,2.4093268,0.1980083
35,-0.15548319,-0.19808948,"('corrupt', 'incorrupt')",-0.25346637,-0.51654,-0.2044748,-0.3573147,-0.1528399
36,-0.8168271,-0.9073381,"('hostile', 'amicable')",0.15479538,-0.047412224,-0.3310159,-0.4773751,-0.1463592
37,0.64435726,0.5571368,"('fake', 'genuine')",0.26346704,0.20453963,0.4539121,0.3808382,-0.0730739
38,-0.066408515,-0.047070593,"('untruthful', 'truthful')",-0.10923873,-0.060566515,-0.0878236,-0.0538186,0.034005
39,0.6305796,0.76673573,"('exploitative', 'cooperative')",0.32829636,0.4396474,0.479438,0.6031916,0.1237536
40,0.59438795,0.51958776,"('stingy', 'generous')",-2.075128,-2.1135428,-0.74037,-0.7969775,-0.0566075
41,0.3303541,0.14863735,"('unforgiving', 'forgiving')",0.5585312,0.49843952,0.4444427,0.3235384,-0.1209043
42,0.4134993,0.37442893,"('unreliable', 'reliable')",-3.213526,-3.210046,-1.4000133,-1.4178085,-0.0177952
43,-0.08828495,-0.06942603,"('irresponsible', 'responsible')",0.43872815,0.59963423,0.1752216,0.2651041,0.0898825
44,-0.24669334,-0.19615228,"('prejudiced', 'unprejudiced')",-1.6502094,-1.6230593,-0.9484514,-0.9096058,0.0388456
45,1.0943924,0.6482264,"('incompetent', 'competent')",0.115967736,0.028679736,0.6051801,0.3384531,-0.266727
46,0.34879485,0.11165865,"('uncompetitive', 'competitive')",-0.723636,-0.66813415,-0.1874206,-0.2782378,-0.0908172
47,0.07431527,0.09070999,"('stupid', 'smart')",4.6924686,4.937787,2.3833919,2.5142486,0.1308567
48,-0.34145513,-0.34880695,"('unintelligent', 'intelligent')",-0.48319143,-0.42109296,-0.4123233,-0.38495,0.0273733
49,-0.39078128,-0.30041033,"('unable', 'able')",-0.8042771,-0.7147312,-0.5975292,-0.5075707,0.0899585
50,0.2285593,0.11672184,"('clumsy', 'skillful')",-0.4560112,-0.5658492,-0.113726,-0.2245637,-0.1108377
51,0.12521264,0.014489926,"('uneducated', 'educated')",0.09721386,0.099693716,0.1112133,0.0570918,-0.0541215
52,-0.7457114,-0.5971218,"('irrational', 'rational')",-0.12027209,-0.1757457,-0.4329917,-0.3864337,0.046558
53,-1.0127685,-1.170617,"('uncreative', 'creative')",0.26704562,0.270976,-0.3728614,-0.4498205,-0.0769591
54,-0.44786918,-0.47097394,"('incapable', 'capable')",0.8333234,0.7231581,0.1927271,0.1260921,-0.066635
55,0.7048276,0.49323493,"('incompetent', 'clever')",-0.0141259525,0.066468954,0.3453508,0.2798519,-0.0654989
56,0.6086224,0.37053788,"('impractical', 'practical')",-0.5376081,-0.4591749,0.0355071,-0.0443185,-0.0798256
57,0.3004905,-0.047336712,"('unimaginative', 'imaginative')",-2.7002208,-2.7514436,-1.1998651,-1.3993902,-0.1995251
58,0.55134666,0.47266918,"('undiscriminating', 'discriminating')",0.70469135,0.765011,0.628019,0.6188401,-0.0091789
59,-0.016561352,0.20216525,"('foolish', 'wise')",-0.09192422,-0.057129946,-0.0542428,0.0725176,0.1267604
60,0.4960783,0.4658222,"('inefficient', 'efficient')",-0.6288637,-0.28158468,-0.0663927,0.0921188,0.1585115
61,-0.0065052398,-0.20461701,"('illogical', 'logical')",0.1669572,-0.08261956,0.080226,-0.1436183,-0.2238443
62,1.0931616,1.1496589,"('incompetent', 'brilliant')",-0.30839497,-0.06198126,0.3923833,0.5438389,0.1514556
63,-0.2889568,-0.322127,"('unperceptive', 'insightful')",0.08730049,0.25543898,-0.1008282,-0.033344,0.0674842
64,0.38715288,0.41293618,"('shy', 'confident')",-6.258327,-6.1054068,-2.9355872,-2.8462353,0.0893519
65,-0.08171136,-0.24349563,"('insecure', 'secure')",-0.001829341,0.11767556,-0.0417704,-0.06291,-0.0211396
66,-0.28063506,-0.28353515,"('inactive', 'active')",0.5442266,0.43481344,0.1317958,0.0756391,-0.0561567
67,0.58724755,0.7167012,"('doubtful', 'determined')",-0.4595666,-0.38028035,0.0638405,0.1682104,0.1043699
68,-0.9349434,-0.89494485,"('dependent', 'independent')",-1.8330138,-1.7613877,-1.3839786,-1.3281662,0.0558124
69,0.49894494,0.7713271,"('lazy', 'industrious')",-0.9093725,-0.8600227,-0.2052138,-0.0443478,0.160866
70,0.6593313,0.4273756,"('lethargic', 'energetic')",0.5845067,0.5729025,0.621919,0.5001391,-0.1217799
71,-0.20108631,-0.199426,"('diffident', 'self-confident')",0.2926049,0.18889609,0.0457593,-0.005265,-0.0510243
72,-0.8975197,-0.7193565,"('unambitious', 'ambitious')",-0.43169093,-0.37486804,-0.6646053,-0.5471122,0.1174931
73,0.8490215,1.0067037,"('helpless', 'self-reliant')",-3.1213732,-3.0430648,-1.1361759,-1.0181806,0.1179953
74,0.85623896,0.7202851,"('undedicated', 'dedicated')",0.19908887,0.17738107,0.5276639,0.4488331,-0.0788308
75,0.21284173,0.31869742,"('meek', 'impulsive')",-0.49520138,-0.41805568,-0.1411798,-0.0496791,0.0915007
76,0.41042468,0.28856382,"('anxious', 'daring')",-0.39471295,-0.2289472,0.0078559,0.0298083,0.0219524
77,-0.4214917,-0.32211354,"('unmotivated', 'motivated')",-1.4691688,-1.2595596,-0.9453303,-0.7908366,0.1544937
78,-0.7517458,-0.77005273,"('nonresilient', 'resilient')",-0.25822684,-0.22256906,-0.5049863,-0.4963109,0.0086754
79,-0.6672049,-0.71967137,"('wavering', 'unwavering')",-0.028375747,-0.16063116,-0.3477903,-0.4401513,-0.092361
80,0.7604756,0.6481403,"('dominated', 'dominating')",-0.5348406,-0.57521755,0.1128175,0.0364614,-0.0763561
81,0.93772036,0.91333205,"('submissive', 'aggressive')",-0.76087785,-0.72801906,0.0884213,0.0926565,0.0042352
82,-0.39484,-0.593764,"('poor', 'rich')",5.771764,5.7390785,2.6884618,2.5726573,-0.1158045
83,0.18265912,0.26038724,"('powerless', 'powerful')",-1.3822913,-1.4507036,-0.5998161,-0.5951582,0.0046579
84,0.56759167,0.48483968,"('inferior', 'superior')",0.45195875,0.43842933,0.5097752,0.4616345,-0.0481407
85,-0.2273393,0.0032512937,"('insignificant', 'prestigious')",-0.50557435,-0.538197,-0.3664568,-0.2674728,0.098984
86,-0.46720695,-0.6361687,"('uninfluential', 'influential')",-0.028653488,-0.23131475,-0.2479302,-0.4337417,-0.1858115
87,1.0022656,1.0133066,"('unsuccessful', 'successful')",0.70083034,0.67055535,0.851548,0.841931,-0.009617
88,-0.34860504,-0.2762387,"('low', 'eminent')",-0.45414996,-0.5570582,-0.4013775,-0.4166484,-0.0152709
