,phillips_male,phillips_female,tuple,66_male,66_female,average_male,average_female,female-male
0,0.58491915,0.45128396,"('unsociable', 'sociable')",1.3153902,1.1888971,0.9501547,0.8200905,-0.1300642
1,1.393854,1.2692318,"('unfriendly', 'friendly')",0.62643987,0.5117871,1.010147,0.8905095,-0.1196375
2,0.88695574,0.9828292,"('unlikable', 'likable')",0.20857033,0.20988019,0.547763,0.5963547,0.0485917
3,-0.08112772,-0.031811126,"('repellent', 'pleasant')",0.90317446,0.9174775,0.4110234,0.4428332,0.0318098
4,-0.33182132,-0.3519217,"('disliked', 'liked')",-6.856822,-6.961517,-3.5943217,-3.6567192,-0.0623975
5,-0.4625424,-0.3917212,"('distant', 'outgoing')",-1.9516962,-1.9595929,-1.2071192,-1.175657,0.0314622
6,0.047977097,0.14343566,"('distant', 'open')",-1.4256545,-1.4288023,-0.6888387,-0.6426833,0.0461554
7,0.94623584,0.94832456,"('insensitive', 'sensitive')",1.2144134,1.2805848,1.0803246,1.1144547,0.0341301
8,-0.18890035,-0.14569047,"('unaffectionate', 'affectionate')",-0.09277966,-0.13223316,-0.14084,-0.1389618,0.0018782
9,1.0765241,1.0897853,"('unaffectionate', 'caring')",0.80671316,0.78928995,0.9416187,0.9395376,-0.0020811
10,-0.23426613,-0.22345665,"('unsympathetic', 'sympathetic')",0.8968338,0.91677463,0.3312838,0.346659,0.0153752
11,-0.577196,-0.6197791,"('unhelpful', 'helpful')",2.4819195,2.4888456,0.9523618,0.9345332,-0.0178286
12,0.16077839,0.23110674,"('unsupportive', 'supportive')",-1.533313,-1.5271717,-0.6862673,-0.6480325,0.0382348
13,0.8544289,0.7020223,"('impolite', 'polite')",0.6936063,0.65356195,0.7740176,0.6777921,-0.0962255
14,-0.04757811,-0.080526605,"('antisocial', 'social')",1.0211262,0.9746629,0.486774,0.4470682,-0.0397058
15,0.1396487,0.0615243,"('boring', 'funny')",0.10281606,-0.0042103603,0.1212324,0.028657,-0.0925754
16,-0.3312472,-0.40136996,"('unpopular', 'popular')",-0.31588122,-0.45378852,-0.3235642,-0.4275792,-0.104015
17,-0.9732866,-0.8498162,"('nasty', 'nice')",-0.7504188,-0.6844486,-0.8618527,-0.7671324,0.0947203
18,-0.2913395,-0.2812895,"('disagreeable', 'welcoming')",-0.97600937,-0.9941429,-0.6336744,-0.6377162,-0.0040418
19,-1.2520355,-1.1600608,"('inhospitable', 'hospitable')",-1.5659832,-1.4948403,-1.4090093,-1.3274505,0.0815588
20,0.52559084,0.5534285,"('rough', 'thoughtful')",0.711666,0.6413098,0.6186284,0.5973691,-0.0212593
21,0.6365254,0.6157868,"('immoral', 'moral')",1.1324061,1.1531236,0.8844658,0.8844552,-1.06e-05
22,0.29687935,0.21924604,"('untrustworthy', 'trustworthy')",-0.22932523,-0.3147633,0.0337771,-0.0477586,-0.0815357
23,0.43270916,0.32239723,"('insincere', 'sincere')",6.6467285,6.6112695,3.5397189,3.4668334,-0.0728855
24,0.60556346,0.5898543,"('dishonest', 'honest')",1.2620548,1.1963661,0.9338092,0.8931102,-0.040699
25,0.31724095,0.3003545,"('egoistic', 'altruistic')",0.21627638,0.14621514,0.2667587,0.2232848,-0.0434739
26,1.2488209,1.2518994,"('hardhearted', 'benevolent')",1.1651587,1.126353,1.2069898,1.1891263,-0.0178635
27,0.09665602,0.16653286,"('hardhearted', 'softhearted')",0.656607,0.571122,0.3766315,0.3688274,-0.0078041
28,0.5592332,0.44230783,"('disloyal', 'loyal')",1.038872,0.97215843,0.7990526,0.7072331,-0.0918195
29,-0.09907289,-0.16376033,"('unfair', 'fair')",-0.6071105,-0.7791686,-0.3530917,-0.4714645,-0.1183728
30,0.794677,0.771425,"('intolerant', 'tolerant')",1.2045385,1.1992118,0.9996077,0.9853184,-0.0142893
31,-0.77826554,-0.6292979,"('evil', 'good')",-2.624426,-2.5852938,-1.7013457,-1.6072959,0.0940498
32,0.94556046,0.8847277,"('unkind', 'kind')",0.9542463,0.8203825,0.9499034,0.8525551,-0.0973483
33,0.6645215,0.5524954,"('wrong', 'right')",-0.029404692,-0.052724756,0.3175584,0.2498853,-0.0676731
34,-0.50127715,-0.37404948,"('mean', 'honorable')",4.5207543,4.707864,2.0097387,2.1669071,0.1571684
35,-0.769049,-0.8053948,"('corrupt', 'incorrupt')",-2.1271129,-2.241793,-1.4480809,-1.5235939,-0.075513
36,-1.0074421,-1.0614198,"('hostile', 'amicable')",-1.1603014,-1.3078704,-1.0838718,-1.1846452,-0.1007734
37,0.042214606,0.037260547,"('fake', 'genuine')",0.66790867,0.65200603,0.3550617,0.3446333,-0.0104284
38,-0.11858545,-0.19831643,"('untruthful', 'truthful')",0.38189918,0.40329814,0.1316569,0.1024909,-0.029166
39,1.1382267,1.1928102,"('exploitative', 'cooperative')",0.80789006,0.82621497,0.9730584,1.0095125,0.0364541
40,0.17870602,0.17078367,"('stingy', 'generous')",-2.6828272,-2.6691117,-1.2520607,-1.249164,0.0028967
41,-0.04713828,0.015239062,"('unforgiving', 'forgiving')",0.5556307,0.5314187,0.2542462,0.2733289,0.0190827
42,1.2434943,1.293442,"('unreliable', 'reliable')",-2.4361346,-2.5480154,-0.5963202,-0.6272867,-0.0309665
43,0.6472328,0.6056365,"('irresponsible', 'responsible')",1.2526462,1.211901,0.9499395,0.9087687,-0.0411708
44,-0.97613496,-0.91955006,"('prejudiced', 'unprejudiced')",-1.0019183,-1.0189669,-0.9890267,-0.9692585,0.0197682
