,statue_male,statue_female,tuple,average_male,average_female,female-male
52,-0.968334,-1.0513233,"('irrational', 'rational')",-0.968334,-1.0513233,-0.0829893
53,0.21588728,0.21441278,"('uncreative', 'creative')",0.2158873,0.2144128,-0.0014745
54,1.0583951,1.0987235,"('incapable', 'capable')",1.0583951,1.0987235,0.0403284
55,1.3927205,1.4338613,"('incompetent', 'clever')",1.3927205,1.4338613,0.0411408
56,0.9712524,1.0224409,"('impractical', 'practical')",0.9712524,1.0224409,0.0511885
57,-2.1936967,-2.2813537,"('unimaginative', 'imaginative')",-2.1936967,-2.2813537,-0.087657
58,0.10607493,0.1375137,"('undiscriminating', 'discriminating')",0.1060749,0.1375137,0.0314388
59,-0.49225032,-0.38290486,"('foolish', 'wise')",-0.4922503,-0.3829049,0.1093454
60,0.866703,1.1076139,"('inefficient', 'efficient')",0.866703,1.1076139,0.2409109
61,0.56071645,0.34928155,"('illogical', 'logical')",0.5607165,0.3492815,-0.211435
62,1.1618615,1.3107094,"('incompetent', 'brilliant')",1.1618615,1.3107094,0.1488479
63,0.7223709,0.8341461,"('unperceptive', 'insightful')",0.7223709,0.8341461,0.1117752
64,-6.0689435,-5.9456077,"('shy', 'confident')",-6.0689435,-5.9456077,0.1233358
65,0.9770208,0.9682437,"('insecure', 'secure')",0.9770208,0.9682437,-0.0087771
66,0.048818782,-0.1468944,"('inactive', 'active')",0.0488188,-0.1468944,-0.1957132
67,-0.33036602,-0.19891667,"('doubtful', 'determined')",-0.330366,-0.1989167,0.1314493
68,-0.90531015,-0.8346115,"('dependent', 'independent')",-0.9053102,-0.8346115,0.0706987
69,-2.280042,-2.223868,"('lazy', 'industrious')",-2.2800419,-2.2238679,0.056174
70,2.08767,1.9181156,"('lethargic', 'energetic')",2.0876701,1.9181156,-0.1695545
71,-0.02373779,0.16319247,"('diffident', 'self-confident')",-0.0237378,0.1631925,0.1869303
72,1.0785903,1.197246,"('unambitious', 'ambitious')",1.0785903,1.197246,0.1186557
73,-3.4283826,-3.1963973,"('helpless', 'self-reliant')",-3.4283826,-3.1963973,0.2319853
74,0.29586467,0.20895386,"('undedicated', 'dedicated')",0.2958647,0.2089539,-0.0869108
75,-1.1067425,-1.0511336,"('meek', 'impulsive')",-1.1067425,-1.0511336,0.0556089
76,1.2754977,1.2323716,"('anxious', 'daring')",1.2754977,1.2323716,-0.0431261
77,-0.9351828,-0.75342524,"('unmotivated', 'motivated')",-0.9351828,-0.7534252,0.1817576
78,-0.7803901,-0.7509246,"('nonresilient', 'resilient')",-0.7803901,-0.7509246,0.0294655
79,-0.5276007,-0.64433897,"('wavering', 'unwavering')",-0.5276007,-0.644339,-0.1167383
80,0.5152885,0.31784037,"('dominated', 'dominating')",0.5152885,0.3178404,-0.1974481
81,0.9865263,0.9279746,"('submissive', 'aggressive')",0.9865263,0.9279746,-0.0585517
82,6.195252,6.229916,"('poor', 'rich')",6.1952519,6.2299161,0.0346642
83,-0.32837167,-0.2978474,"('powerless', 'powerful')",-0.3283717,-0.2978474,0.0305243
84,0.08021963,0.032657526,"('inferior', 'superior')",0.0802196,0.0326575,-0.0475621
85,-1.5317782,-1.4672147,"('insignificant', 'prestigious')",-1.5317782,-1.4672147,0.0645635
86,0.9116544,0.72128874,"('uninfluential', 'influential')",0.9116544,0.7212887,-0.1903657
87,0.0069086626,0.054411568,"('unsuccessful', 'successful')",0.0069087,0.0544116,0.0475029
88,0.26906496,0.22086927,"('low', 'eminent')",0.269065,0.2208693,-0.0481957
