,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.54588115,0.44495422,"('unsociable', 'sociable')",0.5458812,0.4449542,-0.100927
1,0.9722112,0.9805065,"('unfriendly', 'friendly')",0.9722112,0.9805065,0.0082953
2,0.11013085,0.30474973,"('unlikable', 'likable')",0.1101308,0.3047497,0.1946189
3,0.8350496,0.8955204,"('repellent', 'pleasant')",0.8350496,0.8955204,0.0604708
4,-7.4021883,-7.381283,"('disliked', 'liked')",-7.4021883,-7.3812828,0.0209055
5,-1.1131263,-1.0670614,"('distant', 'outgoing')",-1.1131263,-1.0670614,0.0460649
6,-0.8653021,-0.849837,"('distant', 'open')",-0.8653021,-0.849837,0.0154651
7,1.7403957,1.7571079,"('insensitive', 'sensitive')",1.7403957,1.7571079,0.0167122
8,0.96739596,0.9336938,"('unaffectionate', 'affectionate')",0.967396,0.9336938,-0.0337022
9,1.5066658,1.5937032,"('unaffectionate', 'caring')",1.5066658,1.5937032,0.0870374
10,1.7698896,1.6526442,"('unsympathetic', 'sympathetic')",1.7698896,1.6526442,-0.1172454
11,2.1731164,2.2671766,"('unhelpful', 'helpful')",2.1731164,2.2671766,0.0940602
12,-1.1644237,-1.0858282,"('unsupportive', 'supportive')",-1.1644237,-1.0858282,0.0785955
13,0.3595505,0.37072408,"('impolite', 'polite')",0.3595505,0.3707241,0.0111736
14,0.6231599,0.6271309,"('antisocial', 'social')",0.6231599,0.6271309,0.003971
15,0.6063692,0.6063876,"('boring', 'funny')",0.6063692,0.6063876,1.84e-05
16,-0.5152206,-0.3245852,"('unpopular', 'popular')",-0.5152206,-0.3245852,0.1906354
17,-0.111661986,-0.04336728,"('nasty', 'nice')",-0.111662,-0.0433673,0.0682947
18,-0.68062705,-0.60525644,"('disagreeable', 'welcoming')",-0.680627,-0.6052564,0.0753706
19,-0.7670547,-0.7069668,"('inhospitable', 'hospitable')",-0.7670547,-0.7069668,0.0600879
20,0.6975016,0.6678232,"('rough', 'thoughtful')",0.6975016,0.6678232,-0.0296784
21,0.3261456,0.4482279,"('immoral', 'moral')",0.3261456,0.4482279,0.1220823
22,0.026997982,0.06527837,"('untrustworthy', 'trustworthy')",0.026998,0.0652784,0.0382804
23,6.595185,6.678519,"('insincere', 'sincere')",6.5951848,6.6785188,0.083334
24,2.0058007,1.950136,"('dishonest', 'honest')",2.0058007,1.9501359,-0.0556648
25,-0.005064532,-0.034233928,"('egoistic', 'altruistic')",-0.0050645,-0.0342339,-0.0291694
26,0.75717664,0.5660299,"('hardhearted', 'benevolent')",0.7571766,0.5660299,-0.1911467
27,1.2748475,1.0949173,"('hardhearted', 'softhearted')",1.2748475,1.0949173,-0.1799302
28,1.1774021,1.0618844,"('disloyal', 'loyal')",1.1774021,1.0618844,-0.1155177
29,-0.53160495,-0.7010598,"('unfair', 'fair')",-0.5316049,-0.7010598,-0.1694549
30,1.3723887,1.3811908,"('intolerant', 'tolerant')",1.3723887,1.3811908,0.0088021
31,-1.5881878,-1.5531278,"('evil', 'good')",-1.5881878,-1.5531278,0.03506
32,1.6918625,1.5520794,"('unkind', 'kind')",1.6918625,1.5520794,-0.1397831
33,-0.8044083,-0.72924185,"('wrong', 'right')",-0.8044083,-0.7292418,0.0751665
34,4.38392,4.6142983,"('mean', 'honorable')",4.3839202,4.6142983,0.2303781
35,-1.3822789,-1.6402963,"('corrupt', 'incorrupt')",-1.3822789,-1.6402963,-0.2580174
36,-1.2315001,-1.3463472,"('hostile', 'amicable')",-1.2315001,-1.3463472,-0.1148471
37,0.61756593,0.5735184,"('fake', 'genuine')",0.6175659,0.5735184,-0.0440475
38,-0.17994782,-0.107547104,"('untruthful', 'truthful')",-0.1799478,-0.1075471,0.0724007
39,0.2656443,0.3361633,"('exploitative', 'cooperative')",0.2656443,0.3361633,0.070519
40,-1.3042779,-1.5236508,"('stingy', 'generous')",-1.3042779,-1.5236508,-0.2193729
41,0.31980315,0.24736597,"('unforgiving', 'forgiving')",0.3198031,0.247366,-0.0724371
42,-1.8750572,-1.8534771,"('unreliable', 'reliable')",-1.8750572,-1.8534771,0.0215801
43,1.6310183,1.737118,"('irresponsible', 'responsible')",1.6310183,1.737118,0.1060997
44,-1.5329103,-1.5746158,"('prejudiced', 'unprejudiced')",-1.5329103,-1.5746158,-0.0417055
45,0.3246154,0.2544292,"('incompetent', 'competent')",0.3246154,0.2544292,-0.0701862
46,-0.31656894,-0.32923827,"('uncompetitive', 'competitive')",-0.3165689,-0.3292383,-0.0126694
47,5.222325,5.396709,"('stupid', 'smart')",5.2223248,5.396709,0.1743842
48,1.2273248,1.2082326,"('unintelligent', 'intelligent')",1.2273248,1.2082326,-0.0190922
49,-0.11369515,0.088853806,"('unable', 'able')",-0.1136952,0.0888538,0.202549
50,-0.39764208,-0.397976,"('clumsy', 'skillful')",-0.3976421,-0.397976,-0.0003339
51,0.71873367,0.6545311,"('uneducated', 'educated')",0.7187337,0.6545311,-0.0642026
