,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,female-male
0,0.49571237,0.26007742,"('unsociable', 'sociable')",-0.2759138,-0.42460293,-0.5419297,-0.7560331,-0.1073771,-0.3068529,-0.1994758
1,-0.05276696,-0.04845509,"('unfriendly', 'friendly')",-0.38047516,-0.5244769,2.127027,1.9687303,0.564595,0.4652661,-0.0993289
2,0.85778946,0.9775243,"('unlikable', 'likable')",-0.0136988815,0.08608666,0.44062716,0.60283667,0.4282393,0.5554825,0.1272432
3,0.2214422,0.39192858,"('repellent', 'pleasant')",-0.34636208,-0.21951352,-0.18112494,-0.094390064,-0.1020149,0.0260083,0.1280232
4,-0.09792508,-0.21237066,"('disliked', 'liked')",0.65748906,0.635068,-5.452912,-5.7754416,-1.6311159,-1.784248,-0.1531321
5,-0.48738962,-0.4128469,"('distant', 'outgoing')",0.28604785,0.31030113,0.41200346,0.3686331,0.0702206,0.0886958,0.0184752
6,-0.81290483,-0.70461184,"('distant', 'open')",-0.26941466,-0.30533406,0.39923456,0.3659878,-0.227695,-0.2146527,0.0130423
7,0.40317607,0.33561713,"('insensitive', 'sensitive')",-0.43720803,-0.39075187,0.48033652,0.48510852,0.1487682,0.1433246,-0.0054436
8,0.3923084,0.4534557,"('unaffectionate', 'affectionate')",-0.10302873,-0.18378887,0.72006994,0.61431074,0.3364499,0.2946592,-0.0417907
9,0.76471895,0.7706786,"('unaffectionate', 'caring')",-0.02425669,-0.11709242,1.264595,1.2006983,0.6683524,0.6180948,-0.0502576
10,0.33080563,0.32183823,"('unsympathetic', 'sympathetic')",-0.8893204,-0.9706365,-0.47846785,-0.52427757,-0.3456608,-0.3910253,-0.0453645
11,0.026415799,0.0052532777,"('unhelpful', 'helpful')",0.2113235,0.123067036,1.4358103,1.3975409,0.5578499,0.5086204,-0.0492295
12,0.69882256,0.7111281,"('unsupportive', 'supportive')",0.24161187,0.26259917,-1.4068882,-1.4728649,-0.1554846,-0.1663792,-0.0108946
13,-0.6011626,-0.76786286,"('impolite', 'polite')",-0.24626333,-0.34166786,-0.21596722,-0.2811627,-0.3544644,-0.4635645,-0.1091001
14,1.4609472,1.3897493,"('antisocial', 'social')",0.94423264,0.97856563,0.21057402,0.1645319,0.8719179,0.8442823,-0.0276356
15,0.8170585,0.677581,"('boring', 'funny')",0.022189796,-0.11735307,0.15725054,0.16287033,0.3321663,0.2410328,-0.0911335
16,-1.1698412,-1.0524709,"('unpopular', 'popular')",-0.13671592,-0.071835086,0.2724192,0.24757293,-0.3447126,-0.2922444,0.0524682
17,0.4289746,0.44517803,"('nasty', 'nice')",-0.2986043,-0.24912068,-0.632661,-0.6369857,-0.1674302,-0.1469761,0.0204541
18,-0.31623483,-0.25521725,"('disagreeable', 'welcoming')",-0.7727542,-0.712577,-0.9779954,-0.9500963,-0.6889948,-0.6392968,0.049698
19,-0.11727764,-0.13754323,"('inhospitable', 'hospitable')",-0.75446177,-0.8050263,-0.1195292,-0.1811822,-0.3304229,-0.3745839,-0.044161
20,0.47949663,0.5262428,"('rough', 'thoughtful')",0.015670285,0.14542004,1.1048061,1.0925728,0.5333243,0.5880785,0.0547542
21,0.3079692,0.3469566,"('immoral', 'moral')",-0.730483,-0.71954155,-1.5254333,-1.4658823,-0.6493157,-0.6128224,0.0364933
22,-0.19193663,-0.25664935,"('untrustworthy', 'trustworthy')",-1.4896659,-1.4511685,-0.91731256,-0.989892,-0.866305,-0.8992367,-0.0329317
23,0.5392717,0.5492635,"('insincere', 'sincere')",-1.0478376,-1.0818071,5.3271604,5.3914785,1.6061982,1.619645,0.0134468
24,0.93227756,0.8976307,"('dishonest', 'honest')",-0.6122568,-0.65522426,0.68326133,0.61342764,0.3344274,0.285278,-0.0491494
25,0.30006516,0.33805874,"('egoistic', 'altruistic')",0.20577726,0.28499213,1.0301479,0.98677146,0.5119968,0.5366074,0.0246106
26,1.3144238,1.235602,"('hardhearted', 'benevolent')",1.4743681,1.3580339,2.201445,1.9937496,1.6634124,1.5291286,-0.1342838
27,-0.5350001,-0.5745851,"('hardhearted', 'softhearted')",-0.38582888,-0.42299697,0.8540011,0.77335465,-0.0222759,-0.0747425,-0.0524666
28,0.24267164,0.14624819,"('disloyal', 'loyal')",0.03636329,0.004395094,0.92214334,0.7792502,0.4003928,0.3099645,-0.0904283
