,lam_male,lam_female,tuple,resh_male,resh_female,corp_male,corp_female,average_male,average_female,female-male
0,0.89720786,0.7530803,"('unsociable', 'sociable')",0.971717,0.91211295,0.41479558,0.27298465,0.7612402,0.6460593,-0.1151809
1,0.25500637,0.16589537,"('unfriendly', 'friendly')",-1.0613447,-1.2311769,1.3518661,1.1070548,0.1818426,0.0139244,-0.1679182
2,1.6380421,1.6196779,"('unlikable', 'likable')",1.3810952,1.369063,0.74177885,0.74154663,1.2536387,1.2434292,-0.0102095
3,0.10489574,0.22557667,"('repellent', 'pleasant')",0.11809808,0.22230546,0.85021156,0.9312186,0.3577351,0.4597003,0.1019652
4,0.054689478,0.071934015,"('disliked', 'liked')",-0.43932262,-0.4462144,-6.4531703,-6.620512,-2.2792678,-2.3315975,-0.0523297
5,-1.4286215,-1.4652579,"('distant', 'outgoing')",-2.2237418,-2.2856805,-0.94100314,-1.073788,-1.5311222,-1.6082422,-0.07712
6,-1.5624206,-1.5625596,"('distant', 'open')",-2.670001,-2.7116241,-0.7127629,-0.8674548,-1.6483949,-1.7138796,-0.0654847
7,0.40284652,0.42795095,"('insensitive', 'sensitive')",0.65663934,0.7243272,0.62856776,0.65445745,0.5626845,0.6022452,0.0395607
8,0.100253336,0.04363463,"('unaffectionate', 'affectionate')",-1.2435663,-1.3330479,0.7228508,0.5985912,-0.140154,-0.230274,-0.09012
9,0.48117626,0.35857794,"('unaffectionate', 'caring')",-1.2970676,-1.4031118,1.0679585,0.9736266,0.0840224,-0.0236357,-0.1076581
10,0.600794,0.622144,"('unsympathetic', 'sympathetic')",0.9780981,1.023383,-0.31440473,-0.29779232,0.4214958,0.4492449,0.0277491
11,-0.25328612,-0.3538068,"('unhelpful', 'helpful')",0.12319403,0.12964588,1.7795962,1.8662925,0.5498347,0.5473772,-0.0024575
12,1.6414313,1.7317044,"('unsupportive', 'supportive')",0.008685295,0.10330495,-1.8866146,-1.9357005,-0.0788326,-0.0335637,0.0452689
13,-0.6557751,-0.7329471,"('impolite', 'polite')",0.067135386,0.087478146,-0.6574713,-0.5892112,-0.4153703,-0.4115601,0.0038102
14,1.0368183,1.1285717,"('antisocial', 'social')",2.153649,2.2305212,0.5412285,0.5411828,1.2438986,1.3000919,0.0561933
15,0.30403304,0.26641753,"('boring', 'funny')",0.485551,0.42777315,0.14662923,0.12804717,0.3120711,0.2740793,-0.0379918
16,-1.3124721,-1.3356076,"('unpopular', 'popular')",-1.0275718,-1.0166631,0.46885052,0.40002865,-0.6237312,-0.6507473,-0.0270161
17,-0.50297433,-0.4641295,"('nasty', 'nice')",-0.69059676,-0.62917197,-0.5941425,-0.55159295,-0.5959045,-0.5482982,0.0476063
18,0.42599675,0.4644531,"('disagreeable', 'welcoming')",0.22755386,0.28337944,-0.4898595,-0.5997197,0.0545637,0.0493709,-0.0051928
19,-0.004240744,0.0098412,"('inhospitable', 'hospitable')",-1.7657344,-1.796788,-0.7365239,-0.7600899,-0.8354997,-0.8490122,-0.0135125
20,0.35385153,0.36029008,"('rough', 'thoughtful')",-0.12727654,-0.04495291,0.6613316,0.6641731,0.2959689,0.3265034,0.0305345
21,0.41063124,0.50522476,"('immoral', 'moral')",1.6290671,1.6974627,-0.24280283,-0.18679003,0.5989652,0.6719658,0.0730006
22,0.41512588,0.44209433,"('untrustworthy', 'trustworthy')",0.921847,0.9630644,-0.8318396,-0.87044835,0.1683777,0.1782368,0.0098591
23,1.1962098,1.1371386,"('insincere', 'sincere')",0.9906522,0.95914435,5.6044254,5.6578517,2.5970958,2.5847116,-0.0123842
24,0.36285368,0.3538154,"('dishonest', 'honest')",0.34794843,0.3062589,0.41700378,0.4441397,0.3759353,0.3680713,-0.007864
25,0.24144368,0.1448059,"('egoistic', 'altruistic')",-0.32512844,-0.43752643,1.3140018,1.2246724,0.4101057,0.3106506,-0.0994551
26,1.0402653,1.0070004,"('hardhearted', 'benevolent')",0.35854173,0.28356278,1.9068259,1.8112946,1.1018777,1.0339526,-0.0679251
27,0.28805742,0.2012925,"('hardhearted', 'softhearted')",-0.23533164,-0.25236055,1.0618961,0.95891887,0.3715406,0.3026169,-0.0689237
28,-0.17043139,-0.29099742,"('disloyal', 'loyal')",-0.18740624,-0.24468058,1.131519,1.0563656,0.2578938,0.1735625,-0.0843313
29,0.1938808,0.16679335,"('unfair', 'fair')",-0.8081336,-0.8682164,-0.5377334,-0.7165111,-0.3839954,-0.4726447,-0.0886493
30,1.4483789,1.4740212,"('intolerant', 'tolerant')",1.3664528,1.3751711,1.2900752,1.2869164,1.3683023,1.3787028,0.0104005
31,-0.6766547,-0.55342025,"('evil', 'good')",-1.7911625,-1.7736439,-0.7095193,-0.89390785,-1.0591122,-1.0736573,-0.0145451
32,1.2976868,1.16981,"('unkind', 'kind')",0.77789104,0.63518673,0.7822586,0.6487151,0.9526121,0.8179039,-0.1347082
33,0.21799707,0.1285465,"('wrong', 'right')",-0.6805516,-0.7735031,-0.72803146,-0.77500355,-0.396862,-0.47332,-0.076458
34,-0.54515225,-0.35600594,"('mean', 'honorable')",0.3163345,0.4248355,5.4666686,5.630033,1.7459502,1.8996209,0.1536707
35,-1.6145984,-1.7478672,"('corrupt', 'incorrupt')",-2.0996242,-2.26124,-0.69174385,-0.81543225,-1.4686554,-1.6081797,-0.1395243
36,-0.5095273,-0.51807255,"('hostile', 'amicable')",-1.5910853,-1.7299054,0.2550878,0.060910877,-0.6151749,-0.7290223,-0.1138474
37,0.3611741,0.29779425,"('fake', 'genuine')",0.2740206,0.22992054,0.05608753,0.06484085,0.2304274,0.1975185,-0.0329089
38,-0.3748855,-0.35704312,"('untruthful', 'truthful')",-0.8838866,-0.8921859,-0.3549913,-0.3151863,-0.5379212,-0.5214718,0.0164494
39,1.023319,1.0546198,"('exploitative', 'cooperative')",0.6070123,0.6053947,0.1401514,0.21578844,0.5901609,0.6252677,0.0351068
40,0.6331771,0.61443424,"('stingy', 'generous')",-0.12077643,-0.053701483,-1.8580877,-2.028505,-0.4485623,-0.4892574,-0.0406951
41,1.3087764,1.3730831,"('unforgiving', 'forgiving')",0.6481289,0.7038681,0.42418137,0.3242288,0.7936956,0.8003933,0.0066977
42,1.1305287,1.1129409,"('unreliable', 'reliable')",1.0513531,1.1011672,-3.1937363,-3.2523043,-0.3372848,-0.3460654,-0.0087806
43,0.4195202,0.4504178,"('irresponsible', 'responsible')",0.25287488,0.31725445,0.50412095,0.54006547,0.392172,0.4359126,0.0437406
44,-1.1256684,-1.2078928,"('prejudiced', 'unprejudiced')",0.034194116,0.009751648,-1.5312654,-1.5475824,-0.8742466,-0.9152412,-0.0409946
45,0.4625879,0.5544832,"('incompetent', 'competent')",0.606301,0.7053237,0.40137577,0.35350907,0.4900882,0.537772,0.0476838
46,-0.09915921,-0.011311866,"('uncompetitive', 'competitive')",0.8419046,0.9816896,-0.66718835,-0.5741445,0.0251857,0.1320777,0.106892
47,-0.14447717,-0.0481793,"('stupid', 'smart')",0.7601067,0.77148366,5.244947,5.3663974,1.9535255,2.0299006,0.0763751
48,0.17469591,0.22426878,"('unintelligent', 'intelligent')",-0.13544574,-0.063196324,0.4857205,0.5125689,0.1749902,0.2245471,0.0495569
49,-0.08022615,-0.0083518885,"('unable', 'able')",-0.060683675,0.03905255,-0.41552356,-0.3990495,-0.1854778,-0.1227829,0.0626949
50,0.051485017,-0.026044816,"('clumsy', 'skillful')",0.19099876,0.16237466,-0.052560456,-0.14407724,0.0633078,-0.0025825,-0.0658903
51,0.21911743,0.13433039,"('uneducated', 'educated')",0.1571128,0.14016527,0.01898887,0.0107582435,0.1317397,0.0950846,-0.0366551
52,-0.42522836,-0.49678063,"('irrational', 'rational')",-0.8943462,-0.9556169,0.24785064,0.093497574,-0.3572413,-0.4529667,-0.0957254
53,0.056222398,-0.029110966,"('uncreative', 'creative')",-0.7870698,-0.86160433,0.39110813,0.2520051,-0.1132464,-0.2129034,-0.099657
54,0.026308063,-0.10977195,"('incapable', 'capable')",-0.28880987,-0.40290904,0.656122,0.6288055,0.1312067,0.0387082,-0.0924985
55,1.2863467,1.3780438,"('incompetent', 'clever')",1.5017551,1.6340606,0.36672023,0.4026048,1.0516073,1.1382364,0.0866291
56,1.4199111,1.5216136,"('impractical', 'practical')",1.0130303,1.070953,-0.53959304,-0.5494682,0.6311162,0.6810327,0.0499165
57,0.44078898,0.4435057,"('unimaginative', 'imaginative')",0.4317628,0.43617976,-2.6687503,-2.7260878,-0.5987328,-0.6154675,-0.0167347
58,0.7331168,0.84046465,"('undiscriminating', 'discriminating')",-0.094296604,-0.04805823,0.3481087,0.31373835,0.3289763,0.3687149,0.0397386
59,-0.16177157,-0.15453587,"('foolish', 'wise')",-0.23823076,-0.2897904,0.053171583,0.026069324,-0.1156103,-0.139419,-0.0238087
60,0.6727138,0.7685747,"('inefficient', 'efficient')",1.6729671,1.7840126,-0.22599375,-0.05113449,0.7065624,0.8338176,0.1272552
61,0.3699327,0.2727809,"('illogical', 'logical')",-0.017807335,-0.08585042,0.6047298,0.45759025,0.3189517,0.2148403,-0.1041114
62,1.3835795,1.4500068,"('incompetent', 'brilliant')",1.4073861,1.5763214,0.35463324,0.47846153,1.048533,1.1682632,0.1197302
63,0.47926188,0.45121565,"('unperceptive', 'insightful')",0.7138106,0.7725577,0.5894784,0.6355276,0.5941836,0.619767,0.0255834
64,0.22904858,0.18386045,"('shy', 'confident')",0.16851266,0.1889683,-6.205196,-6.2743096,-1.9358783,-1.9671602,-0.0312819
65,0.5869857,0.5941736,"('insecure', 'secure')",1.2725705,1.304698,-0.46162897,-0.36273298,0.4659758,0.5120462,0.0460704
66,-0.8232582,-0.8651442,"('inactive', 'active')",-1.0831302,-1.146511,0.39437833,0.38666221,-0.5040034,-0.5416643,-0.0376609
67,-0.20313138,-0.240975,"('doubtful', 'determined')",-0.035379685,-0.018701192,-0.3649429,-0.3346311,-0.2011513,-0.1981024,0.0030489
68,-0.11370025,-0.13133147,"('dependent', 'independent')",-0.23873353,-0.24418093,-0.9817424,-1.0109503,-0.4447254,-0.4621542,-0.0174288
69,-0.7551216,-0.6570606,"('lazy', 'industrious')",-0.46665213,-0.4903534,-0.44441384,-0.5053627,-0.5553958,-0.5509256,0.0044702
70,-0.48875296,-0.4359653,"('lethargic', 'energetic')",0.78225136,0.9127795,0.15460539,0.21859258,0.1493679,0.2318023,0.0824344
71,-0.029889662,-0.04442788,"('diffident', 'self-confident')",-0.36167508,-0.43591827,0.3233542,0.22482845,-0.0227368,-0.0851726,-0.0624358
72,1.3916107,1.3377192,"('unambitious', 'ambitious')",-0.11614761,-0.12471091,-0.80978924,-0.77621675,0.1552246,0.1455972,-0.0096274
73,0.86474764,0.83469975,"('helpless', 'self-reliant')",-0.060473993,-0.07723525,-3.2159886,-3.276194,-0.803905,-0.8395766,-0.0356716
74,0.28569525,0.42459458,"('undedicated', 'dedicated')",0.065479696,0.18097077,-0.26903492,-0.34424114,0.02738,0.0871081,0.0597281
75,-1.4515079,-1.3795048,"('meek', 'impulsive')",-1.2648995,-1.2159531,-0.89424247,-0.8473811,-1.2035499,-1.147613,0.0559369
76,-0.024221158,-0.0013106032,"('anxious', 'daring')",1.1509526,1.2193077,-0.598997,-0.44399673,0.1759115,0.2580001,0.0820886
77,-0.32262057,-0.25420883,"('unmotivated', 'motivated')",0.07276291,0.1467208,-1.2027233,-1.0769457,-0.4841936,-0.3948112,0.0893824
78,-0.36484197,-0.35022333,"('nonresilient', 'resilient')",-0.34926555,-0.3062136,0.1820791,0.12191519,-0.1773428,-0.1781739,-0.0008311
79,-1.0111073,-1.0675023,"('wavering', 'unwavering')",-1.5790881,-1.6947293,-0.65464956,-0.7089498,-1.081615,-1.1570605,-0.0754455
80,0.019134961,-0.07608197,"('dominated', 'dominating')",0.9400226,0.9961773,-1.0402364,-0.87476814,-0.0270263,0.0151091,0.0421354
81,0.41191006,0.35470152,"('submissive', 'aggressive')",1.7238123,1.7259737,-0.4942805,-0.35832682,0.5471473,0.5741161,0.0269688
82,0.10614945,0.120728,"('poor', 'rich')",-0.071002655,-0.07792379,5.972057,5.989233,2.0024012,2.0106791,0.0082779
83,-0.14643978,-0.11267732,"('powerless', 'powerful')",-0.38838407,-0.3470974,-1.1909794,-1.1581228,-0.5752677,-0.5392992,0.0359685
